SampleID,Taxon,BHC,BHC percent within sample,Lifestyle,Index
37035_2#27,GGB9590,1.1741040535797784,0.330421566702349,Urban,T2
37035_2#28,GGB9590,0.013100751305023382,0.007615219861842952,Urban,T2
37035_2#29,GGB9590,0.5371063787093168,0.16493947495766756,Urban,T2
37035_2#2,GGB9590,0.2967011215646851,0.07924698386585458,Urban,T2
37035_2#30,GGB9590,1.293220178873182,0.41612672848837307,Urban,T2
37035_2#31,GGB9590,0.3668394593909142,0.09775913928593939,Urban,T2
37035_2#32,GGB9590,6.633590201094845,1.69396855217505,Urban,T2
37035_2#3,GGB9590,0.00019149341436404163,5.546680613897597e-05,Urban,T2
37035_2#4,GGB9590,1.3397769971678728,0.3478891171721959,Urban,T2
37035_2#5,GGB9590,0.9764012363554045,0.3213866438712373,Urban,T2
37035_2#6,GGB9590,6.713165649280316,2.094120217198532,Urban,T2
37035_2#7,GGB9590,0.01698664351667335,0.0061265763613968785,Urban,T2
37035_2#8,GGB9590,2.473693053678476,0.8717512821638805,Urban,T2
37035_2#9,GGB9590,5.4562512675244146e-05,1.9452046021316724e-05,Urban,T2
37035_7#10,GGB9590,2.575876406434957,1.1915956513832517,Rural,T2
37035_7#11,GGB9590,0.7959869205979337,0.5832239511675158,Rural,T2
37035_7#12,GGB9590,0.017725392904628157,0.015022808517884342,Rural,T2
37035_7#13,GGB9590,0.2699970765907807,0.14370936362993036,Rural,T2
37035_7#14,GGB9590,1.7671644059266463,1.7987821624028937,Rural,T2
37035_7#15,GGB9590,0.021353903759760498,0.022634896071037438,Rural,T2
37035_7#16,GGB9590,0.6428605703366868,0.3204137550142274,Rural,T2
37035_7#17,GGB9590,0.7679775744551102,0.5565030425089091,Rural,T2
37035_7#19,GGB9590,0.03243984858104027,0.02680296213874804,Rural,T2
37035_7#1,GGB9590,0.6118993935317121,0.5489793378793708,Rural,T2
37035_7#20,GGB9590,0.6606075943383102,0.8713234915837097,Rural,T2
37035_7#21,GGB9590,0.6103867102954973,0.5126454571049184,Rural,T2
37035_7#22,GGB9590,0.10741765576343332,0.07477659177680897,Rural,T2
37035_7#23,GGB9590,2.2429633132086955,1.7786992558831978,Rural,T2
37035_7#24,GGB9590,0.031071935241354258,0.014550875420495081,Rural,T2
37035_7#25,GGB9590,2.463953620728776,0.8938317492129906,Rural,T2
37035_7#2,GGB9590,0.08753987572089779,0.08439382139782682,Rural,T2
37035_7#3,GGB9590,1.1585317987979384,0.9586904743122169,Rural,T2
37035_7#4,GGB9590,0.14450666958747732,0.13676156734715023,Rural,T2
37035_7#5,GGB9590,1.763286557677937,1.0199799743325975,Rural,T2
37035_7#6,GGB9590,0.09496320358604196,0.04601149953018116,Rural,T2
37035_7#7,GGB9590,4.396818129508196,2.8985575325814104,Rural,T2
37035_7#8,GGB9590,4.483228598453161,2.0905360124944967,Rural,T2
37035_7#9,GGB9590,2.9018996705123388,1.4156392022013362,Rural,T2
37082_1#10,GGB9590,0.8789162367762772,0.43375573164657205,Urban,T2
37082_1#11,GGB9590,0.19315997281070588,0.07975055017934712,Urban,T2
37082_1#12,GGB9590,0.0028459261589834253,0.0007587443741102875,Urban,T2
37082_1#13,GGB9590,0.1978121522763054,0.06136923960786215,Urban,T2
37082_1#14,GGB9590,4.67508190842146,1.5908175759325276,Urban,T2
37082_1#15,GGB9590,0.7876013459997316,0.2729715453897597,Urban,T2
37082_1#16,GGB9590,2.072327864461647,1.0050037606316005,Urban,T2
37082_1#17,GGB9590,0.004606166766212484,0.0019071562889514484,Urban,T2
37082_1#18,GGB9590,0.6694078844867517,0.24977949104822397,Urban,T2
37082_1#19,GGB9590,0.5783246867245564,0.1819272020154493,Urban,T2
37082_1#20,GGB9590,0.002775677124319292,0.0009549889315694577,Urban,T2
37082_1#21,GGB9590,0.1413459789902471,0.037561951111487565,Urban,T2
37082_1#22,GGB9590,0.31913268172434156,0.12739509076751487,Urban,T2
37082_1#23,GGB9590,0.5980246304817731,0.15379918231649228,Urban,T2
37082_1#24,GGB9590,0.08614184528037871,0.040277909214909535,Urban,T2
37082_1#25,GGB9590,0.33442878008458576,0.11872560259932083,Urban,T2
37082_1#26,GGB9590,2.5948694395031575,0.6936219798565607,Urban,T2
37082_1#27,GGB9590,1.7245487871876097,0.5882534808135861,Urban,T2
37082_1#28,GGB9590,0.03769207844180187,0.014761584703814565,Urban,T2
37082_1#29,GGB9590,0.02571392820336341,0.010543977023155703,Urban,T2
37082_1#30,GGB9590,0.25128289732524,0.059673979312854765,Urban,T2
37082_1#31,GGB9590,0.17027065063184918,0.03396494685479126,Urban,T2
37082_1#32,GGB9590,0.8407589379828396,0.4357839032409076,Urban,T2
37082_1#9,GGB9590,0.0003414820844600476,0.00014014568469531235,Urban,T2
37082_2#10,GGB9590,6.599699642749103,2.682198820842375,Urban,T2
37082_2#11,GGB9590,0.013735364847649081,0.006786774637950485,Urban,T2
37082_2#12,GGB9590,0.3992756695244365,0.12751998018680197,Urban,T2
37082_2#13,GGB9590,1.2105109047439266,0.47446517858662957,Urban,T2
37082_2#14,GGB9590,1.991677902120098,1.0164595783751138,Urban,T2
37082_2#15,GGB9590,0.3417851980597678,0.14714411279444656,Urban,T2
37082_2#16,GGB9590,1.4870284370928393,1.308297247374222,Rural,T2
37082_2#17,GGB9590,0.2898540824657984,0.364151685782611,Rural,T2
37082_2#18,GGB9590,0.03886044316541561,0.03475799632156365,Rural,T2
37082_2#19,GGB9590,1.093428475562206,0.7088474699459361,Rural,T2
37082_2#1,GGB9590,1.727939012719969,0.5150460786820291,Urban,T2
37082_2#20,GGB9590,0.4566039351859601,0.21176590030863884,Rural,T2
37082_2#21,GGB9590,1.5791776147229213,1.1418380397940675,Rural,T2
37082_2#22,GGB9590,0.0905834846093755,0.14785804249435147,Rural,T2
37082_2#23,GGB9590,0.15676660847091664,0.0694122155005001,Rural,T2
37082_2#24,GGB9590,0.018896859630005404,0.013671180817024956,Rural,T2
37082_2#25,GGB9590,0.34025260669776586,0.30775119348208707,Rural,T2
37082_2#26,GGB9590,0.0005549461477422687,0.0004900652326062138,Rural,T2
37082_2#27,GGB9590,8.990395805486673e-08,7.163962664499513e-08,Rural,T2
37082_2#28,GGB9590,0.12828090142968906,0.0696522363784762,Rural,T2
37082_2#29,GGB9590,2.6926581462196633,1.856507907861439,Rural,T2
37082_2#2,GGB9590,0.9015858064692425,0.45883560999602024,Urban,T2
37082_2#30,GGB9590,2.3500778990742837,1.7918481529103776,Rural,T2
37082_2#31,GGB9590,0.05670007071813828,0.051998791220948075,Rural,T2
37082_2#32,GGB9590,1.5127143931798563,0.9904461382861705,Rural,T2
37082_2#3,GGB9590,0.47446078895250504,0.20295663030807262,Urban,T2
37082_2#5,GGB9590,0.2788621064424932,0.16834507832605466,Urban,T2
37082_2#6,GGB9590,0.7677454618770903,0.202411045343043,Urban,T2
37082_2#7,GGB9590,0.17493049563148344,0.08865548830189464,Urban,T2
37082_2#8,GGB9590,0.010966903799912942,0.0029348777804892026,Urban,T2
37082_2#9,GGB9590,0.6444227202286591,0.22894999471745817,Urban,T2
37082_3#10,GGB9590,4.548483851964041,2.874860781100385,Rural,T2
37082_3#11,GGB9590,0.0009971948581843381,0.0004735254242829854,Rural,T2
37082_3#12,GGB9590,1.7840597920329093,1.1978449667395747,Rural,T2
37082_3#13,GGB9590,0.8133818048273288,0.46814771064490307,Rural,T2
37082_3#14,GGB9590,0.5236980034916505,0.29166138129086944,Rural,T2
37082_3#15,GGB9590,0.08464573955240184,0.08426441668053138,Rural,T2
37082_3#17,GGB9590,0.5150923019906566,0.44225123661184507,Rural,T2
37082_3#19,GGB9590,0.17493066779734442,0.13848767769406334,Rural,T2
37082_3#1,GGB9590,0.2424919724078662,0.1533410935556715,Rural,T2
37082_3#20,GGB9590,0.7018778957242146,0.5506950040140126,Rural,T2
37082_3#21,GGB9590,1.1936726132030102,0.73827668848738,Rural,T2
37082_3#22,GGB9590,0.007369821777406991,0.007789434084066534,Rural,T2
37082_3#23,GGB9590,0.4676858885327731,0.45918045772381866,Rural,T2
37082_3#24,GGB9590,2.512342549121501,1.7858356708269012,Rural,T2
37082_3#25,GGB9590,0.248065802106761,0.12906166209320083,Rural,T2
37082_3#26,GGB9590,2.1071218403384973,1.3678129137238122,Rural,T2
37082_3#27,GGB9590,0.1343256242487219,0.14943849901878298,Rural,T2
37082_3#28,GGB9590,0.0005118349028362143,0.00026727649524415324,Rural,T2
37082_3#29,GGB9590,0.005266356976672861,0.007698870375269225,Rural,T2
37082_3#2,GGB9590,0.3706754037039954,0.2211077293400433,Rural,T2
37082_3#30,GGB9590,0.963810175806016,0.6212515291346674,Rural,T2
37082_3#31,GGB9590,0.34711625768486254,0.3135077754830686,Rural,T2
37082_3#32,GGB9590,0.6779467850075488,0.3113444443412192,Rural,T2
37082_3#3,GGB9590,0.03615345091911428,0.03563765944095699,Rural,T2
37082_3#4,GGB9590,1.1975299685321774,0.551729086916306,Rural,T2
37082_3#5,GGB9590,1.5034506596591939,0.5548486367459222,Rural,T2
37082_3#6,GGB9590,0.0006673035283105458,0.0002600126694473697,Rural,T2
37082_3#7,GGB9590,1.5163900649525295,1.270128689580897,Rural,T2
37082_3#8,GGB9590,0.36233143609485435,0.42363782290156515,Rural,T2
37082_3#9,GGB9590,0.7799702949802797,0.6200473415253064,Rural,T2
36703_3#10,Akkermansia,2.925623081910061,1.2173830650817328,Urban,T2
36703_3#12,Akkermansia,3.0396441843120847,1.8858453761642378,Rural,T2
36703_3#13,Akkermansia,0.024619193884579515,0.010168084592087038,Rural,T2
36703_3#14,Akkermansia,4.855163950719943,1.952159199552721,Rural,T2
36703_3#15,Akkermansia,2.3242546034645186,1.0512482049185594,Rural,T2
36703_3#16,Akkermansia,0.03216632156300187,0.021761094415363485,Rural,T2
36703_3#17,Akkermansia,0.017552415301226844,0.017411602752968824,Rural,T2
36703_3#18,Akkermansia,0.006975517351617805,0.0034261542795340164,Rural,T2
36703_3#19,Akkermansia,1.309472661750858,0.6508546346313369,Rural,T2
36703_3#1,Akkermansia,0.9717613966871478,0.2720161058625499,Urban,T2
36703_3#21,Akkermansia,0.9342552142790185,0.6323343208697305,Rural,T2
36703_3#22,Akkermansia,0.00478916666042404,0.004570756231964469,Rural,T2
36703_3#23,Akkermansia,3.242045974456348,2.5193139224724588,Rural,T2
36703_3#24,Akkermansia,0.054704956624879515,0.04976148011161868,Rural,T2
36703_3#25,Akkermansia,0.45020226197095714,0.33584342657966143,Rural,T2
36703_3#26,Akkermansia,0.022623971387821937,0.012608501721737362,Rural,T2
36703_3#27,Akkermansia,0.40060800924708073,0.34114455585985276,Rural,T2
36703_3#28,Akkermansia,0.6725133865664179,0.5032683604669541,Rural,T2
36703_3#29,Akkermansia,0.014837867334438173,0.01447233399892356,Rural,T2
36703_3#2,Akkermansia,2.2677982262026286,0.93188214772902,Urban,T2
36703_3#30,Akkermansia,0.03668263768989491,0.031663728129941025,Rural,T2
36703_3#31,Akkermansia,2.021562025901623,1.872490947789935,Rural,T2
36703_3#32,Akkermansia,0.006846015677177363,0.005405690643244397,Rural,T2
36703_3#3,Akkermansia,4.517990257872124,1.309839989615662,Urban,T2
36703_3#5,Akkermansia,0.41740213988618996,0.23380968998532162,Urban,T2
36703_3#6,Akkermansia,1.4898045776410458,1.287727809186463,Urban,T2
36703_3#7,Akkermansia,16.2890425223354,3.8894561845282434,Urban,T2
36703_3#8,Akkermansia,0.35555742655715755,0.0887223256611117,Urban,T2
36703_3#9,Akkermansia,0.8532996675390699,0.24617622872315742,Urban,T2
37035_1#10,Akkermansia,0.008150909267716113,0.008976211451833131,Rural,T2
37035_1#11,Akkermansia,0.5121315106531382,0.47925896772510956,Rural,T2
37035_1#12,Akkermansia,0.10676708558574782,0.09788333816339329,Rural,T2
37035_1#13,Akkermansia,0.06293721528583221,0.08985797110852,Rural,T2
37035_1#14,Akkermansia,1.7016681003344765,1.598903302284357,Rural,T2
37035_1#15,Akkermansia,0.00021419318281367135,0.00010478002157899285,Rural,T2
37035_1#16,Akkermansia,0.04417378115805853,0.048046785487292534,Rural,T2
37035_1#17,Akkermansia,0.09617466535079681,0.12918104948101122,Rural,T2
37035_1#18,Akkermansia,0.4695592378448968,0.3576651311519872,Rural,T2
37035_1#1,Akkermansia,1.132710841758543,0.6118824225564138,Rural,T2
37035_1#20,Akkermansia,0.39582212690998375,0.3340340442152691,Rural,T2
37035_1#21,Akkermansia,0.05925704377832772,0.03045008497551766,Rural,T2
37035_1#22,Akkermansia,1.4173768738895198,0.5681061547107963,Rural,T2
37035_1#23,Akkermansia,0.9232275698517907,0.677531980141048,Rural,T2
37035_1#24,Akkermansia,5.024150724039543,3.087679535814649,Rural,T2
37035_1#25,Akkermansia,0.0077097679588785505,0.008000401743797615,Rural,T2
37035_1#26,Akkermansia,0.0119594428593238,0.012930014464780027,Rural,T2
37035_1#27,Akkermansia,0.2256876149356866,0.23416196740617934,Rural,T2
37035_1#29,Akkermansia,6.696541070193456,2.4078420215754277,Urban,T2
37035_1#2,Akkermansia,0.13903617919585318,0.06785054386505864,Rural,T2
37035_1#30,Akkermansia,1.6666289260383218,0.6789780206281469,Urban,T2
37035_1#31,Akkermansia,3.8278890780343406,1.4718307667470747,Urban,T2
37035_1#32,Akkermansia,7.323136740095689,4.606742810244717,Urban,T2
37035_1#3,Akkermansia,0.015872273358123825,0.006386076794674998,Rural,T2
37035_1#4,Akkermansia,0.05799285292843952,0.03412009472260374,Rural,T2
37035_1#5,Akkermansia,0.06828218423879141,0.04961403912461409,Rural,T2
37035_1#6,Akkermansia,9.898420645191848,4.45936938528709,Rural,T2
37035_1#7,Akkermansia,0.5450182756239285,0.6987872730899428,Rural,T2
37035_1#8,Akkermansia,0.00021783930792852556,7.655164148273545e-05,Rural,T2
37035_1#9,Akkermansia,0.004235865163556756,0.0019937331732673255,Rural,T2
37035_2#10,Akkermansia,0.5517850975895914,0.1627836386251515,Urban,T2
37035_2#11,Akkermansia,3.1477957824151757,1.1920606874257726,Urban,T2
37035_2#12,Akkermansia,0.386578100860855,0.14986886433764016,Urban,T2
37035_2#13,Akkermansia,4.622433410672646,1.554688494970132,Urban,T2
37035_2#14,Akkermansia,4.72809328191712,2.2656781728798925,Urban,T2
37035_2#15,Akkermansia,5.049255532410921,1.093746938069489,Urban,T2
37035_2#16,Akkermansia,9.61847902481386,2.5029333095669712,Urban,T2
37035_2#17,Akkermansia,0.3129228531745117,0.09381005103857332,Urban,T2
37035_2#18,Akkermansia,1.785738544601682,0.4606783594914803,Urban,T2
37035_2#19,Akkermansia,0.7529200542964433,0.19256657804311444,Urban,T2
37035_2#1,Akkermansia,5.598111048855189,1.4265866623357246,Urban,T2
37035_2#20,Akkermansia,4.767100455532003,1.1953873628480085,Urban,T2
37035_2#21,Akkermansia,0.10474275495648784,0.053194150426702294,Urban,T2
37035_2#23,Akkermansia,0.23563192371507471,0.08220362002942704,Urban,T2
37035_2#24,Akkermansia,0.0007373817644543624,0.00038987040819544116,Urban,T2
37035_2#25,Akkermansia,7.2399156116180325,2.1190441965270708,Urban,T2
37035_2#26,Akkermansia,5.130206340311698,1.2724142721377718,Urban,T2
37035_2#27,Akkermansia,0.8330041864557015,0.2344277302502357,Urban,T2
37035_2#28,Akkermansia,0.7580219695258926,0.440623886649422,Urban,T2
37035_2#29,Akkermansia,2.392030433338039,0.7345662971004562,Urban,T2
37035_2#2,Akkermansia,0.9694191966699951,0.2589257062211953,Urban,T2
37035_2#30,Akkermansia,10.696321571260448,3.441815535376601,Urban,T2
37035_2#31,Akkermansia,0.7592394686264047,0.2023299158930928,Urban,T2
37035_2#32,Akkermansia,1.365822795725322,0.3487795889804352,Urban,T2
37035_2#3,Akkermansia,0.577148152909009,0.1671731887866079,Urban,T2
37035_2#4,Akkermansia,0.17853729704381718,0.04635934396707751,Urban,T2
37035_2#5,Akkermansia,2.310313666172543,0.760449626459486,Urban,T2
37035_2#6,Akkermansia,0.004945833690078606,0.0015428146514462318,Urban,T2
37035_2#7,Akkermansia,4.01074362720729,1.4465557644718,Urban,T2
37035_2#8,Akkermansia,2.1719508507313376,0.765414664566574,Urban,T2
37035_2#9,Akkermansia,0.01170463975726743,0.0041728135318189075,Urban,T2
37035_7#10,Akkermansia,2.2354064225400516,1.034094867874313,Rural,T2
37035_7#11,Akkermansia,0.07949267721659775,0.05824471746385182,Rural,T2
37035_7#12,Akkermansia,0.06487743271326583,0.054985593494451465,Rural,T2
37035_7#13,Akkermansia,0.08668190122120219,0.04613753978385411,Rural,T2
37035_7#14,Akkermansia,0.1265073586244073,0.12877080329544366,Rural,T2
37035_7#15,Akkermansia,0.014625732792792143,0.01550311106821844,Rural,T2
37035_7#16,Akkermansia,0.4036443572846481,0.2011839116842126,Rural,T2
37035_7#17,Akkermansia,0.011052545371206054,0.008009055643204144,Rural,T2
37035_7#19,Akkermansia,0.9635566267926197,0.7961249178443044,Rural,T2
37035_7#1,Akkermansia,0.00021186771787446758,0.00019008190023759298,Rural,T2
37035_7#20,Akkermansia,0.062038122683279955,0.08182660043718974,Rural,T2
37035_7#21,Akkermansia,0.0001768080310760541,0.00014849575258105515,Rural,T2
37035_7#22,Akkermansia,3.0882069854802534,2.1497917770996215,Rural,T2
37035_7#23,Akkermansia,0.1676933319480642,0.13298300645225175,Rural,T2
37035_7#24,Akkermansia,8.080607186108201,3.7841192566122595,Rural,T2
37035_7#25,Akkermansia,1.5349291146128146,0.5568158279807738,Rural,T2
37035_7#2,Akkermansia,0.16088366071786506,0.15510173868353785,Rural,T2
37035_7#3,Akkermansia,0.015659084149011102,0.012957965267493429,Rural,T2
37035_7#4,Akkermansia,0.03424803918081656,0.03241245217474014,Rural,T2
37035_7#5,Akkermansia,0.5969167055507505,0.3452887923152635,Rural,T2
37035_7#6,Akkermansia,0.1271252706911911,0.061594639942640195,Rural,T2
37035_7#7,Akkermansia,0.18263330524872787,0.12039914479886685,Rural,T2
37035_7#8,Akkermansia,0.04490055572067829,0.02093719440215032,Rural,T2
37035_7#9,Akkermansia,5.1045040519259894e-05,2.490139861529465e-05,Rural,T2
37082_1#10,Akkermansia,0.5759295723074206,0.28422816937524714,Urban,T2
37082_1#11,Akkermansia,1.5580591888299142,0.6432806741122407,Urban,T2
37082_1#12,Akkermansia,0.5735274047028095,0.15290652933587412,Urban,T2
37082_1#13,Akkermansia,0.35600209948690137,0.11044608681976616,Urban,T2
37082_1#14,Akkermansia,0.5302116205632552,0.18041822185752723,Urban,T2
37082_1#15,Akkermansia,0.2993985317421037,0.10376731872306236,Urban,T2
37082_1#16,Akkermansia,1.1667077030196495,0.5658108686374346,Urban,T2
37082_1#17,Akkermansia,0.4787094274718426,0.19820682609240034,Urban,T2
37082_1#18,Akkermansia,0.16381362013558806,0.06112459027220209,Urban,T2
37082_1#19,Akkermansia,2.7696150109466307,0.8712550599478215,Urban,T2
37082_1#20,Akkermansia,3.587294713189985,1.2342309973153736,Urban,T2
37082_1#21,Akkermansia,12.437524381934484,3.305206742488183,Urban,T2
37082_1#22,Akkermansia,1.607433371342536,0.6416739242701492,Urban,T2
37082_1#23,Akkermansia,0.012325101491443126,0.0031697532755877132,Urban,T2
37082_1#24,Akkermansia,1.9696615332019505,0.9209675989664254,Urban,T2
37082_1#25,Akkermansia,7.377304319405204,2.61901771928368,Urban,T2
37082_1#26,Akkermansia,0.546709437023847,0.14613825125142102,Urban,T2
37082_1#27,Akkermansia,0.012227600709008354,0.004170904721578245,Urban,T2
37082_1#28,Akkermansia,4.280565034184726,1.6764244887654445,Urban,T2
37082_1#29,Akkermansia,1.8164835986036367,0.7448477406929489,Urban,T2
37082_1#30,Akkermansia,2.153264627360639,0.5113514297867584,Urban,T2
37082_1#31,Akkermansia,9.817035903631716,1.9582652764942203,Urban,T2
37082_1#32,Akkermansia,0.5110727663235052,0.264900288164562,Urban,T2
37082_1#9,Akkermansia,0.02021185743570968,0.008295031359465008,Urban,T2
37082_2#10,Akkermansia,8.462824940067184,3.439395776167231,Urban,T2
37082_2#11,Akkermansia,0.5374490428080574,0.26555869271610905,Urban,T2
37082_2#12,Akkermansia,0.6029368668418775,0.1925649449292654,Urban,T2
37082_2#13,Akkermansia,1.295689806705496,0.5078514312611219,Urban,T2
37082_2#14,Akkermansia,1.734208875186017,0.8850593864648229,Urban,T2
37082_2#15,Akkermansia,3.8373130859135753,1.652025988095994,Urban,T2
37082_2#16,Akkermansia,0.8329815512840785,0.7328625623253168,Rural,T2
37082_2#17,Akkermansia,1.3776532662970236,1.7307838312236878,Rural,T2
37082_2#18,Akkermansia,0.32284864126243634,0.28876592677173524,Rural,T2
37082_2#19,Akkermansia,0.22973274045902628,0.14893106908926734,Rural,T2
37082_2#1,Akkermansia,0.00342352313910073,0.0010204481495532847,Urban,T2
37082_2#20,Akkermansia,0.273286188742562,0.12674594181369805,Rural,T2
37082_2#21,Akkermansia,3.9813529398300145,2.8787516959208497,Rural,T2
37082_2#22,Akkermansia,0.289307457171939,0.4722321566776414,Rural,T2
37082_2#23,Akkermansia,4.392866324371719,1.9450480363536606,Rural,T2
37082_2#24,Akkermansia,0.31105881959183307,0.2250395806834428,Rural,T2
37082_2#25,Akkermansia,0.00958563134495188,0.008669998197276454,Rural,T2
37082_2#26,Akkermansia,0.0003644889921050886,0.00032187516468956917,Rural,T2
37082_2#27,Akkermansia,0.043617137295160244,0.034756149770867883,Rural,T2
37082_2#28,Akkermansia,0.0025494983258423248,0.0013842922684436376,Rural,T2
37082_2#29,Akkermansia,0.00022053522554404996,0.00015205249532301173,Rural,T2
37082_2#2,Akkermansia,0.01471468640500076,0.007488607367255621,Urban,T2
37082_2#30,Akkermansia,0.17744133899811781,0.13529250909468318,Rural,T2
37082_2#31,Akkermansia,0.1582256041836433,0.14510634737394879,Rural,T2
37082_2#32,Akkermansia,0.024578308178856832,0.016092588614949332,Rural,T2
37082_2#3,Akkermansia,3.8327814553665993,1.6395209614810644,Urban,T2
37082_2#5,Akkermansia,0.22043845096598705,0.1330755503763506,Urban,T2
37082_2#6,Akkermansia,1.9770392640536831,0.5212334087171864,Urban,T2
37082_2#7,Akkermansia,1.1517256932164535,0.5836992764088752,Urban,T2
37082_2#8,Akkermansia,1.4719997987495268,0.3939251753324269,Urban,T2
37082_2#9,Akkermansia,0.08965610687177147,0.031852950788880445,Urban,T2
37082_3#10,Akkermansia,0.26860784427213275,0.1697730896989846,Rural,T2
37082_3#11,Akkermansia,0.6163149229446394,0.2926617430726334,Rural,T2
37082_3#12,Akkermansia,5.7423291411488275,3.8554874056374824,Rural,T2
37082_3#13,Akkermansia,6.709648807804519,3.8617863221956483,Rural,T2
37082_3#14,Akkermansia,11.858993555215749,6.604589702410214,Rural,T2
37082_3#15,Akkermansia,0.030252006977636466,0.03011572389662663,Rural,T2
37082_3#17,Akkermansia,1.0885853624530129,0.9346445692196177,Rural,T2
37082_3#19,Akkermansia,0.6850855043393208,0.5423628784618347,Rural,T2
37082_3#1,Akkermansia,0.29569260972816297,0.1869828006338409,Rural,T2
37082_3#20,Akkermansia,1.2031803707514876,0.944018073709103,Rural,T2
37082_3#21,Akkermansia,0.09783416828662664,0.06050962800407627,Rural,T2
37082_3#22,Akkermansia,0.910130249549626,0.9619499359557353,Rural,T2
37082_3#23,Akkermansia,0.0019465976075261511,0.0019111963870282831,Rural,T2
37082_3#24,Akkermansia,0.7913196623906172,0.5624897292043283,Rural,T2
37082_3#25,Akkermansia,2.2113765664489544,1.1505170513468328,Rural,T2
37082_3#26,Akkermansia,0.08911138404209473,0.057845588005010024,Rural,T2
37082_3#27,Akkermansia,0.05891037280578108,0.06553833446127923,Rural,T2
37082_3#28,Akkermansia,0.8423402108666708,0.4398639837105994,Rural,T2
37082_3#29,Akkermansia,1.2668200668746183,1.8519601931389214,Rural,T2
37082_3#2,Akkermansia,1.6096965221011044,0.9601833285182276,Rural,T2
37082_3#30,Akkermansia,0.3736892747768079,0.24087215429342196,Rural,T2
37082_3#31,Akkermansia,1.2922102947587235,1.1670959397526215,Rural,T2
37082_3#32,Akkermansia,1.3099570146778687,0.6015927029452941,Rural,T2
37082_3#3,Akkermansia,0.5919566845467568,0.5835113990880998,Rural,T2
37082_3#4,Akkermansia,0.016069683547993895,0.007403665932332301,Rural,T2
37082_3#5,Akkermansia,0.0003458306093626736,0.0001276288256731935,Rural,T2
37082_3#6,Akkermansia,1.3545095702289753,0.5277802891870002,Rural,T2
37082_3#7,Akkermansia,0.9476005460849732,0.793710449351122,Rural,T2
37082_3#8,Akkermansia,0.44742936439175185,0.5231342990165813,Rural,T2
37082_3#9,Akkermansia,0.37798404497752747,0.3004832411383351,Rural,T2
36703_3#10,GGB3109,5.52408654738726,2.298631513545669,Urban,T2
36703_3#12,GGB3109,0.0033656437952006408,0.0020881009105450355,Rural,T2
36703_3#13,GGB3109,0.183921232675332,0.07596213998278276,Rural,T2
36703_3#14,GGB3109,47.31432019242573,19.02409195070142,Rural,T2
36703_3#15,GGB3109,0.0013410070347562135,0.0006065304704438546,Rural,T2
36703_3#16,GGB3109,1.0417251810372004,0.704745799889236,Rural,T2
36703_3#17,GGB3109,0.026312100907943756,0.026101014632050393,Rural,T2
36703_3#18,GGB3109,0.0006796900104940186,0.00033384231173484366,Rural,T2
36703_3#19,GGB3109,0.0006965102976176325,0.00034619046927391174,Rural,T2
36703_3#1,GGB3109,3.3096813541402805,0.926448237878471,Urban,T2
36703_3#21,GGB3109,0.3117619351044834,0.21101061946917932,Rural,T2
36703_3#22,GGB3109,1.1785051257345691,1.1247592806420332,Rural,T2
36703_3#23,GGB3109,0.3712114584653275,0.28845926395285854,Rural,T2
36703_3#24,GGB3109,0.3695041276503183,0.3361134608937792,Rural,T2
36703_3#25,GGB3109,3.5227635132201733,2.6279232008523135,Rural,T2
36703_3#26,GGB3109,0.020373784975638146,0.011354456675184608,Rural,T2
36703_3#27,GGB3109,3.0699161655065477,2.614239262906961,Rural,T2
36703_3#28,GGB3109,1.5300933900423008,1.1450293884846887,Rural,T2
36703_3#29,GGB3109,0.36809037399074657,0.3590224062604128,Rural,T2
36703_3#2,GGB3109,7.718023301103927,3.171485032025382,Urban,T2
36703_3#30,GGB3109,0.0005791129084565728,0.0004998788212811552,Rural,T2
36703_3#31,GGB3109,0.9775393622761857,0.9054550805356191,Rural,T2
36703_3#32,GGB3109,0.7192675158596978,0.5679416851811101,Rural,T2
36703_3#3,GGB3109,12.934882458478224,3.750036042147762,Urban,T2
36703_3#5,GGB3109,2.745649368815689,1.5379878692194264,Urban,T2
36703_3#6,GGB3109,0.22212715680418496,0.19199787763116233,Urban,T2
36703_3#7,GGB3109,0.21161943354839594,0.0505299506372192,Urban,T2
36703_3#8,GGB3109,4.337326535595358,1.082294078669206,Urban,T2
36703_3#9,GGB3109,0.0581757181110449,0.016783645221779938,Urban,T2
37035_1#10,GGB3109,0.0008766344806221384,0.000965396154659575,Rural,T2
37035_1#11,GGB3109,2.052050057683077,1.9203336875545884,Rural,T2
37035_1#12,GGB3109,0.4184539706630527,0.3836357552658896,Rural,T2
37035_1#13,GGB3109,0.30923296818370766,0.44150423552515555,Rural,T2
37035_1#14,GGB3109,2.1422956417150267,2.0129210715851507,Rural,T2
37035_1#15,GGB3109,0.32622575564014566,0.15958463881333187,Rural,T2
37035_1#16,GGB3109,3.5950433490955886e-05,3.9102443142339575e-05,Rural,T2
37035_1#17,GGB3109,0.05995909010242423,0.08053657537674501,Rural,T2
37035_1#18,GGB3109,0.41617000911768487,0.31699834418286527,Rural,T2
37035_1#1,GGB3109,0.4730323002738363,0.2555287185118046,Rural,T2
37035_1#20,GGB3109,0.4701020528934838,0.39671882708472705,Rural,T2
37035_1#21,GGB3109,0.16699288260839265,0.08581169666097882,Rural,T2
