"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2954063","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","endosymbiont (group A) of Tiphia femorata"
"2954053","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","endosymbiont (group A) of Rhinocyllus conicus"
"35790","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","japonica"
"2854261","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","sp. EMB26"
"2705548","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Caballeronia","sp. SBC1"
"1869339","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas","sp."
"1232575","Bacteria","Pseudomonadota","Acidithiobacillia","Acidithiobacillales","Acidithiobacillaceae","Acidithiobacillus","ferridurans"
"2572050","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","sp. CFSAN093246"
"2572059","Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","sp. CFSAN093241"
"310769","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium","changbaicum"
"2419619","Viruses","Uroviricota","Caudoviricetes","","","","Bacillus phage vB_BcoS-136"
"754048","Viruses","Uroviricota","Caudoviricetes","","","","Psychrobacter phage pOW20-A"
"1636271","Viruses","Uroviricota","Caudoviricetes","","","","Verrucomicrobia phage P8625"
"1567013","Viruses","Uroviricota","Caudoviricetes","","","","Clostridium phage phiCT453B"
"754069","Viruses","Uroviricota","Caudoviricetes","","","","Dunaliella viridis virus SI2"
"981330","Viruses","Uroviricota","Caudoviricetes","","","","Tsukamurella phage TPA2"
"1985341","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Moonvirus","merlin"
"2844109","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Kanagawavirus","pei20"
"2955534","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Bragavirus","pm2"
"2843652","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Ceceduovirus","aszj"
"414970","Viruses","Uroviricota","Caudoviricetes","","","Glaedevirus","Enterobacteria phage cdtI"
"2733368","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Ahphunavirus","Ahp1"
"2733958","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Stompelvirus","RPSC1"
"2560297","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Aqualcavirus","P14"
"2733334","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Kantovirus","C171"
"2733602","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Drulisvirus","KpS2"
"2733929","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Krakvirus","S39C11"
"2560430","Viruses","Uroviricota","Caudoviricetes","","","Efquatrovirus","SHEF2"
"2846600","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Dorisvirus","49B3"
"2844120","Viruses","Uroviricota","Caudoviricetes","","Schitoviridae","Eceepunavirus","EcP1"
"1922328","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Wphvirus","WPh"
"2560334","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Moonbeamvirus","moonbeam"
"2734044","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Schiekvirus","EFP01"
"2841303","Viruses","Uroviricota","Caudoviricetes","","Ackermannviridae","Vapseptimavirus","VAP7"
"2560453","Viruses","Uroviricota","Caudoviricetes","","Drexlerviridae","Sertoctavirus","SRT8"
"2956440","Viruses","Uroviricota","Caudoviricetes","","Casjensviridae","Sharonstreetvirus","A18P4"
"2734140","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Salacisavirus","pssm2"
"2070199","Viruses","Uroviricota","Caudoviricetes","","","Kuravirus","Escherichia phage EP335"
"2845184","Viruses","Uroviricota","Caudoviricetes","","","Audreyjarvisvirus","av949"
"2845462","Viruses","Uroviricota","Caudoviricetes","","","Audreyjarvisvirus","WRP3"
"2754975","Viruses","Uroviricota","Caudoviricetes","","","Privateervirus","Proteus phage Vb_PmiP-P59"
"2845502","Viruses","Uroviricota","Caudoviricetes","","","Nylescharonvirus","LE3"
"2712970","Viruses","Uroviricota","Caudoviricetes","","Demerecviridae","Tequintavirus","NBEco001"
"2734268","Viruses","Uroviricota","Caudoviricetes","","","Rogerhendrixvirus","hendrix"
"2844662","Viruses","Uroviricota","Caudoviricetes","","","Kenoshavirus","chikenjars"
"1983118","Viruses","Uroviricota","Caudoviricetes","","","Coopervirus","nigel"
"1981024","Viruses","Uroviricota","Caudoviricetes","","","Cequinquevirus","Ld25A"
"1468169","Viruses","Uroviricota","Caudoviricetes","","","Fromanvirus","Mycobacterium phage Lamina13"
"984175","Viruses","Uroviricota","Caudoviricetes","","","","Cronobacter phage ENT39118"
"2956343","Viruses","Uroviricota","Caudoviricetes","","","Puppervirus","Pupper"
"2845689","Viruses","Uroviricota","Caudoviricetes","","","Ravarandavirus","kac65v151"
"2696355","Viruses","Uroviricota","Caudoviricetes","","","Otagovirus","Pseudomonas phage PE09"
"2956711","Viruses","Uroviricota","Caudoviricetes","","","Zitchvirus","verity"
"1918720","Viruses","Uroviricota","Caudoviricetes","","","Cbastvirus","ST"
"2909581","Viruses","Uroviricota","Caudoviricetes","","Mesyanzhinovviridae","Bosavirus","Stenotrophomonas phage vB_SmaS-AXL_1"
"2956211","Viruses","Uroviricota","Caudoviricetes","","","Myrnavirus","Myranavirus phabba"
"2560407","Viruses","Uroviricota","Caudoviricetes","","","Nanhaivirus","D5C"
"2845501","Viruses","Uroviricota","Caudoviricetes","","","Saintgironsvirus","LE1"
"417280","Viruses","Uroviricota","Caudoviricetes","","","Bcepfunavirus","bcepF1"
"1982081","Viruses","Uroviricota","Caudoviricetes","","","Korravirus","joann"
"3050137","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","aotinebeta1"
"2560567","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Macacine betaherpesvirus 8"
"389214","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Alloherpesviridae","Batrachovirus","Ranid herpesvirus 2"
"455367","Viruses","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","","Pyramimonas orientalis virus"
"1586714","Viruses","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prasinovirus","Yellowstone lake phycodnavirus 2"
"373996","Viruses","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae","Prasinovirus","Micromonas pusilla virus SP1"
"1993631","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Betaentomopoxvirus","Choristoneura rosaceana entomopoxvirus"
"2083214","Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","","Diachasmimorpha entomopoxvirus"
"190065","Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Aviadenovirus","Fowl aviadenovirus E"
"1146874","Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Bat mastadenovirus B"
"1932926","Viruses","Preplasmiviricota","Maveriviricetes","Priklausovirales","Lavidaviridae","Sputnikvirus","Mimivirus-dependent virus Zamilon"
"11269","Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Filoviridae","Marburgvirus","Marburg marburgvirus"
"2170049","Viruses","Negarnaviricota","Milneviricetes","Serpentovirales","Aspiviridae","Ophiovirus","ranunculi"
"2560344","Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Tospoviridae","Orthotospovirus","Bean necrotic mosaic orthotospovirus"
"3048211","Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Dicistroviridae","Aparavirus","cancerluti"
"1926968","Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Dicistroviridae","","Bivalve RNA virus G5"
"2054920","Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Iflaviridae","","Chequa iflavirus"
"2846429","Viruses","Lenarviricota","Leviviricetes","Norzivirales","Fiersviridae","Tehnexuvirus","edaphadaptatum"
"2170064","Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Spinareoviridae","Orthoreovirus","Mahlapitsi orthoreovirus"
"3047706","Viruses","Artverviricota","Revtraviricetes","Ortervirales","Caulimoviridae","Badnavirus","tessellotheobromae"
"2107707","Viruses","","","","","Pandoravirus","macleodensis"
"1732179","Viruses","","","","","","Sulfolobales virus YNP1"
"3047354","Viruses","","Naldaviricetes","Lefavirales","Baculoviridae","Alphabaculovirus","agsegetum"
"3047752","Viruses","","Naldaviricetes","Lefavirales","Baculoviridae","Alphabaculovirus","chorosaceanae"
"3048345","Viruses","","Naldaviricetes","Lefavirales","Baculoviridae","Alphabaculovirus","sujujubae"
"3048150","Viruses","","Naldaviricetes","Lefavirales","Baculoviridae","Alphabaculovirus","hytalacae"
"3048238","Viruses","","Naldaviricetes","Lefavirales","Baculoviridae","Alphabaculovirus","orpseudotsugatae"
"3047353","Viruses","","Naldaviricetes","Lefavirales","Baculoviridae","Betabaculovirus","agsegetum"
"3048204","Viruses","","Naldaviricetes","Lefavirales","Baculoviridae","Betabaculovirus","molatipedis"
"2845934","Viruses","Cressdnaviricota","Arfiviricetes","Cremevirales","Smacoviridae","Porprismacovirus","sheas2"
"2845907","Viruses","Cressdnaviricota","Arfiviricetes","Cremevirales","Smacoviridae","Porprismacovirus","macas4"
"1692261","Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","","Petrochirus diogenes giant hermit crab associated circular virus"
"1961679","Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Gammapapillomavirus","22"
"500654","Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","","Bandicoot papillomatosis carcinomatosis virus type 2"
"2083300","Viruses","","","","Polydnaviriformidae","Bracoviriform","facetosae"
"10484","Viruses","","","","Polydnaviriformidae","Ichnoviriform","sonorense"
"2844858","Viruses","Taleaviricota","Tokiviricetes","Ligamenvirales","Rudiviridae","Hoswirudivirus","MRV1"
"48221","Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","sp."
"361500","Bacteria","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","degeneri"
"2024615","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium","sp. P1-18"
"2861280","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Microbacterium","sp. PAMC21962"
"565560","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","sp. SM17"
"682314","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","sp. x3"
"2594455","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","sp. RLB3-17"
"35762","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae","Planobispora","rosea"
"469590","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","sp. 2_2_4"
"2972764","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","sp. BFG-637"
"671267","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","sartorii"
"2829835","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","sp. P1954"
"2912631","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","cloacae complex sp. ECL404"
"2791982","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","sp. 2.29"
"2083051","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp. SWI6"
"2762896","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp. MPDS"
"2678256","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp. St386"
"1346287","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. A3H3"
"452802","Bacteria","Pseudomonadota","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","sp. 0908"
"1636606","Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","sp. ASNIH1"
"2778060","Bacteria","Pseudomonadota","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","sp. FDAARGOS 1411"
"1329899","Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Cycloclasticus","zancles"
"2819993","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","sp. B21/90"
"1183412","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium","deltaense"
"1983755","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","sp. LB126"
"100901","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","endosymbiont of Onchocerca ochengi"
"2880989","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","sp. RS647"
"2126319","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","sp. PMC12"
"53435","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Treponemataceae","Treponema","paraluiscuniculi"
"2663019","Archaea","Thermoproteota","Thermoprotei","Sulfolobales","Sulfolobaceae","Sulfolobus","sp. E5-1-F"
"1200300","Archaea","Thermoproteota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Thermogladius","calderae"
"2955727","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Suoliviridae","Culoivirus","intestinalis"
"2955739","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Intestiviridae","Delmidovirus","copri"
"2955997","Viruses","Uroviricota","Caudoviricetes","Crassvirales","Intestiviridae","Jahgtovirus","intestinihominis"
"12417","Viruses","Uroviricota","Caudoviricetes","","","","Lactobacillus phage phiadh"
"458639","Viruses","Uroviricota","Caudoviricetes","","","","Bacillus phage 0305phi8-36"
"1206110","Viruses","Uroviricota","Caudoviricetes","","","","Lactobacillus phage phiAQ113"
"1572712","Viruses","Uroviricota","Caudoviricetes","","","","Geobacillus virus E3"
"2859658","Viruses","Uroviricota","Caudoviricetes","","","","Stenotrophomonas phage Siara"
"2955966","Viruses","Uroviricota","Caudoviricetes","","Casjensviridae","Gwanakrovirus","SNUABM08"
"2734149","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Thetisvirus","ssm1"
"2955593","Viruses","Uroviricota","Caudoviricetes","","Assiduviridae","Cebadecemvirus","phi10una"
"2956212","Viruses","Uroviricota","Caudoviricetes","","","Myrnavirus","myrna"
"320122","Viruses","Uroviricota","Caudoviricetes","","","Lubbockvirus","CD119"
"2845188","Viruses","Uroviricota","Caudoviricetes","","","Audreyjarvisvirus","AM1"
"1982305","Viruses","Uroviricota","Caudoviricetes","","","Pahexavirus","SKKY"
"2733591","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Higashivirus","RSB1"
"2733927","Viruses","Uroviricota","Caudoviricetes","","Autographiviridae","Kelmasvirus","RSB2"
"2560409","Viruses","Uroviricota","Caudoviricetes","","","Gofduovirus","GF2"
"1340827","Viruses","Uroviricota","Caudoviricetes","","","Fromanvirus","Mycobacterium phage SarFire"
"1987938","Viruses","Uroviricota","Caudoviricetes","","","Kuravirus","kv1721"
"2560489","Viruses","Uroviricota","Caudoviricetes","","","Britbratvirus","britbrat"
"2844165","Viruses","Uroviricota","Caudoviricetes","","","Henunavirus","SNUABM01"
"2956317","Viruses","Uroviricota","Caudoviricetes","","","Phrappuccinovirus","Phreappuccinovirus Phrappuccino"
"2686228","Viruses","Uroviricota","Caudoviricetes","","","Mementomorivirus","Microbacterium phage Matzah"
"2734217","Viruses","Uroviricota","Caudoviricetes","","","Armstrongvirus","armstrong"
"2560435","Viruses","Uroviricota","Caudoviricetes","","","Risingsunvirus","risingsun"
"2560782","Viruses","Uroviricota","Caudoviricetes","","","Delepquintavirus","DLP5"
"2955764","Viruses","Uroviricota","Caudoviricetes","Kirjokansivirales","Haloferuviridae","Dpdavirus","HRTV29"
"1910935","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Agatevirus","agate"
"345195","Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Chloriridovirus","Invertebrate iridescent virus 9"
"190061","Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Aviadenovirus","Fowl aviadenovirus A"
"72750","Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Crinivirus","Beet pseudoyellows virus"
"179986","Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Perhabdovirus","trutta"
"2486281","Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","","Feline paramyxovirus 163"
"2845576","Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Matruh orthobunyavirus"
"1980427","Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Fimoviridae","Emaravirus","fici"
"10986","Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Phytoreovirus","Rice gall dwarf virus"
"559180","Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Stretch Lagoon orbivirus"
"1431460","Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Hunnivirus","A"
"2107709","Viruses","","","","","Pandoravirus","quercus"
"2955936","Viruses","","Naldaviricetes","Lefavirales","Nudiviridae","Gammanudivirus","camaenasi"
"3047831","Viruses","","Naldaviricetes","Lefavirales","Baculoviridae","Alphabaculovirus","eupseudoconspersae"
"2845000","Viruses","Taleaviricota","Tokiviricetes","Ligamenvirales","Rudiviridae","Icerudivirus","SIRV1"
"2942275","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Rhodococcus","sp. GA1"
"206662","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","sp. FR-008"
"2594460","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","sp. S1A1-8"
"2099583","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","sp. ICC1"
"1265399","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","sp. ID38640"
"1535304","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","sp. OUCMDZ-3434"
"71188","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Pseudanabaenaceae","Limnothrix","rosea"
"2742673","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","sp. RHBSTW-00975"
"2682487","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","sp. SXG-1"
"80852","Bacteria","Pseudomonadota","Gammaproteobacteria","Vibrionales","Vibrionaceae","Aliivibrio","wodanis"
"2895487","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sp. B21-041"
"1566379","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","sp. UASWS1016"
"42862","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","felis"
"2954060","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","endosymbiont (group A) of Sphecodes monilicornis"
"2499159","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae","Silvanigrella","paludirubra"
"573174","Viruses","Uroviricota","Caudoviricetes","","","","Vibrio phage henriette 12B8"
"1647283","Viruses","Uroviricota","Caudoviricetes","","","","Gordonia phage GMA2"
"573173","Viruses","Uroviricota","Caudoviricetes","","","","Vibrio phage helene 12B3"
"2184051","Viruses","Uroviricota","Caudoviricetes","","","","Streptococcus phage VS-2018a"
"2845468","Viruses","Uroviricota","Caudoviricetes","","","Skunavirus","bIBBF12"
"2845455","Viruses","Uroviricota","Caudoviricetes","","","Skunavirus","L6"
"2845180","Viruses","Uroviricota","Caudoviricetes","","","Skunavirus","sv79201"
"2845453","Viruses","Uroviricota","Caudoviricetes","","","Skunavirus","JF1"
"2845434","Viruses","Uroviricota","Caudoviricetes","","","Skunavirus","P4565"
"2845450","Viruses","Uroviricota","Caudoviricetes","","","Skunavirus","B1127"
"287412","Viruses","Uroviricota","Caudoviricetes","","","Skunavirus","Sl4"
"1971429","Viruses","Uroviricota","Caudoviricetes","","","Moineauvirus","Streptococcus phage P7573"
"1971432","Viruses","Uroviricota","Caudoviricetes","","","Moineauvirus","Streptococcus phage P7602"
"2108111","Viruses","Uroviricota","Caudoviricetes","","","Moineauvirus","Streptococcus phage D1811"
"72638","Viruses","Uroviricota","Caudoviricetes","","","Moineauvirus","Sfi19"
"2956051","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Karamvirus","petcm34"
"2955533","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Bragavirus","p43"
"2955704","Viruses","Uroviricota","Caudoviricetes","","Straboviridae","Cinqassovirus","ah1"
"2783674","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","Sedonavirus","Synechococcus phage S-H9-1"
"2588487","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","","Synechococcus phage S-SCSM1"
"929832","Viruses","Uroviricota","Caudoviricetes","","Kyanoviridae","","Cyanophage P-RSM6"
"1924733","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Kayvirus","MCE2014"
"1987728","Viruses","Uroviricota","Caudoviricetes","","Herelleviridae","Wphvirus","megatron"
"306323","Viruses","Uroviricota","Caudoviricetes","","","Brussowvirus","bv2972"
"1922247","Viruses","Uroviricota","Caudoviricetes","","","Sextaecvirus","SEP9"
"2734207","Viruses","Uroviricota","Caudoviricetes","","","Lenusvirus","SAC12"
"2956358","Viruses","Uroviricota","Caudoviricetes","","","Refugevirus","refuge"
"864178","Viruses","Uroviricota","Caudoviricetes","","","","Clostridium phage phiCD6356"
"1147044","Viruses","Uroviricota","Caudoviricetes","","","Dubowvirus","Staphylococcus phage StB27"
"1982246","Viruses","Uroviricota","Caudoviricetes","","","Incheonvirus","P12002S"
"2560802","Viruses","Uroviricota","Caudoviricetes","","","Tijeunavirus","TJE1"
"2169882","Viruses","Uroviricota","Caudoviricetes","","","Erskinevirus","asesino"
"2734153","Viruses","Uroviricota","Caudoviricetes","","","Wellingtonvirus","wellington"
"1981020","Viruses","Uroviricota","Caudoviricetes","","","Cequinquevirus","Ldb"
"1814283","Viruses","Uroviricota","Caudoviricetes","","","Fipvunavirus","Flavobacterium phage Fpv20"
"2845949","Viruses","Uroviricota","Caudoviricetes","","","Shandongvirus","H101"
"2845837","Viruses","Uroviricota","Caudoviricetes","","","Aphroditevirus","PDCC1"
"3050250","Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Lymphocryptovirus","callitrichinegamma3"
"159183","Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Iridoviridae","Lymphocystivirus","Lymphocystis disease virus 2"
"1560514","Viruses","Nucleocytoviricota","Megaviricetes","Pimascovirales","Marseilleviridae","Marseillevirus","Melbournevirus"
"2603316","Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Siadenovirus","Corella adenovirus 1"
"130327","Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Atadenovirus","Ovine atadenovirus D"
"2872567","Viruses","","","","","","Varidnaviria sp."
"2886224","Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","","Xiangshan rhabdo-like virus 1"
"2909205","Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","","Aksy-Durug Melophagus sigmavirus"
"2956480","Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Sunrhavirus","boteke"
"2956003","Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Jeilongvirus","apodemi"
"2956100","Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Lakivirus","lakamhaense"
"1857323","Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Tospoviridae","","Tospovirus kiwifruit/YXW/2014"
"1906673","Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","sp."
"431317","Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Poacevirus","Triticum mosaic virus"
"1923723","Viruses","","","","","","Wuhan insect virus 19"
"1923097","Viruses","","","","","","Hubei picorna-like virus 18"
"1922628","Viruses","","","","","","Beihai picorna-like virus 80"
"935473","Viruses","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Geminiviridae","Begomovirus","Rhynchosia yellow mosaic India virus"
"1385658","Viruses","Phixviricota","Malgrandaviricetes","Petitvirales","Microviridae","","Marine gokushovirus"
"2846590","Viruses","Taleaviricota","Tokiviricetes","Ligamenvirales","Rudiviridae","Usarudivirus","SIRV4"
"1895333","Viruses","Taleaviricota","Tokiviricetes","Ligamenvirales","Rudiviridae","Rudivirus","Sulfolobus islandicus rudivirus 3"
"2576606","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Duncaniella","sp. B8"
"1454066","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","sp. WW92"
"1559","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","tertium"
"2854796","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Rhodococcus","sp. 11-3"
"103808","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Rhodococcus","sp. AD45"
"2609808","Bacteria","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","sp. LBUM 1480"
"54297","Bacteria","Cyanobacteriota","Cyanophyceae","Oscillatoriales","Sirenicapillariaceae","Limnospira","fusiformis"
"2811482","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Oculatellaceae","Thermoleptolyngbya","sp. PKUAC-SCTB121"
"2815206","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","sp. AqSCr"
"2686364","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","sp. PCX"
"2675716","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","sp. WP7-S18-CRE-02"
"2850492","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","cloacae complex sp. ECL78"
