number,value,datetime_start,datetime_complete,duration,params_algorithm,params_filter_criteria,params_filter_threshold,params_k,state
171,0.49900307933197147,2024-12-18 23:48:11.721838,2024-12-18 23:48:11.833075,0 days 00:00:00.111237,kmeans,abundance,1.6,10,COMPLETE
172,0.5179686887507949,2024-12-18 23:48:11.834419,2024-12-18 23:48:11.942349,0 days 00:00:00.107930,kmeans,abundance,1.7000000000000002,10,COMPLETE
173,0.6222038786612942,2024-12-18 23:48:11.943740,2024-12-18 23:48:12.054011,0 days 00:00:00.110271,kmeans,abundance,1.6,10,COMPLETE
174,0.4565984180883103,2024-12-18 23:48:12.055398,2024-12-18 23:48:12.164767,0 days 00:00:00.109369,kmeans,abundance,1.5,3,COMPLETE
175,0.5947730246684132,2024-12-18 23:48:12.166154,2024-12-18 23:48:12.274362,0 days 00:00:00.108208,kmeans,abundance,1.8,10,COMPLETE
176,0.6562512626525038,2024-12-18 23:48:12.275728,2024-12-18 23:48:12.383082,0 days 00:00:00.107354,kmeans,abundance,1.6,10,COMPLETE
177,0.606814101280507,2024-12-18 23:48:12.384445,2024-12-18 23:48:12.496371,0 days 00:00:00.111926,kmeans,abundance,1.6,10,COMPLETE
178,0.5303314336390889,2024-12-18 23:48:12.497734,2024-12-18 23:48:12.607904,0 days 00:00:00.110170,kmeans,abundance,1.5,9,COMPLETE
179,0.5133864018300799,2024-12-18 23:48:12.609278,2024-12-18 23:48:12.723810,0 days 00:00:00.114532,kmeans,abundance,0.8,10,COMPLETE
180,0.5577432834608729,2024-12-18 23:48:12.725195,2024-12-18 23:48:12.837161,0 days 00:00:00.111966,kmeans,abundance,1.4000000000000001,10,COMPLETE
181,0.5761558706351865,2024-12-18 23:48:12.838534,2024-12-18 23:48:12.951987,0 days 00:00:00.113453,kmeans,abundance,1.7000000000000002,10,COMPLETE
182,0.5964049207014498,2024-12-18 23:48:12.953396,2024-12-18 23:48:13.065213,0 days 00:00:00.111817,kmeans,abundance,1.6,10,COMPLETE
183,0.44981124349164664,2024-12-18 23:48:13.066577,2024-12-18 23:48:13.177333,0 days 00:00:00.110756,kmeans,abundance,2.3000000000000003,10,COMPLETE
184,0.5340291552377037,2024-12-18 23:48:13.178628,2024-12-18 23:48:13.288727,0 days 00:00:00.110099,kmeans,abundance,1.6,10,COMPLETE
185,0.5073471045557668,2024-12-18 23:48:13.289980,2024-12-18 23:48:13.397979,0 days 00:00:00.107999,kmeans,abundance,1.7000000000000002,10,COMPLETE
186,0.3931920528702131,2024-12-18 23:48:13.399335,2024-12-18 23:48:13.537762,0 days 00:00:00.138427,kmeans,abundance,0.2,9,COMPLETE
187,0.530530610161835,2024-12-18 23:48:13.539139,2024-12-18 23:48:13.651745,0 days 00:00:00.112606,kmeans,abundance,1.3,10,COMPLETE
188,0.5774559973101675,2024-12-18 23:48:13.653023,2024-12-18 23:48:13.774620,0 days 00:00:00.121597,kmeans,abundance,0.5,9,COMPLETE
189,0.45834280710588554,2024-12-18 23:48:13.775895,2024-12-18 23:48:13.887851,0 days 00:00:00.111956,kmeans,abundance,1.2000000000000002,10,COMPLETE
190,0.5035026230003058,2024-12-18 23:48:13.889125,2024-12-18 23:48:14.001090,0 days 00:00:00.111965,kmeans,abundance,1.5,10,COMPLETE
191,0.6059305860579384,2024-12-18 23:48:14.002453,2024-12-18 23:48:14.114934,0 days 00:00:00.112481,kmeans,abundance,1.8,8,COMPLETE
192,0.5969775373183074,2024-12-18 23:48:14.116306,2024-12-18 23:48:14.230047,0 days 00:00:00.113741,kmeans,abundance,1.7000000000000002,8,COMPLETE
193,0.4302154589546802,2024-12-18 23:48:14.231405,2024-12-18 23:48:14.338918,0 days 00:00:00.107513,kmeans,abundance,1.8,8,COMPLETE
194,0.6200781519923266,2024-12-18 23:48:14.340305,2024-12-18 23:48:14.452176,0 days 00:00:00.111871,kmeans,abundance,1.9000000000000001,7,COMPLETE
195,0.635311521361964,2024-12-18 23:48:14.453548,2024-12-18 23:48:14.566312,0 days 00:00:00.112764,kmeans,abundance,1.7000000000000002,8,COMPLETE
196,0.5895564906127423,2024-12-18 23:48:14.567699,2024-12-18 23:48:14.678899,0 days 00:00:00.111200,kmeans,abundance,1.7000000000000002,9,COMPLETE
197,0.6176379082253811,2024-12-18 23:48:14.680270,2024-12-18 23:48:14.792576,0 days 00:00:00.112306,kmeans,abundance,1.6,8,COMPLETE
198,0.45168463126836694,2024-12-18 23:48:14.793613,2024-12-18 23:48:14.905319,0 days 00:00:00.111706,kmeans,abundance,1.4000000000000001,10,COMPLETE
199,0.5330256906010448,2024-12-18 23:48:14.906677,2024-12-18 23:48:15.019572,0 days 00:00:00.112895,kmeans,abundance,1.7000000000000002,10,COMPLETE
200,0.5524506682522229,2024-12-18 23:48:15.020951,2024-12-18 23:48:15.132102,0 days 00:00:00.111151,kmeans,abundance,1.6,9,COMPLETE
201,0.6100578673034192,2024-12-18 23:48:15.133480,2024-12-18 23:48:15.244670,0 days 00:00:00.111190,kmeans,abundance,1.8,8,COMPLETE
202,0.6152931973440975,2024-12-18 23:48:15.246018,2024-12-18 23:48:15.353196,0 days 00:00:00.107178,kmeans,abundance,1.8,8,COMPLETE
203,0.5529208415964336,2024-12-18 23:48:15.354575,2024-12-18 23:48:15.460521,0 days 00:00:00.105946,kmeans,abundance,2.4000000000000004,8,COMPLETE
204,0.5992821693485889,2024-12-18 23:48:15.461872,2024-12-18 23:48:15.571535,0 days 00:00:00.109663,kmeans,abundance,1.9000000000000001,8,COMPLETE
205,0.6050676650271236,2024-12-18 23:48:15.572780,2024-12-18 23:48:15.683309,0 days 00:00:00.110529,kmeans,abundance,1.7000000000000002,10,COMPLETE
206,0.4886043458955269,2024-12-18 23:48:15.684574,2024-12-18 23:48:15.795370,0 days 00:00:00.110796,kmeans,abundance,1.5,7,COMPLETE
207,0.538929050935231,2024-12-18 23:48:15.796779,2024-12-18 23:48:15.906582,0 days 00:00:00.109803,kmeans,abundance,1.6,8,COMPLETE
208,0.5336413123560553,2024-12-18 23:48:15.908012,2024-12-18 23:48:16.025102,0 days 00:00:00.117090,kmeans,abundance,1.0,10,COMPLETE
209,0.5827525175906841,2024-12-18 23:48:16.026484,2024-12-18 23:48:16.143607,0 days 00:00:00.117123,kmeans,abundance,1.4000000000000001,9,COMPLETE
210,0.5260174145418374,2024-12-18 23:48:16.145022,2024-12-18 23:48:16.258862,0 days 00:00:00.113840,kmeans,abundance,1.5,10,COMPLETE
211,0.5103343888446766,2024-12-18 23:48:16.260249,2024-12-18 23:48:16.369666,0 days 00:00:00.109417,kmeans,abundance,2.4000000000000004,9,COMPLETE
212,0.5202534022628597,2024-12-18 23:48:16.370717,2024-12-18 23:48:16.479597,0 days 00:00:00.108880,kmeans,abundance,2.4000000000000004,9,COMPLETE
213,0.6031590116545869,2024-12-18 23:48:16.480981,2024-12-18 23:48:16.587542,0 days 00:00:00.106561,kmeans,abundance,2.5,9,COMPLETE
214,0.5180661204555007,2024-12-18 23:48:16.588774,2024-12-18 23:48:16.700246,0 days 00:00:00.111472,kmeans,abundance,1.7000000000000002,8,COMPLETE
215,0.5900734961301474,2024-12-18 23:48:16.701529,2024-12-18 23:48:16.808436,0 days 00:00:00.106907,kmeans,abundance,2.5,10,COMPLETE
216,0.6038011301583331,2024-12-18 23:48:16.809807,2024-12-18 23:48:16.919617,0 days 00:00:00.109810,kmeans,abundance,1.6,10,COMPLETE
217,0.5651999546638775,2024-12-18 23:48:16.921021,2024-12-18 23:48:17.032029,0 days 00:00:00.111008,kmeans,abundance,1.8,9,COMPLETE
218,0.5784888807673831,2024-12-18 23:48:17.033407,2024-12-18 23:48:17.144422,0 days 00:00:00.111015,kmeans,abundance,1.5,10,COMPLETE
219,0.29407676399009125,2024-12-18 23:48:17.145815,2024-12-18 23:48:17.269897,0 days 00:00:00.124082,kmeans,abundance,0.4,8,COMPLETE
220,0.5213257835491053,2024-12-18 23:48:17.271276,2024-12-18 23:48:17.382385,0 days 00:00:00.111109,kmeans,abundance,1.3,10,COMPLETE
221,0.5544636832297639,2024-12-18 23:48:17.383764,2024-12-18 23:48:17.495855,0 days 00:00:00.112091,kmeans,abundance,1.6,10,COMPLETE
222,0.4812104065023299,2024-12-18 23:48:17.497264,2024-12-18 23:48:17.611645,0 days 00:00:00.114381,kmeans,abundance,1.6,10,COMPLETE
223,0.5942126311689453,2024-12-18 23:48:17.613046,2024-12-18 23:48:17.728043,0 days 00:00:00.114997,kmeans,abundance,1.7000000000000002,10,COMPLETE
224,0.6247877953908834,2024-12-18 23:48:17.729417,2024-12-18 23:48:17.839504,0 days 00:00:00.110087,kmeans,abundance,2.5,10,COMPLETE
225,0.5172632239465996,2024-12-18 23:48:17.840889,2024-12-18 23:48:17.952002,0 days 00:00:00.111113,kmeans,abundance,2.5,10,COMPLETE
226,0.48432616746643653,2024-12-18 23:48:17.953386,2024-12-18 23:48:18.065768,0 days 00:00:00.112382,kmeans,abundance,2.4000000000000004,6,COMPLETE
227,0.5985697217298743,2024-12-18 23:48:18.067011,2024-12-18 23:48:18.176337,0 days 00:00:00.109326,kmeans,abundance,2.5,10,COMPLETE
228,0.5489544539941057,2024-12-18 23:48:18.177421,2024-12-18 23:48:18.291694,0 days 00:00:00.114273,kmeans,abundance,1.4000000000000001,10,COMPLETE
229,0.5754502049180059,2024-12-18 23:48:18.293092,2024-12-18 23:48:18.402365,0 days 00:00:00.109273,kmeans,abundance,2.4000000000000004,9,COMPLETE
230,0.5955937249505938,2024-12-18 23:48:18.403752,2024-12-18 23:48:18.511694,0 days 00:00:00.107942,kmeans,abundance,2.5,10,COMPLETE
231,0.6209806376665729,2024-12-18 23:48:18.513067,2024-12-18 23:48:18.624842,0 days 00:00:00.111775,kmeans,abundance,1.7000000000000002,10,COMPLETE
232,0.5172628963870719,2024-12-18 23:48:18.626249,2024-12-18 23:48:18.736278,0 days 00:00:00.110029,kmeans,abundance,1.8,10,COMPLETE
233,0.6468529102531771,2024-12-18 23:48:18.737654,2024-12-18 23:48:18.850169,0 days 00:00:00.112515,kmeans,abundance,1.5,10,COMPLETE
234,0.458037552087518,2024-12-18 23:48:18.851568,2024-12-18 23:48:18.964590,0 days 00:00:00.113022,kmeans,abundance,1.5,10,COMPLETE
235,0.5252741352817966,2024-12-18 23:48:18.965954,2024-12-18 23:48:19.079868,0 days 00:00:00.113914,kmeans,abundance,1.4000000000000001,10,COMPLETE
236,0.5260241417642904,2024-12-18 23:48:19.081090,2024-12-18 23:48:19.197425,0 days 00:00:00.116335,kmeans,abundance,1.1,10,COMPLETE
237,0.09745658064374725,2024-12-18 23:48:19.198656,2024-12-18 23:48:20.012713,0 days 00:00:00.814057,kmeans,abundance,0.0,9,COMPLETE
238,0.4600979203537119,2024-12-18 23:48:20.014120,2024-12-18 23:48:20.135071,0 days 00:00:00.120951,kmeans,abundance,1.3,8,COMPLETE
239,0.6124079672372104,2024-12-18 23:48:20.136460,2024-12-18 23:48:20.249314,0 days 00:00:00.112854,kmeans,abundance,1.5,10,COMPLETE
240,0.6500841278564036,2024-12-18 23:48:20.250651,2024-12-18 23:48:20.361591,0 days 00:00:00.110940,kmeans,abundance,1.7000000000000002,10,COMPLETE
241,0.6419430614080889,2024-12-18 23:48:20.362932,2024-12-18 23:48:20.472077,0 days 00:00:00.109145,kmeans,abundance,1.7000000000000002,10,COMPLETE
242,0.5201911011505609,2024-12-18 23:48:20.473462,2024-12-18 23:48:20.584565,0 days 00:00:00.111103,kmeans,abundance,1.7000000000000002,10,COMPLETE
243,0.5261989563056193,2024-12-18 23:48:20.585930,2024-12-18 23:48:20.696246,0 days 00:00:00.110316,kmeans,abundance,1.7000000000000002,10,COMPLETE
244,0.5421423058775746,2024-12-18 23:48:20.697543,2024-12-18 23:48:20.813574,0 days 00:00:00.116031,kmeans,abundance,1.8,10,COMPLETE
245,0.6244085274166927,2024-12-18 23:48:20.814933,2024-12-18 23:48:20.928689,0 days 00:00:00.113756,kmeans,abundance,1.7000000000000002,10,COMPLETE
246,0.5892968438667784,2024-12-18 23:48:20.930090,2024-12-18 23:48:21.044515,0 days 00:00:00.114425,kmeans,abundance,1.6,10,COMPLETE
247,0.5726392868161495,2024-12-18 23:48:21.045581,2024-12-18 23:48:21.161714,0 days 00:00:00.116133,kmeans,abundance,1.7000000000000002,10,COMPLETE
248,0.5490996403585537,2024-12-18 23:48:21.162795,2024-12-18 23:48:21.273490,0 days 00:00:00.110695,kmeans,abundance,1.6,10,COMPLETE
249,0.5580475314360512,2024-12-18 23:48:21.274880,2024-12-18 23:48:21.384199,0 days 00:00:00.109319,kmeans,abundance,1.7000000000000002,10,COMPLETE
250,0.5835299129191863,2024-12-18 23:48:21.385603,2024-12-18 23:48:21.499302,0 days 00:00:00.113699,kmeans,abundance,1.6,10,COMPLETE
251,0.47925681740996234,2024-12-18 23:48:21.500684,2024-12-18 23:48:21.614248,0 days 00:00:00.113564,kmeans,abundance,1.5,10,COMPLETE
252,0.5262419334077552,2024-12-18 23:48:21.615637,2024-12-18 23:48:21.726161,0 days 00:00:00.110524,kmeans,abundance,1.7000000000000002,10,COMPLETE
253,0.47061082431392703,2024-12-18 23:48:21.727537,2024-12-18 23:48:21.844376,0 days 00:00:00.116839,kmeans,abundance,0.9,10,COMPLETE
254,0.5357539010045028,2024-12-18 23:48:21.845680,2024-12-18 23:48:21.958894,0 days 00:00:00.113214,kmeans,abundance,1.6,10,COMPLETE
255,0.5451725048428245,2024-12-18 23:48:21.960288,2024-12-18 23:48:22.069799,0 days 00:00:00.109511,kmeans,abundance,2.2,10,COMPLETE
256,0.5679374556433661,2024-12-18 23:48:22.071213,2024-12-18 23:48:22.202829,0 days 00:00:00.131616,kmeans,abundance,0.30000000000000004,10,COMPLETE
257,0.5911396784588973,2024-12-18 23:48:22.204018,2024-12-18 23:48:22.316447,0 days 00:00:00.112429,kmeans,abundance,1.4000000000000001,10,COMPLETE
258,0.5816339813858074,2024-12-18 23:48:22.317826,2024-12-18 23:48:22.432341,0 days 00:00:00.114515,kmeans,abundance,1.8,10,COMPLETE
259,0.5466437080309011,2024-12-18 23:48:22.433744,2024-12-18 23:48:22.545029,0 days 00:00:00.111285,kmeans,abundance,1.7000000000000002,10,COMPLETE
260,0.5585022337615086,2024-12-18 23:48:22.546444,2024-12-18 23:48:22.659155,0 days 00:00:00.112711,kmeans,abundance,1.7000000000000002,10,COMPLETE
261,0.5940379554457886,2024-12-18 23:48:22.660452,2024-12-18 23:48:22.776350,0 days 00:00:00.115898,kmeans,abundance,1.5,10,COMPLETE
262,0.548801584455031,2024-12-18 23:48:22.777752,2024-12-18 23:48:22.889224,0 days 00:00:00.111472,kmeans,abundance,1.6,10,COMPLETE
263,0.536346237923504,2024-12-18 23:48:22.890640,2024-12-18 23:48:23.002485,0 days 00:00:00.111845,kmeans,abundance,1.8,10,COMPLETE
264,0.5109086787697782,2024-12-18 23:48:23.003871,2024-12-18 23:48:23.116431,0 days 00:00:00.112560,kmeans,abundance,1.5,10,COMPLETE
265,0.5277649580994364,2024-12-18 23:48:23.117834,2024-12-18 23:48:23.235719,0 days 00:00:00.117885,kmeans,abundance,1.3,10,COMPLETE
266,0.623525865830592,2024-12-18 23:48:23.237125,2024-12-18 23:48:23.351752,0 days 00:00:00.114627,kmeans,abundance,1.4000000000000001,10,COMPLETE
267,0.5315218420166373,2024-12-18 23:48:23.353137,2024-12-18 23:48:23.466838,0 days 00:00:00.113701,kmeans,abundance,1.3,10,COMPLETE
268,0.6566717759105815,2024-12-18 23:48:23.468225,2024-12-18 23:48:23.580737,0 days 00:00:00.112512,kmeans,abundance,1.4000000000000001,10,COMPLETE
269,0.5208495115652924,2024-12-18 23:48:23.582151,2024-12-18 23:48:23.694776,0 days 00:00:00.112625,kmeans,abundance,1.4000000000000001,7,COMPLETE
270,0.5645667095147323,2024-12-18 23:48:23.696172,2024-12-18 23:48:23.817045,0 days 00:00:00.120873,kmeans,abundance,0.7000000000000001,10,COMPLETE
271,0.5306989099734113,2024-12-18 23:48:23.818446,2024-12-18 23:48:23.934245,0 days 00:00:00.115799,kmeans,abundance,1.2000000000000002,9,COMPLETE
272,0.49336345584951097,2024-12-18 23:48:23.935638,2024-12-18 23:48:24.052875,0 days 00:00:00.117237,kmeans,abundance,1.4000000000000001,10,COMPLETE
273,0.5365951519105324,2024-12-18 23:48:24.053874,2024-12-18 23:48:24.167950,0 days 00:00:00.114076,kmeans,abundance,1.5,10,COMPLETE
274,0.5776469971287758,2024-12-18 23:48:24.168925,2024-12-18 23:48:24.286895,0 days 00:00:00.117970,kmeans,abundance,1.4000000000000001,10,COMPLETE
275,0.6117136374898058,2024-12-18 23:48:24.288302,2024-12-18 23:48:24.401495,0 days 00:00:00.113193,kmeans,abundance,1.6,9,COMPLETE
276,0.5837218371402311,2024-12-18 23:48:24.402880,2024-12-18 23:48:24.517342,0 days 00:00:00.114462,kmeans,abundance,1.5,10,COMPLETE
277,0.5770055504641354,2024-12-18 23:48:24.518736,2024-12-18 23:48:24.641202,0 days 00:00:00.122466,kmeans,abundance,0.6000000000000001,10,COMPLETE
278,0.5244398129450105,2024-12-18 23:48:24.642659,2024-12-18 23:48:24.753297,0 days 00:00:00.110638,kmeans,abundance,1.7000000000000002,10,COMPLETE
279,0.5801847890975745,2024-12-18 23:48:24.754659,2024-12-18 23:48:24.869182,0 days 00:00:00.114523,kmeans,abundance,1.4000000000000001,7,COMPLETE
280,0.5254035676326588,2024-12-18 23:48:24.870571,2024-12-18 23:48:24.983070,0 days 00:00:00.112499,kmeans,abundance,1.6,9,COMPLETE
281,0.39829043210508774,2024-12-18 23:48:24.984468,2024-12-18 23:48:25.096550,0 days 00:00:00.112082,kmeans,abundance,1.5,10,COMPLETE
282,0.5632756841637399,2024-12-18 23:48:25.097961,2024-12-18 23:48:25.208851,0 days 00:00:00.110890,kmeans,abundance,2.3000000000000003,9,COMPLETE
283,0.30181703741977106,2024-12-18 23:48:25.210217,2024-12-18 23:48:25.382038,0 days 00:00:00.171821,kmeans,abundance,0.1,10,COMPLETE
284,0.5356681596758791,2024-12-18 23:48:25.383368,2024-12-18 23:48:25.496242,0 days 00:00:00.112874,kmeans,abundance,1.8,6,COMPLETE
285,0.5435320536102731,2024-12-18 23:48:25.497656,2024-12-18 23:48:25.615899,0 days 00:00:00.118243,kmeans,abundance,1.3,10,COMPLETE
286,0.5640029700239915,2024-12-18 23:48:25.616923,2024-12-18 23:48:25.729801,0 days 00:00:00.112878,kmeans,abundance,1.6,10,COMPLETE
287,0.5471141781519002,2024-12-18 23:48:25.731228,2024-12-18 23:48:25.847782,0 days 00:00:00.116554,kmeans,abundance,1.5,10,COMPLETE
288,0.5315280787164202,2024-12-18 23:48:25.849060,2024-12-18 23:48:25.962009,0 days 00:00:00.112949,kmeans,abundance,1.9000000000000001,9,COMPLETE
289,0.5967356672631798,2024-12-18 23:48:25.963311,2024-12-18 23:48:26.076706,0 days 00:00:00.113395,kmeans,abundance,1.7000000000000002,10,COMPLETE
290,0.5560421807751985,2024-12-18 23:48:26.078126,2024-12-18 23:48:26.196888,0 days 00:00:00.118762,kmeans,abundance,1.0,6,COMPLETE
291,0.5016396518008351,2024-12-18 23:48:26.198252,2024-12-18 23:48:26.309992,0 days 00:00:00.111740,kmeans,abundance,1.8,10,COMPLETE
292,0.6005069640213896,2024-12-18 23:48:26.311410,2024-12-18 23:48:26.421453,0 days 00:00:00.110043,kmeans,abundance,2.1,10,COMPLETE
293,0.5819046779199742,2024-12-18 23:48:26.422859,2024-12-18 23:48:26.535362,0 days 00:00:00.112503,kmeans,abundance,1.4000000000000001,10,COMPLETE
294,0.553507504174044,2024-12-18 23:48:26.536777,2024-12-18 23:48:26.655106,0 days 00:00:00.118329,kmeans,abundance,0.8,9,COMPLETE
295,0.5711803389492799,2024-12-18 23:48:26.656368,2024-12-18 23:48:26.768350,0 days 00:00:00.111982,kmeans,abundance,1.7000000000000002,8,COMPLETE
296,0.5737368813102545,2024-12-18 23:48:26.769666,2024-12-18 23:48:26.883272,0 days 00:00:00.113606,kmeans,abundance,1.5,10,COMPLETE
297,0.5370087931399516,2024-12-18 23:48:26.884575,2024-12-18 23:48:27.002089,0 days 00:00:00.117514,kmeans,abundance,1.6,10,COMPLETE
298,0.5476044788883004,2024-12-18 23:48:27.003477,2024-12-18 23:48:27.121224,0 days 00:00:00.117747,kmeans,abundance,1.3,4,COMPLETE
299,0.4319508026887111,2024-12-18 23:48:27.122545,2024-12-18 23:48:27.242311,0 days 00:00:00.119766,kmeans,abundance,1.1,10,COMPLETE
300,0.5196917101824418,2024-12-18 23:48:27.243630,2024-12-18 23:48:27.357657,0 days 00:00:00.114027,kmeans,abundance,1.6,9,COMPLETE
301,0.5052420429874321,2024-12-18 23:48:27.359055,2024-12-18 23:48:27.476401,0 days 00:00:00.117346,kmeans,abundance,1.2000000000000002,8,COMPLETE
302,0.6192254871366579,2024-12-18 23:48:27.477463,2024-12-18 23:48:27.590603,0 days 00:00:00.113140,kmeans,abundance,1.7000000000000002,10,COMPLETE
303,0.5861724487685387,2024-12-18 23:48:27.592014,2024-12-18 23:48:27.703506,0 days 00:00:00.111492,kmeans,abundance,1.8,10,COMPLETE
304,0.5997364362861474,2024-12-18 23:48:27.704897,2024-12-18 23:48:27.818774,0 days 00:00:00.113877,kmeans,abundance,1.4000000000000001,2,COMPLETE
305,0.538679991837039,2024-12-18 23:48:27.820188,2024-12-18 23:48:27.938231,0 days 00:00:00.118043,kmeans,abundance,1.5,7,COMPLETE
306,0.52898331440133,2024-12-18 23:48:27.939930,2024-12-18 23:48:28.080917,0 days 00:00:00.140987,kmeans,abundance,1.6,10,COMPLETE
307,0.5233232334054317,2024-12-18 23:48:28.082343,2024-12-18 23:48:28.199579,0 days 00:00:00.117236,kmeans,abundance,1.7000000000000002,10,COMPLETE
308,0.577583431554963,2024-12-18 23:48:28.200996,2024-12-18 23:48:28.312719,0 days 00:00:00.111723,kmeans,abundance,1.5,9,COMPLETE
309,0.5448992437022725,2024-12-18 23:48:28.314137,2024-12-18 23:48:28.432552,0 days 00:00:00.118415,kmeans,abundance,1.0,10,COMPLETE
310,0.5437598669323981,2024-12-18 23:48:28.433945,2024-12-18 23:48:28.549094,0 days 00:00:00.115149,kmeans,abundance,1.4000000000000001,10,COMPLETE
311,0.527006930252494,2024-12-18 23:48:28.550518,2024-12-18 23:48:28.664051,0 days 00:00:00.113533,kmeans,abundance,1.7000000000000002,10,COMPLETE
312,0.4752789275309928,2024-12-18 23:48:28.665470,2024-12-18 23:48:28.785792,0 days 00:00:00.120322,kmeans,abundance,1.3,10,COMPLETE
313,0.595539779825482,2024-12-18 23:48:28.786825,2024-12-18 23:48:28.901421,0 days 00:00:00.114596,kmeans,abundance,1.6,8,COMPLETE
314,0.5651063550375538,2024-12-18 23:48:28.902851,2024-12-18 23:48:29.021064,0 days 00:00:00.118213,kmeans,abundance,1.8,9,COMPLETE
315,0.516376607238947,2024-12-18 23:48:29.022169,2024-12-18 23:48:29.144759,0 days 00:00:00.122590,kmeans,abundance,0.9,5,COMPLETE
316,0.5903366123972191,2024-12-18 23:48:29.146100,2024-12-18 23:48:29.261391,0 days 00:00:00.115291,kmeans,abundance,1.5,10,COMPLETE
317,0.5803132708963098,2024-12-18 23:48:29.262698,2024-12-18 23:48:29.374648,0 days 00:00:00.111950,kmeans,abundance,1.7000000000000002,9,COMPLETE
318,0.5503344703624474,2024-12-18 23:48:29.376072,2024-12-18 23:48:29.490507,0 days 00:00:00.114435,kmeans,abundance,1.6,10,COMPLETE
319,0.5958670457847881,2024-12-18 23:48:29.491918,2024-12-18 23:48:29.605605,0 days 00:00:00.113687,kmeans,abundance,1.9000000000000001,10,COMPLETE
320,0.6279187787678122,2024-12-18 23:48:29.606954,2024-12-18 23:48:29.724419,0 days 00:00:00.117465,kmeans,abundance,1.3,10,COMPLETE
321,0.6424395825718058,2024-12-18 23:48:29.725822,2024-12-18 23:48:29.843153,0 days 00:00:00.117331,kmeans,abundance,1.2000000000000002,8,COMPLETE
322,0.580871545085429,2024-12-18 23:48:29.844584,2024-12-18 23:48:29.961629,0 days 00:00:00.117045,kmeans,abundance,1.2000000000000002,8,COMPLETE
323,0.643745869477201,2024-12-18 23:48:29.962957,2024-12-18 23:48:30.081312,0 days 00:00:00.118355,kmeans,abundance,1.1,8,COMPLETE
324,0.5672587997053598,2024-12-18 23:48:30.082624,2024-12-18 23:48:30.202422,0 days 00:00:00.119798,kmeans,abundance,1.2000000000000002,8,COMPLETE
325,0.599084331757702,2024-12-18 23:48:30.203854,2024-12-18 23:48:30.321874,0 days 00:00:00.118020,kmeans,abundance,1.2000000000000002,8,COMPLETE
326,0.45856692413174827,2024-12-18 23:48:30.322949,2024-12-18 23:48:30.441683,0 days 00:00:00.118734,kmeans,abundance,1.1,8,COMPLETE
327,0.5929449086556978,2024-12-18 23:48:30.443102,2024-12-18 23:48:30.566822,0 days 00:00:00.123720,kmeans,abundance,1.1,8,COMPLETE
328,0.5019333216561056,2024-12-18 23:48:30.568315,2024-12-18 23:48:30.687125,0 days 00:00:00.118810,kmeans,abundance,1.1,8,COMPLETE
329,0.416741494321498,2024-12-18 23:48:30.688305,2024-12-18 23:48:30.805456,0 days 00:00:00.117151,kmeans,abundance,1.2000000000000002,8,COMPLETE
330,0.5009115512220629,2024-12-18 23:48:30.806882,2024-12-18 23:48:30.920540,0 days 00:00:00.113658,kmeans,abundance,1.3,8,COMPLETE
331,0.4845541291284101,2024-12-18 23:48:30.921937,2024-12-18 23:48:31.048418,0 days 00:00:00.126481,kmeans,abundance,0.5,8,COMPLETE
332,0.5072700975994027,2024-12-18 23:48:31.049801,2024-12-18 23:48:31.166100,0 days 00:00:00.116299,kmeans,abundance,1.3,8,COMPLETE
333,0.5476071890284174,2024-12-18 23:48:31.167531,2024-12-18 23:48:31.286168,0 days 00:00:00.118637,kmeans,abundance,1.1,9,COMPLETE
334,0.5721393894231132,2024-12-18 23:48:31.287599,2024-12-18 23:48:31.403477,0 days 00:00:00.115878,kmeans,abundance,1.2000000000000002,7,COMPLETE
335,0.59019535751026,2024-12-18 23:48:31.404903,2024-12-18 23:48:31.522936,0 days 00:00:00.118033,kmeans,abundance,1.1,8,COMPLETE
336,0.5272412226450979,2024-12-18 23:48:31.524345,2024-12-18 23:48:31.640501,0 days 00:00:00.116156,kmeans,abundance,1.3,7,COMPLETE
337,0.49919216686733187,2024-12-18 23:48:31.641563,2024-12-18 23:48:31.759200,0 days 00:00:00.117637,kmeans,abundance,1.0,9,COMPLETE
338,0.5280534215128727,2024-12-18 23:48:31.760627,2024-12-18 23:48:31.877338,0 days 00:00:00.116711,kmeans,abundance,1.4000000000000001,8,COMPLETE
339,0.605005819163261,2024-12-18 23:48:31.878682,2024-12-18 23:48:31.999499,0 days 00:00:00.120817,kmeans,abundance,1.2000000000000002,9,COMPLETE
340,0.6910540537007489,2024-12-18 23:48:32.000799,2024-12-18 23:48:32.117321,0 days 00:00:00.116522,kmeans,abundance,1.4000000000000001,8,COMPLETE
341,0.5482255116315057,2024-12-18 23:48:32.118753,2024-12-18 23:48:32.240651,0 days 00:00:00.121898,kmeans,abundance,1.3,8,COMPLETE
342,0.5301852977772344,2024-12-18 23:48:32.242086,2024-12-18 23:48:32.357070,0 days 00:00:00.114984,kmeans,abundance,1.4000000000000001,8,COMPLETE
343,0.6059740837328699,2024-12-18 23:48:32.358486,2024-12-18 23:48:32.474933,0 days 00:00:00.116447,kmeans,abundance,1.4000000000000001,9,COMPLETE
344,0.551858149802689,2024-12-18 23:48:32.476373,2024-12-18 23:48:32.594086,0 days 00:00:00.117713,kmeans,abundance,1.3,8,COMPLETE
