,Bacteroides,Bifidobacterium,Phocaeicola,Fusicatenibacter,Roseburia,Hominilimicola,Blautia,Faecalibacterium,Ruminococcus,Anaerostipes,Collinsella,Agathobacter,Faecalibacillus,Dorea,Simiaoa,Hominenteromicrobium,Mediterraneibacter,Waltera,Candidatus Cibionibacter,Streptococcus,Escherichia,Coprococcus,Clostridium,Agathobaculum,Anaerobutyricum,Anaerotignum,Phascolarctobacterium,Eubacterium,Lentihominibacter,Gallintestinimicrobium,Dysosmobacter,Lachnospira,Haemophilus,Intestinibacter,Prevotella,Segatella,GGB4585,Holdemanella,Catenibacterium,Paratractidigestivibacter,Anthropogastromicrobium,Oscillibacter,Oliverpabstia,Pseudoflavonifractor,Vescimonas,Leyella,GGB9730,GGB51647,GGB4604,GGB9642,GGB9715,GGB9627,GGB81330,GGB9634,Ellagibacter,GGB4552,Romboutsia,Slackia,GGB3256,GGB4642,Senegalimassilia,GGB9760,GGB9766,GGB49409,Faecalicatena,GGB9708,GGB9758,GGB9790,GGB3304,GGB9759,Brotocaccenecus,Methanobrevibacter,GGB3653,Kineothrix,otros
37035_1#31,0.16280013333333335,2.1161801333333337,2.6348501333333334,3.4122101333333337,31.567530133333335,0.7245901333333332,0.8403901333333333,20.358350133333335,2.8860601333333338,0.22144013333333323,0.10234013333333333,9.708210133333333,0.5666001333333333,0.10015013333333322,0.0019401333333333333,0.019690133333333235,1.2730701333333332,1.2632201333333333,1.7989001333333332,0.04675013333333333,0.017460133333333332,0.6667601333333333,1.6777501333333331,0.32857013333333335,0.04828013333333333,0.010680133333333234,0.5085501333333333,0.48022013333333335,4.013333333333333e-05,1.8616201333333333,4.013333333333333e-05,2.5492901333333338,0.08103013333333332,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,0.36392013333333334,4.013333333333333e-05,0.030220133333333333,4.013333333333333e-05,0.07585013333333324,4.013333333333333e-05,0.12830013333333334,0.9474601333333333,0.31869013333333335,4.013333333333333e-05,0.20485013333333335,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,0.08812013333333334,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,0.023890133333333334,4.013333333333333e-05,4.013333333333333e-05,0.17695013333333334,4.013333333333333e-05,0.2798101333333333,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,9.325170133333359
37035_1#32,1.0461197333333334,0.47621973333333334,0.1547297333333333,0.13041973333333332,3.015619733333333,0.02632973333333333,0.34499973333333334,12.537659733333333,2.5342397333333335,5.9733333333333326e-05,0.10721973333333323,4.800119733333333,5.9733333333333326e-05,0.5055797333333333,0.28671973333333334,0.08045973333333334,0.8481197333333332,0.5274897333333333,0.2348797333333333,5.9733333333333326e-05,0.048059733333333333,1.4393397333333333,1.3457197333333335,0.19592973333333333,0.021529733333333332,0.11894973333333334,0.012889733333333334,0.06903973333333334,5.9733333333333326e-05,0.14239973333333322,0.19969973333333332,1.3160897333333335,0.025409733333333233,5.9733333333333326e-05,0.7096097333333333,13.615339733333332,0.25794973333333326,0.12161973333333334,1.5534897333333335,5.9733333333333326e-05,5.9733333333333326e-05,1.4273997333333335,0.01644973333333333,0.07925973333333333,0.42808973333333333,5.9733333333333326e-05,0.17083973333333333,2.2093197333333334,5.9733333333333326e-05,0.03744973333333333,1.5993597333333336,0.0025197333333333333,0.21834973333333332,1.8572697333333335,0.12025973333333334,0.16325973333333332,5.9733333333333326e-05,0.025839733333333333,1.5855497333333335,0.3076897333333333,5.9733333333333326e-05,0.20579973333333332,0.04133973333333333,0.026949733333333333,0.10030973333333335,2.3307297333333334,0.06817973333333334,0.0026997333333333333,0.9791997333333333,0.011849733333333234,0.5202297333333332,0.18711973333333332,0.006019733333333333,0.26015973333333325,36.15985973333332
37035_1#3,8.354102266666667,0.17069226666666668,0.04301226666666667,0.06716226666666657,0.19486226666666667,0.03644226666666667,0.5941222666666667,3.3450822666666666,3.762952266666667,5.226666666666666e-05,0.06892226666666666,7.105862266666667,5.226666666666666e-05,1.7860522666666667,0.8455722666666666,0.30520226666666667,5.4708022666666665,0.0014122666666666667,0.39816226666666665,0.033552266666666566,0.8082722666666666,3.0082522666666667,0.12101226666666666,1.8622722666666667,0.04254226666666667,0.6854322666666667,0.03946226666666667,0.11521226666666666,0.23740226666666667,5.226666666666666e-05,0.025312266666666666,0.05822226666666667,0.003972266666666667,5.226666666666666e-05,5.226666666666666e-05,1.6323722666666667,0.16917226666666668,4.380192266666667,5.226666666666666e-05,5.226666666666666e-05,0.04716226666666667,2.6263422666666667,0.16789226666666668,0.011522266666666666,1.4340322666666667,5.226666666666666e-05,0.18382226666666668,5.226666666666666e-05,5.226666666666666e-05,0.26134226666666666,5.500062266666667,1.3329122666666666,0.005512266666666567,10.834012266666667,5.226666666666666e-05,0.1257722666666667,0.008902266666666667,5.226666666666666e-05,0.6472622666666666,5.226666666666666e-05,0.10099226666666666,0.04904226666666667,0.04225226666666667,0.019512266666666667,0.05107226666666657,1.4142422666666667,5.226666666666666e-05,0.10928226666666666,5.226666666666666e-05,5.226666666666666e-05,5.226666666666666e-05,5.226666666666666e-05,0.19642226666666668,5.226666666666666e-05,29.05656226666668
37035_1#4,5.4133333333333326e-05,0.004724133333333333,5.4133333333333326e-05,0.7421541333333334,5.4133333333333326e-05,5.4133333333333326e-05,1.698194133333333,0.06346413333333333,0.8521741333333334,0.0025341333333333336,0.6585041333333334,0.03670413333333323,0.06211413333333333,0.5517841333333333,5.4133333333333326e-05,0.13663413333333332,0.19669413333333333,5.4133333333333326e-05,0.43313413333333334,10.557474133333333,1.8405841333333333,0.0035641333333333333,6.0726841333333335,5.4133333333333326e-05,0.24177413333333334,0.06262413333333333,5.4133333333333326e-05,1.2030841333333333,0.27064413333333337,5.4133333333333326e-05,0.0005441333333333333,0.009044133333333234,0.007484133333333333,0.06548413333333333,0.019554133333333334,0.45307413333333324,0.03768413333333333,1.0629641333333333,1.3029141333333332,0.34109413333333327,5.4133333333333326e-05,0.07832413333333323,0.04770413333333333,0.015414133333333333,0.028084133333333334,0.027364133333333335,0.5972141333333334,0.004914133333333233,5.4133333333333326e-05,0.023524133333333332,0.15897413333333332,5.4133333333333326e-05,0.011784133333333334,5.4133333333333326e-05,0.6708641333333334,5.4133333333333326e-05,0.08647413333333333,0.07043413333333333,0.15967413333333333,0.8938441333333333,0.11433413333333332,0.44868413333333335,0.23643413333333332,0.022754133333333332,5.4133333333333326e-05,0.009494133333333333,0.12533413333333332,0.35278413333333336,0.7082641333333334,0.29753413333333334,5.4133333333333326e-05,0.8787041333333334,5.4133333333333326e-05,0.03349413333333333,64.90558413333332
37035_1#5,5.319999999999999e-05,3.7683132,5.319999999999999e-05,3.3708132,0.6774032,0.0118832,3.9152032,1.0015931999999999,1.6335131999999999,5.319999999999999e-05,2.2073732,1.8836032,0.2860032,1.3103732,0.0351432,5.319999999999999e-05,1.6411132,5.319999999999999e-05,0.6444732,0.1635132,0.16002319999999998,1.4484531999999999,2.8029232,5.319999999999999e-05,0.22463319999999998,0.0257932,5.319999999999999e-05,0.0042932,0.0899832,0.0286832,5.319999999999999e-05,0.0721532,5.319999999999999e-05,0.3341132,0.24367319999999998,3.6235332,5.319999999999999e-05,11.944453200000002,6.9407832,1.0170432,0.0836631999999999,0.0103232,0.0639532,0.0684032,0.0032532,0.25739319999999993,2.1214032,0.7046131999999999,0.6150632,0.0511032,0.0629432,5.319999999999999e-05,0.0249232,0.1157232,1.6648832,5.319999999999999e-05,1.1380032,0.4384231999999999,0.0063832,0.9447831999999999,0.17451319999999998,0.39309320000000003,0.0798832,0.0373232,5.319999999999999e-05,5.319999999999999e-05,0.0909432,0.2240031999999999,5.319999999999999e-05,0.1571532,5.319999999999999e-05,5.319999999999999e-05,0.021383199999999998,5.319999999999999e-05,38.93465319999999
37035_1#6,4.573333333333333e-05,4.573333333333333e-05,4.573333333333333e-05,1.4605057333333333,0.13201573333333333,0.008065733333333333,4.902295733333333,0.02289573333333333,0.5332357333333334,0.19595573333333333,2.520075733333333,0.8074257333333333,5.5656957333333335,1.2464357333333331,0.15725573333333334,0.01882573333333333,1.2904657333333331,0.0008757333333333333,0.5020057333333333,1.3069657333333333,23.843985733333334,0.9522657333333333,0.6319957333333334,4.573333333333333e-05,0.37781573333333335,0.09986573333333323,4.573333333333333e-05,0.02563573333333333,4.573333333333333e-05,0.0015357333333333332,4.573333333333333e-05,4.573333333333333e-05,4.573333333333333e-05,0.0029557333333333335,0.21640573333333335,2.029855733333333,4.573333333333333e-05,10.704325733333333,0.07543573333333334,0.4766457333333333,0.014815733333333334,4.573333333333333e-05,0.20130573333333335,4.573333333333333e-05,4.573333333333333e-05,0.11244573333333334,0.7348057333333333,4.573333333333333e-05,0.014675733333333333,4.573333333333333e-05,0.01796573333333333,0.0015357333333333332,4.573333333333333e-05,4.573333333333333e-05,1.0937257333333332,0.12049573333333334,0.42173573333333336,0.10835573333333323,4.573333333333333e-05,0.8603857333333333,0.36425573333333333,0.11345573333333334,4.573333333333333e-05,0.01914573333333333,0.00046573333333333334,4.573333333333333e-05,4.573333333333333e-05,0.12133573333333333,4.573333333333333e-05,0.06829573333333334,4.573333333333333e-05,4.573333333333333e-05,4.573333333333333e-05,4.573333333333333e-05,35.499885733333365
37035_1#7,4.8533333333333325e-05,1.2219785333333333,4.8533333333333325e-05,0.12839853333333334,0.16973853333333333,0.09763853333333333,1.0945985333333332,0.08859853333333334,0.5089685333333333,4.8533333333333325e-05,1.4289285333333333,0.15716853333333333,0.08001853333333334,0.4594485333333333,0.06394853333333334,4.8533333333333325e-05,0.10205853333333324,4.8533333333333325e-05,1.4850885333333332,21.023908533333334,0.16522853333333334,0.14504853333333334,5.348038533333334,4.8533333333333325e-05,0.22118853333333333,0.006088533333333333,4.8533333333333325e-05,4.8533333333333325e-05,0.026108533333333333,4.8533333333333325e-05,4.8533333333333325e-05,0.0006585333333332333,0.13766853333333334,0.20174853333333334,4.8533333333333325e-05,1.7566785333333332,0.042538533333333337,3.4431185333333336,1.3275385333333334,2.4413685333333337,0.004688533333333333,4.8533333333333325e-05,0.18578853333333334,4.8533333333333325e-05,4.8533333333333325e-05,0.026418533333333234,0.2848185333333333,4.8533333333333325e-05,0.04134853333333333,4.8533333333333325e-05,0.0035985333333333333,4.8533333333333325e-05,4.8533333333333325e-05,4.8533333333333325e-05,3.8318285333333337,0.020578533333333333,0.5683985333333333,0.16742853333333332,0.04224853333333334,0.13367853333333335,0.3372685333333333,0.17521853333333334,0.012368533333333334,0.002218533333333333,4.8533333333333325e-05,4.8533333333333325e-05,0.006128533333333333,0.20710853333333334,4.8533333333333325e-05,0.028158533333333333,4.8533333333333325e-05,0.43355853333333333,0.0002585333333333333,0.0041685333333333335,50.108098533333305
37035_1#8,5.599999999999999e-05,5.599999999999999e-05,5.599999999999999e-05,0.055616,3.002916,5.599999999999999e-05,0.5189460000000001,6.3738660000000005,17.683546,5.599999999999999e-05,0.042346,2.6725459999999996,0.047206,0.16787600000000003,0.090486,0.013536,0.232016,0.0862759999999999,0.054556,2.904176,0.011786,0.5164660000000001,1.002636,0.17492600000000003,0.035666,0.042106,0.12516599999999992,0.3531959999999999,0.010536,0.155946,0.0920759999999999,0.081576,1.0554860000000001,5.599999999999999e-05,0.666626,20.173606,1.322426,0.299326,0.12627600000000003,5.599999999999999e-05,0.112876,1.227416,0.015436,0.217896,0.15782600000000002,1.048596,0.033816,5.599999999999999e-05,5.599999999999999e-05,0.24213600000000002,0.053046,5.599999999999999e-05,0.081436,1.410016,0.004226,0.039356,0.17935600000000002,0.090306,0.098136,1.100376,0.44634599999999997,0.0062159999999998996,0.009886,5.599999999999999e-05,5.599999999999999e-05,0.342126,0.004376,5.599999999999999e-05,0.001206,5.599999999999999e-05,0.002216,0.031976,5.599999999999999e-05,0.046446,32.80437599999998
37035_1#9,4.1066666666666664e-05,2.1181010666666666,4.1066666666666664e-05,0.05011106666666666,0.14822106666666665,4.1066666666666664e-05,6.1507510666666665,0.2518810666666666,0.5757410666666667,0.6030710666666667,3.462221066666667,0.025881066666666664,0.10455106666666657,1.6076610666666666,4.1066666666666664e-05,4.1066666666666664e-05,0.14271106666666666,4.1066666666666664e-05,0.13888106666666655,21.98502106666667,0.004481066666666667,0.15787106666666667,4.1066666666666664e-05,4.1066666666666664e-05,0.4215110666666666,0.34315106666666667,4.1066666666666664e-05,0.3897410666666667,0.4669610666666666,4.1066666666666664e-05,0.0030110666666665667,4.1066666666666664e-05,0.06166106666666656,0.0036510666666665667,4.1066666666666664e-05,0.6667110666666667,0.07493106666666667,3.454031066666667,11.053281066666667,0.6412510666666668,4.1066666666666664e-05,4.1066666666666664e-05,0.06562106666666667,4.1066666666666664e-05,4.1066666666666664e-05,4.1066666666666664e-05,0.11810106666666667,4.1066666666666664e-05,0.10594106666666667,0.015331066666666567,0.008381066666666567,4.1066666666666664e-05,4.1066666666666664e-05,0.06476106666666667,3.1314010666666667,4.1066666666666664e-05,4.1066666666666664e-05,0.3345210666666667,0.09170106666666657,5.820541066666666,1.0720710666666666,0.22813106666666666,0.0064910666666666665,4.1066666666666664e-05,4.1066666666666664e-05,4.1066666666666664e-05,4.1066666666666664e-05,0.2633410666666667,4.1066666666666664e-05,0.19160106666666665,4.1066666666666664e-05,4.1066666666666664e-05,4.1066666666666664e-05,4.1066666666666664e-05,33.37374106666667
37035_2#10,3.9048632,0.0401031999999999,3.2484132,0.0750632,2.9222932,1.0340432,0.8203532,7.319773199999999,5.7547732,0.1702032,0.056193200000000006,2.1396232,5.319999999999999e-05,0.8501932,12.0194632,0.0998332,0.5623231999999999,0.4004632,0.4318032,0.18417319999999998,5.319999999999999e-05,1.0374932,1.6568032000000001,0.0070332,0.0070832,0.17557319999999998,1.0672332,0.2372832,5.319999999999999e-05,0.0661332,1.1414631999999998,1.7515931999999999,0.0663232,5.319999999999999e-05,3.3395632,15.026063200000001,5.319999999999999e-05,0.6033731999999999,0.12708319999999998,5.319999999999999e-05,0.21919319999999998,1.7114032000000001,0.1020132,5.319999999999999e-05,0.3570832,5.319999999999999e-05,0.0020032,5.319999999999999e-05,5.319999999999999e-05,0.0075032,0.6154132,0.3924232,0.0104032,1.4791732,5.319999999999999e-05,5.319999999999999e-05,0.0209832,5.319999999999999e-05,5.319999999999999e-05,5.319999999999999e-05,5.319999999999999e-05,0.1021032,0.0043832,0.0024432,0.2821132,0.1314631999999999,0.0608232,0.0266532,0.1551532,5.319999999999999e-05,0.7743932,5.319999999999999e-05,0.14332319999999998,0.5525332,24.50201320000002
37035_2#11,4.154323333333333,0.43071333333333334,6.570913333333333,2.333333333333333e-05,1.9505333333333332,0.32520333333333334,0.5207933333333333,17.571903333333335,6.515693333333333,0.18846333333333323,0.12870333333333334,2.333333333333333e-05,0.6164933333333333,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,1.4089733333333334,2.333333333333333e-05,2.333333333333333e-05,0.009653333333333333,0.015633333333333332,0.029173333333333332,2.4502833333333336,0.056813333333333334,0.05114333333333333,0.38037333333333334,2.333333333333333e-05,0.40836333333333336,2.333333333333333e-05,2.333333333333333e-05,1.0184933333333333,19.356853333333333,0.007843333333333332,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,0.013663333333333333,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,2.333333333333333e-05,35.817833333333326
37035_2#12,0.4306688,0.22551880000000002,0.5985588,0.7586388000000001,4.9285388,0.7561588,1.3403988,10.0935488,2.5335788,0.0064987999999999,0.13562880000000002,6.1759588,0.6931388,1.2376487999999999,0.0625688,0.1506488,0.8150388000000001,0.9506488,0.2320488,0.0035488,0.0021088,1.7917087999999999,4.3836888,0.0796388,0.053578799999999996,0.0238288,0.1794688,1.9419288,5.879999999999999e-05,0.3196388,0.2079088,2.3391188,0.0148588,0.0106288,5.879999999999999e-05,1.4068787999999999,2.6052288,5.879999999999999e-05,5.879999999999999e-05,5.879999999999999e-05,0.13725880000000001,0.9459188000000001,0.0149987999999999,5.2416788,0.0979488,5.879999999999999e-05,0.5994688,5.879999999999999e-05,0.0856188,0.018778800000000002,0.8456888,0.044758799999999994,0.2359188,1.8816688,5.879999999999999e-05,0.7607488,0.0443188,5.879999999999999e-05,5.879999999999999e-05,0.1021188,5.879999999999999e-05,0.2197987999999999,0.0362088,0.0182688,0.6727588,0.9363888,1.2682388,0.0142087999999999,0.5290488000000001,0.0704988,0.6817188000000001,5.879999999999999e-05,0.0267988,0.0168087999999999,36.96245879999999
37035_2#13,2.5636264,0.0700664,4.954996400000001,0.0223263999999999,4.5845264,0.32949639999999997,0.0764664,5.7434764,3.64e-05,3.64e-05,0.0035764,1.7169063999999998,0.0186664,0.0080264,3.64e-05,0.0493563999999999,0.1151564,0.30650639999999996,0.0226964,0.0257363999999999,0.0106164,0.035376399999999995,0.35656639999999995,0.0071464,3.64e-05,0.3664363999999999,0.1747864,3.64e-05,3.64e-05,0.0145764,0.1561964,1.6873964,0.0510864,3.64e-05,3.64e-05,62.4921864,3.64e-05,0.1963164,3.64e-05,3.64e-05,0.1770864,0.8931964,3.64e-05,0.0033164,0.42145639999999995,3.64e-05,0.0239664,3.64e-05,3.64e-05,3.64e-05,0.1658064,3.64e-05,3.64e-05,3.64e-05,0.0039464,3.64e-05,0.0016363999999999001,3.64e-05,0.10351640000000001,3.64e-05,3.64e-05,3.64e-05,3.64e-05,3.64e-05,3.64e-05,3.64e-05,3.64e-05,3.64e-05,3.64e-05,3.64e-05,3.64e-05,3.64e-05,3.64e-05,3.64e-05,12.04446639999998
37035_2#14,0.883436,5.599999999999999e-05,0.019506,0.226216,0.9063460000000001,0.044816,0.6201760000000001,2.5977859999999997,4.501526,0.252156,0.16165600000000002,0.00019600000000000002,0.014886,0.319996,1.5911760000000001,0.041946,0.024926,0.1052459999999999,0.032056,5.599999999999999e-05,0.000346,0.6350060000000001,0.283286,0.7159460000000001,0.070706,0.024626,0.838766,0.070646,0.011826,0.004996,0.817246,0.47276599999999996,5.599999999999999e-05,5.599999999999999e-05,0.42591599999999996,3.204116,0.040566,0.061956,5.599999999999999e-05,5.599999999999999e-05,0.0033859999999999997,2.6222559999999997,5.599999999999999e-05,0.3438059999999999,0.463816,0.9832460000000001,0.018096,5.599999999999999e-05,5.599999999999999e-05,0.017136,0.5080460000000001,5.599999999999999e-05,0.027116,5.8449160000000004,5.599999999999999e-05,5.599999999999999e-05,5.599999999999999e-05,0.027866,0.255116,0.06282599999999999,0.046746,0.108836,5.599999999999999e-05,0.004386,0.058606,1.7090560000000001,0.119096,5.599999999999999e-05,1.502286,0.022116,0.509916,0.229526,0.7098660000000001,2.027676,61.75065600000001
37035_2#15,34.233782,1.294652,3.911432,3.487852,2.815522,0.40352200000000005,0.995362,10.866932,0.702932,0.32481200000000005,4.199999999999999e-05,4.039502,0.563502,1.029292,4.199999999999999e-05,0.201922,2.2366620000000004,0.083782,0.204452,0.0045619999999998995,0.0141319999999999,0.609702,0.8631019999999999,0.197572,0.0338619999999999,4.199999999999999e-05,0.987572,0.4816619999999999,0.0058119999999999995,0.057262,0.524732,1.017622,4.199999999999999e-05,4.199999999999999e-05,0.0031619999999999,4.199999999999999e-05,3.593432,4.199999999999999e-05,4.199999999999999e-05,4.199999999999999e-05,0.31715200000000004,0.620672,0.225092,4.199999999999999e-05,0.6641320000000001,4.199999999999999e-05,4.199999999999999e-05,4.199999999999999e-05,1.3500420000000002,4.199999999999999e-05,1.2938120000000002,0.4207619999999999,4.199999999999999e-05,1.723692,4.199999999999999e-05,4.199999999999999e-05,4.199999999999999e-05,4.199999999999999e-05,4.199999999999999e-05,4.199999999999999e-05,4.199999999999999e-05,4.199999999999999e-05,0.041932,0.003062,4.199999999999999e-05,0.8546119999999999,0.009062,4.199999999999999e-05,4.199999999999999e-05,4.199999999999999e-05,4.199999999999999e-05,4.199999999999999e-05,0.013611999999999999,4.199999999999999e-05,16.671002000000016
37035_2#16,2.2381401333333337,0.2652101333333333,3.4211201333333334,1.797080133333333,6.351600133333333,0.029840133333333234,0.3914901333333333,13.079640133333333,5.545950133333333,0.030690133333333234,0.15576013333333336,16.480320133333336,0.10993013333333324,0.25087013333333336,4.013333333333333e-05,0.30688013333333336,3.5955101333333337,0.6686501333333333,4.013333333333333e-05,0.026030133333333334,4.013333333333333e-05,0.23364013333333333,2.627860133333334,0.018930133333333335,0.004390133333333334,0.08878013333333333,1.3371901333333334,1.1623601333333333,0.012680133333333234,0.44269013333333335,0.18854013333333333,4.203850133333334,0.16012013333333333,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,0.41823013333333336,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,0.48858013333333333,0.027660133333333333,0.0043401333333333335,0.20426013333333334,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,0.6025701333333333,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,0.04654013333333333,4.013333333333333e-05,3.0462101333333336,4.013333333333333e-05,4.013333333333333e-05,0.04331013333333333,4.013333333333333e-05,4.013333333333333e-05,0.03846013333333323,4.013333333333333e-05,2.2693901333333337,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,4.013333333333333e-05,0.011900133333333333,4.013333333333333e-05,27.571520133333323
37035_2#17,3.6533813333333334,0.5980113333333335,2.5488113333333335,0.35430133333333325,6.1271613333333335,0.22464133333333333,0.6677713333333334,6.523411333333334,5.882751333333333,0.04522133333333323,0.08663133333333334,6.0883313333333335,0.24943133333333334,0.17813133333333334,2.4845713333333337,0.021261333333333333,0.8847713333333334,0.9136113333333334,0.8490913333333334,0.04315133333333333,0.03923133333333333,2.0507713333333335,2.3933113333333336,0.040441333333333336,0.008581333333333333,0.6159813333333334,0.17256133333333323,0.4330313333333333,5.1333333333333325e-05,0.054661333333333235,0.6272413333333334,1.9585613333333334,0.06449133333333333,5.1333333333333325e-05,3.6471313333333333,5.1333333333333325e-05,0.2596313333333333,5.1333333333333325e-05,5.1333333333333325e-05,5.1333333333333325e-05,0.18549133333333323,0.43782133333333323,0.015751333333333332,5.1333333333333325e-05,0.027131333333333334,5.1333333333333325e-05,5.1333333333333325e-05,5.1333333333333325e-05,0.05973133333333333,5.1333333333333325e-05,0.23561133333333334,0.09474133333333333,0.20316133333333333,1.0014913333333333,5.1333333333333325e-05,0.21279133333333333,0.0006713333333333334,5.1333333333333325e-05,0.0023313333333333333,5.1333333333333325e-05,5.1333333333333325e-05,0.08185133333333333,5.1333333333333325e-05,5.1333333333333325e-05,0.08716133333333333,0.3410413333333333,0.7938413333333334,5.1333333333333325e-05,0.24129133333333333,5.1333333333333325e-05,0.9302513333333334,5.1333333333333325e-05,0.04051133333333333,0.18718133333333334,44.02904133333333
37035_2#18,8.1735348,0.0964448,16.4234548,1.1543548,0.9964848000000001,0.0790748,0.6129548,16.0964248,9.6906348,4.48e-05,0.0440748,4.0973648,0.23142479999999999,0.3093648,2.5990048,0.1565648,1.6389247999999998,0.5340148,0.2829348,4.48e-05,0.1328347999999999,0.4615348,1.1174848,0.009194800000000001,4.48e-05,0.16803479999999998,1.6577648,0.2875948,4.48e-05,0.12643479999999999,0.5570248000000001,0.5270548,4.48e-05,4.48e-05,4.48e-05,4.48e-05,0.2835148,0.16592479999999998,4.48e-05,4.48e-05,0.3295748,1.4164248,0.0852748,4.48e-05,0.1500748,4.48e-05,0.1708047999999999,2.0638348,0.1396548,4.48e-05,0.2023748,0.1032148,4.48e-05,1.0927048,4.48e-05,1.6976048,0.0005048,4.48e-05,4.48e-05,4.48e-05,4.48e-05,0.0097748,4.48e-05,4.48e-05,0.1064648,0.1796948,0.1919748,4.48e-05,4.48e-05,0.1593548,4.48e-05,4.48e-05,4.48e-05,4.48e-05,23.188044800000007
37035_2#19,25.916469866666667,2.9866666666666663e-05,7.834439866666667,0.6124698666666667,12.391779866666665,0.12639986666666667,0.7403698666666667,10.594499866666666,4.193939866666668,0.15785986666666668,2.9866666666666663e-05,2.9866666666666663e-05,0.2577598666666666,0.27159986666666663,2.9866666666666663e-05,2.9866666666666663e-05,2.9927498666666668,0.05437986666666667,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,0.9170898666666667,1.0121198666666666,0.05083986666666667,0.012259866666666668,0.5242898666666667,0.9040598666666667,1.0143598666666667,0.005129866666666667,2.2772098666666665,0.7303198666666667,0.23094986666666667,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,0.10556986666666666,2.9866666666666663e-05,0.16524986666666666,0.019419866666666567,0.8666598666666667,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,0.2629798666666666,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,1.7528998666666669,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,2.9866666666666663e-05,0.007159866666666666,2.9866666666666663e-05,22.995429866666687
