,Feature,Importance,Specie,abundance
1965,2672569,0.0,Microlunatus sp. Gsoil 973,2698.0
1966,630515,0.0,Microlunatus soli,3452.0
1967,2596828,0.0,Microlunatus elymi,2575.0
1968,29405,0.0,Microlunatus phosphovorus,2541.0
1969,1871034,0.0,Vaginimicrobium propionicum,4953.0
1970,1547448,0.0,Arachnia rubra,13354.0
1971,2760308,0.0,Propioniciclava sp. MC1595,6417.0
1973,675864,0.0,Auraticoccus monumenti,3360.0
1974,2592334,0.0,Nocardioides sp. JQ2195,2872.0
1975,2582905,0.0,Nocardioides sp. S-1144,3054.0
1976,2763008,0.0,Nocardioides sp. zg-1228,3292.0
1977,2714939,0.0,Nocardioides sp. HDW12B,3642.0
1978,2840457,0.0,Nocardioides sp. LMS-CY,3065.0
1980,3043848,0.0,Nocardioides sp. L-11A,2781.0
1981,2760705,0.0,Nocardioides sp. InS609-2,1978.0
1982,2662361,0.0,Nocardioides sp. dk884,2354.0
1983,2486272,0.0,Nocardioides sp. WS12,2505.0
1985,196162,0.0,Nocardioides sp. JS614,3433.0
1986,110319,0.0,Nocardioides sp. CF8,2035.0
1987,2017486,0.0,Nocardioides sp. S5,4361.0
1988,2931390,0.0,Nocardioides sp. W7,2575.0
1989,2917724,0.0,Nocardioides sp. TF02-7,2858.0
1990,2895565,0.0,Nocardioides sp. B-3,1834.0
1991,3044187,0.0,Nocardioides sp. QY071,4016.0
1992,2898796,0.0,Nocardioides sp. cx-173,2731.0
1993,2736757,0.0,Nocardioides campestrisoli,2811.0
1994,200618,0.0,Nocardioides aromaticivorans,4379.0
1995,2803858,0.0,Nocardioides faecalis,2987.0
1996,449461,0.0,Nocardioides humi,2951.0
1997,2663857,0.0,Nocardioides marmotae,2936.0
1998,2849501,0.0,Nocardioides panacis,3147.0
1999,2760089,0.0,Nocardioides dongkuii,2952.0
2000,2712223,0.0,Nocardioides anomalus,3249.0
2001,2045452,0.0,Nocardioides houyundeii,1589.0
2002,2500546,0.0,Nocardioides yefusunii,2417.0
2003,1643322,0.0,Nocardioides ungokensis,2795.0
2004,2558918,0.0,Nocardioides cynanchi,3418.0
2005,2483798,0.0,Nocardioides pantholopis,2292.0
2006,2685869,0.0,Nocardioides ochotonae,1659.0
2007,402297,0.0,Nocardioides daphniae,2285.0
2008,1774216,0.0,Nocardioides rotundus,2286.0
2009,160826,0.0,Nocardioides aquaticus,2303.0
2010,2894081,0.0,Nocardioides okcheonensis,3254.0
2011,419476,0.0,Nocardioides marinisabuli,2492.0
2012,433659,0.0,Nocardioides mesophilus,2575.0
2013,450734,0.0,Nocardioides dokdonensis,2131.0
2014,2714938,0.0,Nocardioides piscis,1942.0
2015,1804624,0.0,Nocardioides baekrokdamisoli,979.0
2016,2518370,0.0,Nocardioides euryhalodurans,1744.0
2017,627624,0.0,Nocardioides panacisoli,2053.0
2018,2589074,0.0,Nocardioides sambongensis,1593.0
2019,2968086,0.0,Aeromicrobium sp. zg.Y50,2390.0
2020,1736306,0.0,Aeromicrobium sp. Leaf245,2467.0
2021,2969247,0.0,Aeromicrobium sp. zg.Y1379,2090.0
2022,3009077,0.0,Aeromicrobium sp. HA,2357.0
2023,2107713,0.0,Aeromicrobium sp. A1-2,1671.0
2024,2041,0.0,Aeromicrobium erythreum,3274.0
2025,2662028,0.0,Aeromicrobium yanjiei,1643.0
2026,1736691,0.0,Aeromicrobium choanae,2728.0
2027,2079793,0.0,Aeromicrobium chenweiae,2438.0
2028,219314,0.0,Aeromicrobium marinum,1650.0
2029,2908642,0.0,Solicola gregarius,3762.0
2032,75385,0.0,Micropruina glycogenica,3222.0
2035,182640,0.0,Kribbella flavida,2983.0
2037,1544730,0.0,Kribbella qitaiheensis,3149.0
2039,2742131,0.0,Amycolatopsis sp. Hca4,4119.0
2040,2914159,0.0,Amycolatopsis sp. FU40,2933.0
2041,2861750,0.0,Amycolatopsis sp. TNS106,2811.0
2042,1911175,0.0,Amycolatopsis sp. BJA-103,2077.0
2043,2919322,0.0,Amycolatopsis sp. EV170708-02-1,2069.0
2044,2995223,0.0,Amycolatopsis sp. HUAS 11-8,3045.0
2046,3034022,0.0,Amycolatopsis sp. QT-25,1521.0
2047,2865832,0.0,Amycolatopsis sp. DSM 110486,4539.0
2049,1896961,0.0,Amycolatopsis sp. AA4,2718.0
2050,2745196,0.0,Amycolatopsis sp. CA-230715,3118.0
2051,2778070,0.0,Amycolatopsis sp. FDAARGOS 1241,3762.0
2052,1814,0.0,Amycolatopsis methanolica,3295.0
2053,2842453,0.0,Amycolatopsis aidingensis,3165.0
2054,1804986,0.0,Amycolatopsis albispora,4264.0
2055,218821,0.0,Amycolatopsis pretoriensis,3946.0
2056,715473,0.0,Amycolatopsis acidiphila,4854.0
2057,208439,0.0,Amycolatopsis japonica,1424.0
2058,129921,0.0,Amycolatopsis keratiniphila,3981.0
2059,33910,0.0,Amycolatopsis mediterranei,4656.0
2060,700274,0.0,Amycolatopsis roodepoortensis,2378.0
2061,944492,0.0,Amycolatopsis thermalba,3228.0
2062,31958,0.0,Amycolatopsis orientalis,2679.0
2064,103731,0.0,Saccharothrix espanaensis,4635.0
2065,2781735,0.0,Saccharothrix sp. 6-C,5070.0
2066,33914,0.0,Saccharopolyspora gregorii,3609.0
2067,60894,0.0,Saccharopolyspora spinosa,1757.0
2068,524884,0.0,Saccharopolyspora rosea,4435.0
2069,1836,0.0,Saccharopolyspora erythraea,6081.0
2070,455344,0.0,Saccharopolyspora gloriosae,2531.0
2071,333966,0.0,Saccharopolyspora pogona,2540.0
2072,2719023,0.0,Saccharopolyspora sp. ASAGF58,2314.0
2073,445576,0.0,Pseudonocardia sp. AL041005-10,3321.0
2074,1690815,0.0,Pseudonocardia sp. HH130630-07,3506.0
2076,1641402,0.0,Pseudonocardia sp. HH130629-09,2742.0
2077,2736640,0.0,Pseudonocardia broussonetiae,5691.0
2078,2074,0.0,Pseudonocardia autotrophica,4011.0
2079,2792008,0.0,Pseudonocardia abyssalis,2576.0
2082,211114,0.0,Allokutzneria albata,7615.0
2084,2802641,0.0,Kutzneria sp. CA-103260,6177.0
2085,1483604,0.0,Kutzneria chonburiensis,5658.0
2086,1470176,0.0,Actinoalloteichus hoggarensis,3154.0
2087,340345,0.0,Actinoalloteichus hymeniacidonis,2213.0
2088,75294,0.0,Saccharomonospora xinjiangensis,1889.0
2090,40989,0.0,Saccharomonospora cyanea,2385.0
2091,1852,0.0,Saccharomonospora viridis,1546.0
2094,2951806,0.0,Lentzea sp. HUAS12,3946.0
2095,1586287,0.0,Lentzea guizhouensis,3431.0
2096,530584,0.0,Prauserella marina,2099.0
2097,1653480,0.0,Alloactinosynnema sp. L-07,2771.0
2098,860235,0.0,Kibdelosporangium phytohabitans,5690.0
2099,2981138,0.0,Crossiella sp. CA-258035,4302.0
2100,2665642,0.0,Allosaccharopolyspora coralli,1898.0
2102,3015163,0.0,Micromonospora sp. WMMA1947,2290.0
2103,2201999,0.0,Micromonospora sp. B006,1640.0
2104,3015167,0.0,Micromonospora sp. WMMA1998,1007.0
2105,3016091,0.0,Micromonospora sp. WMMD964,1186.0
2107,2039870,0.0,Micromonospora sp. WMMA2032,2113.0
2108,3016097,0.0,Micromonospora sp. WMMD714,1251.0
2109,3014995,0.0,Micromonospora sp. WMMA1976,1979.0
2110,3015151,0.0,Micromonospora sp. WMMD882,2466.0
2111,3016087,0.0,Micromonospora sp. WMMD975,2028.0
2112,3016103,0.0,Micromonospora sp. WMMD1076,2290.0
2113,3018339,0.0,Micromonospora sp. LH3U1,2181.0
2114,2742132,0.0,Micromonospora Verrucosispora sp. NA02020,2065.0
2115,3016419,0.0,Micromonospora Verrucosispora sp. WMMA2044,1254.0
2116,3015149,0.0,Micromonospora Verrucosispora sp. WMMD573,1251.0
2117,3016096,0.0,Micromonospora sp. WMMD712,3201.0
2118,3016094,0.0,Micromonospora sp. WMMD1155,1305.0
2119,3016093,0.0,Micromonospora Verrucosispora sp. WMMD1129,1636.0
2120,3016092,0.0,Micromonospora sp. WMMD998,2148.0
2121,3015152,0.0,Micromonospora sp. WMMD812,2047.0
2122,1877,0.0,Micromonospora echinospora,3510.0
2123,261654,0.0,Micromonospora auratinigra,4036.0
2124,1881,0.0,Micromonospora viridifaciens,3421.0
2125,2749844,0.0,Micromonospora ferruginea,2746.0
2126,299152,0.0,Micromonospora siamensis,2375.0
2127,47865,0.0,Micromonospora inositola,1625.0
2128,285665,0.0,Micromonospora coriariae,1884.0
2129,1914461,0.0,Micromonospora terminaliae,2440.0
2131,356852,0.0,Micromonospora coxensis,2244.0
2132,47858,0.0,Micromonospora echinofusca,2456.0
2133,47857,0.0,Micromonospora echinaurantiaca,2174.0
2134,479978,0.0,Micromonospora tulbaghiae,2874.0
2135,356851,0.0,Micromonospora chokoriensis,1630.0
2136,515350,0.0,Micromonospora endophytica,2127.0
2137,47872,0.0,Micromonospora purpureochromogenes,1866.0
2138,47875,0.0,Micromonospora sagamiensis,1906.0
2139,47853,0.0,Micromonospora carbonacea,1094.0
2140,291594,0.0,Micromonospora rifamycinica,1035.0
2141,299146,0.0,Micromonospora narathiwatensis,1637.0
2142,709883,0.0,Micromonospora zamorensis,1961.0
2143,1003110,0.0,Micromonospora maris,1727.0
2144,47850,0.0,Micromonospora aurantiaca,6038.0
2145,1874,0.0,Micromonospora chalcea,2534.0
2146,649831,0.0,Actinoplanes sp. N902-109,4989.0
2147,2836373,0.0,Actinoplanes sp. L3-i22,8978.0
2148,946334,0.0,Actinoplanes sp. OR16,4471.0
2149,122358,0.0,Actinoplanes ianthinogenes,6579.0
2150,196914,0.0,Actinoplanes friuliensis,4138.0
2151,113562,0.0,Actinoplanes derwentensis,4335.0
2153,1866,0.0,Actinoplanes missouriensis,4099.0
2154,2906497,0.0,Actinoplanes hotanensis,52.0
2156,53362,0.0,Dactylosporangium vinaceum,3697.0
2157,53359,0.0,Dactylosporangium fulvum,3399.0
2158,47989,0.0,Dactylosporangium roseum,2284.0
2159,53360,0.0,Dactylosporangium matsuzakiense,4400.0
2160,1076124,0.0,Phytohabitans flavus,3450.0
2162,2728827,0.0,Catellatospora sp. IY07-71,5004.0
2163,3016090,0.0,Solwaraspora sp. WMMD937,2764.0
2164,3016086,0.0,Solwaraspora sp. WMMD791,3065.0
2165,2024580,0.0,Plantactinospora sp. KBS50,4950.0
2166,2071627,0.0,Plantactinospora sp. BB1,1599.0
2167,390989,0.0,Actinocatenispora sera,3108.0
2168,227318,0.0,Actinocatenispora thailandica,3365.0
2169,56438,0.0,Couchioplanes caeruleus,4592.0
2170,2811111,0.0,Natronosporangium hydrolyticum,3026.0
2171,338584,0.0,Polymorphospora rubra,2189.0
2172,168695,0.0,Salinispora tropica,1567.0
2173,2219224,0.0,Nonomuraea phyllanthi,6915.0
2174,404386,0.0,Nonomuraea coxensis,5108.0
2175,93944,0.0,Nonomuraea gerenzanensis,7422.0
2176,1909395,0.0,Nonomuraea sp. ATCC 55076,6346.0
2178,2202249,0.0,Streptosporangium sp. 'caverna',4801.0
2179,2006,0.0,Thermobispora bispora,3035.0
2180,280236,0.0,Nocardiopsis gilva,4045.0
2181,2014,0.0,Nocardiopsis dassonvillei,6362.0
2182,163604,0.0,Nocardiopsis exhalans,3325.0
2183,53437,0.0,Nocardiopsis alba,2673.0
2184,2831968,0.0,Nocardiopsis akebiae,5294.0
2185,2021,0.0,Thermobifida fusca,2715.0
2187,483545,0.0,Thermobifida halotolerans,2142.0
2188,1323731,0.0,Streptomonospora nanhaiensis,3379.0
2189,2820884,0.0,Spiractinospora alimapuensis,2467.0
2192,2591108,0.0,Actinomadura sp. WMMA1423,3350.0
2193,46165,0.0,Actinomadura verrucosospora,6706.0
2196,1411117,0.0,Thermomonospora amylolytica,5003.0
2197,2020,0.0,Thermomonospora curvata,3922.0
2198,1884914,0.0,Candidatus Planktophila dulcis,4463.0
2199,1884905,0.0,Candidatus Planktophila versatilis,2981.0
2201,573600,0.0,Candidatus Planktophila limnetica,896.0
2202,1884907,0.0,Candidatus Planktophila vernalis,1643.0
2203,1884916,0.0,Candidatus Nanopelagicus abundans,2412.0
2204,710111,0.0,Frankia sp. QA3,3303.0
2205,1858,0.0,Frankia sp. ArI3,2106.0
2206,106370,0.0,Frankia casuarinae,2173.0
2207,1859,0.0,Frankia alni,2988.0
2208,2716812,0.0,Protofrankia Candidatus Protofrankia datiscae,4080.0
2209,298654,0.0,Pseudofrankia inefficax,4651.0
2211,1090615,0.0,Nakamurella panacisegetis,1849.0
2212,1902245,0.0,Nakamurella antarctica,2636.0
2213,2762325,0.0,Nakamurella sp. PAMC28650,2419.0
2214,2944128,0.0,Jatrophihabitans sp. SB3-54,3734.0
2215,1907575,0.0,Jatrophihabitans sp. GAS493,2153.0
2216,2038343,0.0,Jatrophihabitans telluris,1637.0
2217,2851567,0.0,Modestobacter sp. L9-4,3846.0
2218,477641,0.0,Modestobacter marinus,3214.0
2219,1861,0.0,Geodermatophilus obscurus,3386.0
2220,2933797,0.0,Blastococcus sp. PRF04-17,3465.0
2221,138336,0.0,Blastococcus saxobsidens,2980.0
2222,419479,0.0,Jiangella alkaliphila,5342.0
2224,304895,0.0,Catenulispora acidiphila,4880.0
2225,283811,0.0,Stackebrandtia nassauensis,5139.0
2226,2811108,0.0,Natronoglycomyces albus,1671.0
2227,1891644,0.0,Epidermidibacterium keratini,4093.0
2228,28049,0.0,Acidothermus cellulolyticus,1438.0
2231,2844380,0.0,Collinsella sp. zg1085,11954.0
2232,33871,0.0,Coriobacterium glomerans,30339.0
2233,1382,0.0,Lancefieldella parvula,36394.0
2234,3022127,0.0,Lancefieldella sp. Marseille-Q7238,26244.0
2235,712157,0.0,Atopobium sp. oral taxon 416,45539.0
2236,2894156,0.0,Leptogranulimonas caecicola,46309.0
2237,84163,0.0,Cryptobacterium curtum,14473.0
2239,2812560,0.0,Conexibacter sp. SYSU D00693,5717.0
2240,2937801,0.0,Conexibacter sp. DBS9H8,2772.0
2241,191495,0.0,Conexibacter woesei,5595.0
2242,2884022,0.0,Capillimicrobium parvum,4616.0
2243,2949664,0.0,Paraconexibacter antarcticus,4543.0
2244,2843216,0.0,Miltoncostaea oceani,3723.0
2245,2843215,0.0,Miltoncostaea marina,3845.0
2248,49319,0.0,Rubrobacter xylanophilus,6791.0
2249,2653851,0.0,Rubrobacter tropicus,3753.0
2250,42256,0.0,Rubrobacter radiotolerans,2833.0
2251,2051957,0.0,Rubrobacter indicoceani,2340.0
2252,496014,0.0,Baekduia soli,4680.0
2253,2997333,0.0,Baekduia sp. 0141_2,4611.0
2255,2722752,0.0,Iamia sp. SCSIO 61187,3508.0
2257,2849779,0.0,Aquihabitans sp. G128,4014.0
2258,2789776,0.0,Actinomarinicola tropica,3039.0
2259,467094,0.0,Ilumatobacter coccineus,3325.0
2260,53635,0.0,Acidimicrobium ferrooxidans,1825.0
2261,1608957,0.0,Euzebya pacifica,4961.0
2262,1670830,0.0,Egicoccus halophilus,2692.0
2263,1670831,0.0,Egibacter rhizosphaerae,2905.0
2264,1442551,0.0,Synechococcus sp. BMK-MC-1,1607.0
2265,321327,0.0,Synechococcus sp. JA-3-3Ab,3397.0
2266,2936507,0.0,Synechococcus sp. A10-1-5-1,1360.0
2267,1442555,0.0,Synechococcus sp. NOUM97013,1067.0
2268,2789857,0.0,Synechococcus sp. CBW1107,2411.0
2269,2511069,0.0,Synechococcus sp. RSCCF101,2182.0
2270,195250,0.0,Synechococcus sp. PCC 7336,2637.0
2271,1442554,0.0,Synechococcus sp. MEDNS5,1440.0
2272,1827144,0.0,Synechococcus sp. NIES-970,1563.0
2273,1442557,0.0,Synechococcus sp. ROS8604,1375.0
2274,1173263,0.0,Synechococcus sp. PCC 7502,1944.0
2276,585425,0.0,Synechococcus sp. KORDI-52,772.0
2277,2751171,0.0,Synechococcus sp. HK01-R,1526.0
2278,1400865,0.0,Synechococcus sp. BIOS-U3-1,981.0
2279,1353147,0.0,Synechococcus sp. CBW1108,1717.0
2280,1442556,0.0,Synechococcus sp. PROS-7-1,844.0
2281,221341,0.0,Synechococcus sp. Minos11,1392.0
2282,316279,0.0,Synechococcus sp. CC9902,857.0
2283,585423,0.0,Synechococcus sp. KORDI-49,858.0
2284,1050657,0.0,Synechococcus sp. A15-62,1485.0
2285,1280380,0.0,Synechococcus sp. KORDI-100,878.0
2286,1353136,0.0,Synechococcus sp. CBW1004,3533.0
2287,221350,0.0,Synechococcus sp. RS9907,643.0
2288,1442558,0.0,Synechococcus sp. TAK9802,645.0
2289,1400864,0.0,Synechococcus sp. BIOS-E4-1,1229.0
2290,221352,0.0,Synechococcus sp. RS9909,834.0
2291,1353138,0.0,Synechococcus sp. CBW1006,1323.0
2292,2907159,0.0,Synechococcus sp. NB0720_010,1468.0
2293,59932,0.0,Synechococcus sp. WH 8101,1527.0
2294,1968775,0.0,Synechococcus sp. PROS-9-1,832.0
2295,232348,0.0,Synechococcus sp. CB0101,2354.0
2296,1050624,0.0,Synechococcus sp. A15-127,787.0
2297,1050714,0.0,Synechococcus sp. SYN20,570.0
2298,2741953,0.0,Synechococcus sp. LA31,1628.0
2299,64471,0.0,Synechococcus sp. CC9311,457.0
2300,1400866,0.0,Synechococcus sp. PROS-U-1,1662.0
2301,1442553,0.0,Synechococcus sp. M16.1,764.0
2302,166309,0.0,Synechococcus sp. MIT S9220,784.0
2303,110662,0.0,Synechococcus sp. CC9605,936.0
2304,32046,0.0,Synechococcus elongatus,3238.0
2305,1219,0.0,Prochlorococcus marinus,40404.0
2306,1501268,0.0,Prochlorococcus sp. MIT 0604,2261.0
2307,1851505,0.0,Cyanobium sp. NIES-981,3341.0
2308,261284,0.0,Cyanobium sp. NS01,2044.0
2309,2881428,0.0,Parasynechococcus marenigrum,2746.0
2310,155978,0.0,Acaryochloris marina,4147.0
2311,2740837,0.0,Acaryochloris sp. 'Moss Beach',996.0
2312,310037,0.0,Acaryochloris sp. CCMEE 5410,128.0
2313,1173032,0.0,Chamaesiphon minutus,1894.0
2314,1147,0.0,Synechocystis sp. PCC 6714,1312.0
2315,3045816,0.0,Trichothermofontia sichuanensis,1607.0
2316,2576902,0.0,Nostoc sp. C052,2344.0
2317,2914041,0.0,Nostoc sp. UHCC 0870,2293.0
2318,2764711,0.0,Nostoc sp. MS1,1832.0
2319,28072,0.0,Nostoc sp. PCC 7524,1769.0
2320,1261031,0.0,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,1364.0
2322,2572090,0.0,Nostoc sp. TCL240-02,1560.0
2323,1869241,0.0,Nostoc sp. CENA543,4008.0
2324,2576904,0.0,Nostoc sp. TCL26-01,1798.0
2325,1751286,0.0,Nostoc sp. NIES-3756,1221.0
2326,3025190,0.0,Nostoc sp. UHCC 0926,1128.0
2327,2576903,0.0,Nostoc sp. C057,1540.0
2328,1973475,0.0,Nostoc sp. NIES-2111,1022.0
2329,264686,0.0,Nostoc edaphicum,1138.0
2330,92942,0.0,Nostoc linckia,2699.0
2331,1178,0.0,Nostoc commune,1504.0
2332,1306274,0.0,Nostoc flagelliforme,1473.0
2333,272131,0.0,Nostoc punctiforme,1868.0
2334,446679,0.0,Nostoc sphaeroides,1583.0
2335,224012,0.0,Nostoc piscinale,1667.0
2336,1357545,0.0,Richelia sinica,3440.0
2337,142864,0.0,Cylindrospermum stagnale,9564.0
2338,1165,0.0,Anabaena cylindrica,2813.0
2339,46234,0.0,Anabaena sp. 90,3531.0
2340,1620816,0.0,Halotia branconii,2916.0
2341,1164,0.0,Trichormus azollae,1606.0
2342,747522,0.0,Dolichospermum heterosporum,1641.0
2343,1914871,0.0,Dolichospermum sp. UHCC 0315A,1833.0
2344,1166,0.0,Dolichospermum flos-aquae,2074.0
2345,747548,0.0,Cylindrospermopsis curvispora,1437.0
2346,77022,0.0,Cylindrospermopsis raciborskii,1223.0
2347,109266,0.0,Anabaenopsis circularis,1684.0
2348,156213,0.0,Anabaenopsis elenkinii,712.0
2349,70799,0.0,Nodularia spumigena,1652.0
2350,137816,0.0,Nodularia sphaerocarpa,1381.0
2351,984207,0.0,Sphaerospermopsis torques-reginae,3244.0
2352,289435,0.0,Sphaerospermopsis kisseleviana,3277.0
2353,1954172,0.0,Calothrix sp. NIES-2100,5644.0
2354,1954171,0.0,Calothrix sp. NIES-2098,3573.0
2355,1170562,0.0,Calothrix sp. PCC 6303,6616.0
2356,2005462,0.0,Calothrix sp. NIES-3974,1521.0
2357,99598,0.0,Calothrix sp. PCC 7507,4627.0
2358,1337936,0.0,Calothrix sp. 336/3,2407.0
2359,938406,0.0,Calothrix brevissima,3077.0
2360,1973486,0.0,Calothrix parasitica,5097.0
2361,1752063,0.0,Fischerella sp. NIES-3754,2837.0
2362,2005456,0.0,Fischerella sp. NIES-4106,2842.0
2363,373994,0.0,Rivularia sp. PCC 7116,5408.0
2364,2099387,0.0,Tolypothrix sp. PCC 7910,2569.0
2365,457083,0.0,Tolypothrix tenuis,2423.0
2366,1397703,0.0,Brasilonema sennae,2094.0
2367,1137095,0.0,Scytonema sp. HK-05,2137.0
2368,1173025,0.0,Geitlerinema sp. PCC 7407,4910.0
2369,2886352,0.0,Allocoleopsis franciscana,2587.0
2370,1160,0.0,Planktothrix agardhii,4887.0
2371,59512,0.0,Planktothrix rubescens,1773.0
2372,118562,0.0,Arthrospira platensis,174.0
2373,2874213,0.0,Oxynema aestuarii,2475.0
2374,1155739,0.0,Moorena producens,4247.0
2375,2974039,0.0,Phormidium yuhuli,2233.0
2376,118323,0.0,Oscillatoria acuminata,6775.0
2377,482564,0.0,Oscillatoria nigro-viridis,2286.0
2378,241425,0.0,Crinalium epipsammum,2284.0
2379,147322,0.0,Limnospira indica,4500.0
2380,222819,0.0,Koinonema [Phormidium] sp. ETS-05,2406.0
2381,1615909,0.0,Geminocystis sp. NIES-3708,8592.0
2382,1617448,0.0,Geminocystis sp. NIES-3709,3531.0
2383,669359,0.0,Geminocystis herdmanii,3727.0
2384,1173026,0.0,Gloeocapsa sp. PCC 7428,3112.0
2385,2005460,0.0,Chondrocystis sp. NIES-4102,3781.0
2386,713887,0.0,Candidatus Atelocyanobacterium thalassa,7128.0
2387,2546360,0.0,Crocosphaera subtropica,2690.0
2388,2546356,0.0,Gloeothece citriformis,1911.0
2389,2546359,0.0,Gloeothece verrucosa,2550.0
2390,2546366,0.0,Rippkaea orientalis,2374.0
2391,65093,0.0,Halothece sp. PCC 7418,3062.0
2392,1126,0.0,Microcystis aeruginosa,7426.0
2393,1967666,0.0,Microcystis sp. MC19,271.0
2394,2976343,0.0,Cyanobacterium sp. uoEpiScrs1,1945.0
2395,379064,0.0,Cyanobacterium aponinum,3787.0
2396,1752064,0.0,Leptolyngbya sp. NIES-3755,2435.0
2397,2016057,0.0,Leptolyngbya sp. PKUAC-SCTA174,1633.0
2399,1115757,0.0,Leptolyngbya sp. BL0902,2217.0
2400,111781,0.0,Leptolyngbya sp. PCC 7376,2089.0
2401,1184,0.0,Leptolyngbya boryana,1531.0
2403,2917832,0.0,Leptothermofonsia sichuanensis,2620.0
2404,2906798,0.0,Leptodesmis sichuanensis,2071.0
2405,1112103,0.0,Pseudanabaena galeata,3092.0
2406,82654,0.0,Pseudanabaena sp. PCC 7367,1655.0
2407,685565,0.0,Pseudanabaena sp. ABRG5-3,1892.0
2408,2813673,0.0,Thermosynechococcus sp. TA-1,1520.0
2409,2933959,0.0,Thermosynechococcus sp. HN-54,1198.0
2410,2583530,0.0,Thermosynechococcus sp. CL-1,2262.0
2411,146786,0.0,Thermosynechococcus vestitus,1594.0
2412,2885951,0.0,Thermoleptolyngbya sichuanensis,1682.0
2413,1209493,0.0,Halomicronema hongdechloris,1985.0
2414,33072,0.0,Gloeobacter violaceus,3553.0
2415,1416614,0.0,Gloeobacter kilaueensis,3853.0
2416,2907343,0.0,Gloeobacter morelensis,2433.0
2417,118163,0.0,Pleurocapsa sp. PCC 7327,4578.0
2418,1807358,0.0,Stanieria sp. NIES-3757,3607.0
2419,102116,0.0,Stanieria cyanosphaera,4539.0
2420,1188228,0.0,Gloeomargarita lithophora,1332.0
2421,155894,0.0,Chroococcidiopsis sp. CCMEE 29,2024.0
2422,54299,0.0,Chroococcidiopsis thermalis,1260.0
2423,33070,0.0,Thermostichus lividus,681.0
2424,718217,0.0,,1807.0
2425,2094,0.0,Mycoplasmopsis arginini,6913.0
2426,48003,0.0,Mycoplasmopsis pullorum,13283.0
2427,142650,0.0,Mycoplasmopsis phocirhinis,11376.0
2428,114885,0.0,Mycoplasmopsis maculosa,11902.0
2430,33923,0.0,Mycoplasmopsis felis,7622.0
2431,2107,0.0,Mycoplasmopsis pulmonis,4384.0
2432,29555,0.0,Mycoplasmopsis canis,15903.0
2433,28903,0.0,Mycoplasmopsis bovis,3645.0
2434,171279,0.0,Mycoplasmopsis anatis,10255.0
2435,53558,0.0,Mycoplasmopsis edwardii,5027.0
2436,114881,0.0,Mycoplasmopsis columbina,12495.0
2437,2112,0.0,Mycoplasmopsis bovigenitalium,12618.0
2438,171284,0.0,Mycoplasmopsis cynos,8848.0
2439,171285,0.0,Mycoplasmopsis glycophila,3668.0
2441,2110,0.0,Mycoplasmopsis agalactiae,9165.0
2442,29556,0.0,Mycoplasmopsis gallinacea,4337.0
2443,76629,0.0,Mycoplasmopsis gallopavonis,15343.0
2444,2109,0.0,Mycoplasmopsis synoviae,6633.0
2445,171281,0.0,Mycoplasmopsis citelli,2895.0
2446,2115,0.0,Mycoplasmopsis fermentans,11834.0
2447,29561,0.0,Mycoplasmopsis meleagridis,4572.0
2449,754514,0.0,Mycoplasma sp. Mirounga ES2805-ORL,5198.0
2450,640330,0.0,Mycoplasma sp. Pen4,10149.0
2452,353851,0.0,Mycoplasma sp. Ms02,2492.0
2453,2725994,0.0,Mycoplasma sp. 1654_15,7418.0
2455,1749074,0.0,Mycoplasma sp. (ex Biomphalaria glabrata),5262.0
2456,2742195,0.0,Mycoplasma sp. OR1901,8266.0
2458,2967301,0.0,Mycoplasma sp. 2045,2770.0
2459,1179777,0.0,Mycoplasma feriruminatoris,14586.0
2460,2102,0.0,Mycoplasma mycoides,27783.0
2461,2095,0.0,Mycoplasma capricolum,32660.0
2462,2105,0.0,Mycoplasma leachii,4943.0
2463,519450,0.0,Mycoplasma anserisalpingitidis,12714.0
2464,353852,0.0,Mycoplasma nasistruthionis,4868.0
2465,538220,0.0,Mycoplasma struthionis,8037.0
2466,51364,0.0,Mycoplasma cottewii,26027.0
2467,50052,0.0,Mycoplasma crocodyli,3288.0
2468,51365,0.0,Mycoplasma yeatsii,8230.0
2469,754516,0.0,Mycoplasma miroungirhinis,7548.0
2470,171632,0.0,Mycoplasma ovis,3053.0
2471,2123,0.0,Mycoplasma putrefaciens,17191.0
2472,136241,0.0,Mycoplasma haemocanis,909.0
2473,292461,0.0,Mycoplasma iguanae,16585.0
2474,984991,0.0,Mycoplasma parvum,892.0
2475,547987,0.0,Mycoplasma tauri,2730.0
2476,42094,0.0,Ureaplasma diversum,10827.0
2477,134821,0.0,Ureaplasma parvum,3984.0
2478,2130,0.0,Ureaplasma urealyticum,7713.0
2479,2099,0.0,Mesomycoplasma hyopneumoniae,4108.0
2480,171288,0.0,Mesomycoplasma molare,5415.0
2481,2120,0.0,Mesomycoplasma neurolyticum,10546.0
2482,171286,0.0,Mesomycoplasma lagogenitalium,16052.0
2483,45361,0.0,Mesomycoplasma conjunctivae,8519.0
2484,29562,0.0,Mesomycoplasma ovipneumoniae,4293.0
2485,2128,0.0,Mesomycoplasma flocculare,1402.0
2486,86660,0.0,Mesomycoplasma dispar,1130.0
2487,45362,0.0,Mesomycoplasma bovoculi,2451.0
2489,295596,0.0,Candidatus Hepatoplasma crinochetorum,4939.0
2490,2145,0.0,Spiroplasma taiwanense,5952.0
