number,value,datetime_start,datetime_complete,duration,params_algorithm,params_filter_criteria,params_filter_threshold,params_k,state
184,0.22998230781133575,2024-12-18 23:40:51.332123,2024-12-18 23:40:51.944975,0 days 00:00:00.612852,kmeans,presence,15,9,COMPLETE
185,0.09952215853114373,2024-12-18 23:40:51.946265,2024-12-18 23:40:52.544042,0 days 00:00:00.597777,kmeans,presence,25,9,COMPLETE
186,0.1551769211592028,2024-12-18 23:40:52.545446,2024-12-18 23:40:53.166146,0 days 00:00:00.620700,kmeans,presence,20,8,COMPLETE
187,0.27330573178031825,2024-12-18 23:40:53.167437,2024-12-18 23:40:53.756458,0 days 00:00:00.589021,kmeans,presence,30,9,COMPLETE
188,0.2396049899730497,2024-12-18 23:40:53.757826,2024-12-18 23:40:54.352666,0 days 00:00:00.594840,kmeans,presence,25,9,COMPLETE
189,0.17726919903766392,2024-12-18 23:40:54.353951,2024-12-18 23:40:54.951959,0 days 00:00:00.598008,kmeans,presence,30,9,COMPLETE
190,0.1276647388807102,2024-12-18 23:40:54.953244,2024-12-18 23:40:55.548160,0 days 00:00:00.594916,kmeans,presence,25,9,COMPLETE
191,0.1416746294330374,2024-12-18 23:40:55.549565,2024-12-18 23:40:56.157445,0 days 00:00:00.607880,kmeans,presence,30,9,COMPLETE
192,0.18915634334407527,2024-12-18 23:40:56.158775,2024-12-18 23:40:56.752222,0 days 00:00:00.593447,kmeans,presence,25,9,COMPLETE
193,0.13649251213562297,2024-12-18 23:40:56.753512,2024-12-18 23:40:57.351331,0 days 00:00:00.597819,kmeans,presence,30,9,COMPLETE
194,0.13337165535818793,2024-12-18 23:40:57.352754,2024-12-18 23:40:57.983611,0 days 00:00:00.630857,kmeans,presence,10,10,COMPLETE
195,0.13417893934594338,2024-12-18 23:40:57.985030,2024-12-18 23:40:58.586899,0 days 00:00:00.601869,kmeans,presence,35,9,COMPLETE
196,0.21592141927121591,2024-12-18 23:40:58.587815,2024-12-18 23:40:59.192673,0 days 00:00:00.604858,kmeans,presence,20,8,COMPLETE
197,0.21597862329516238,2024-12-18 23:40:59.194052,2024-12-18 23:40:59.793848,0 days 00:00:00.599796,kmeans,presence,30,9,COMPLETE
198,0.23335348201799264,2024-12-18 23:40:59.794954,2024-12-18 23:41:00.402392,0 days 00:00:00.607438,kmeans,presence,20,10,COMPLETE
199,0.24710855857641478,2024-12-18 23:41:00.403778,2024-12-18 23:41:00.989988,0 days 00:00:00.586210,kmeans,presence,35,9,COMPLETE
200,0.23288718948215945,2024-12-18 23:41:00.991367,2024-12-18 23:41:01.585146,0 days 00:00:00.593779,kmeans,presence,35,9,COMPLETE
201,0.16228750277418633,2024-12-18 23:41:01.586480,2024-12-18 23:41:02.212218,0 days 00:00:00.625738,kmeans,presence,25,9,COMPLETE
202,0.19629285730238918,2024-12-18 23:41:02.213331,2024-12-18 23:41:02.817679,0 days 00:00:00.604348,kmeans,presence,35,9,COMPLETE
203,0.1454578458739554,2024-12-18 23:41:02.819099,2024-12-18 23:41:03.437425,0 days 00:00:00.618326,kmeans,presence,40,9,COMPLETE
204,0.14944146040697046,2024-12-18 23:41:03.438792,2024-12-18 23:41:04.056049,0 days 00:00:00.617257,kmeans,presence,40,8,COMPLETE
205,0.17345727229693889,2024-12-18 23:41:04.057442,2024-12-18 23:41:04.689047,0 days 00:00:00.631605,kmeans,presence,25,9,COMPLETE
206,0.17175031209641523,2024-12-18 23:41:04.690417,2024-12-18 23:41:05.300564,0 days 00:00:00.610147,kmeans,presence,35,10,COMPLETE
207,0.17217114667567426,2024-12-18 23:41:05.301842,2024-12-18 23:41:05.952135,0 days 00:00:00.650293,kmeans,presence,30,9,COMPLETE
208,0.20209024761917935,2024-12-18 23:41:05.953544,2024-12-18 23:41:06.586079,0 days 00:00:00.632535,kmeans,presence,25,8,COMPLETE
209,0.12794301605963412,2024-12-18 23:41:06.587633,2024-12-18 23:41:07.216048,0 days 00:00:00.628415,kmeans,presence,35,9,COMPLETE
210,0.19678194859116652,2024-12-18 23:41:07.217477,2024-12-18 23:41:07.762992,0 days 00:00:00.545515,kmeans,presence,75,5,COMPLETE
211,0.18462661559891122,2024-12-18 23:41:07.764401,2024-12-18 23:41:08.387124,0 days 00:00:00.622723,kmeans,presence,20,10,COMPLETE
212,0.20877667944712996,2024-12-18 23:41:08.388546,2024-12-18 23:41:09.019872,0 days 00:00:00.631326,kmeans,presence,15,10,COMPLETE
213,0.2442700237752712,2024-12-18 23:41:09.021201,2024-12-18 23:41:09.642208,0 days 00:00:00.621007,kmeans,presence,25,10,COMPLETE
214,0.15162876048841195,2024-12-18 23:41:09.643608,2024-12-18 23:41:10.251084,0 days 00:00:00.607476,kmeans,presence,25,10,COMPLETE
215,0.20390311153619256,2024-12-18 23:41:10.252403,2024-12-18 23:41:10.854938,0 days 00:00:00.602535,kmeans,presence,30,10,COMPLETE
216,0.22035572083695423,2024-12-18 23:41:10.856225,2024-12-18 23:41:11.462395,0 days 00:00:00.606170,kmeans,presence,20,6,COMPLETE
217,0.1708937598294967,2024-12-18 23:41:11.463788,2024-12-18 23:41:12.061683,0 days 00:00:00.597895,kmeans,presence,30,9,COMPLETE
218,0.1854920812769468,2024-12-18 23:41:12.063118,2024-12-18 23:41:12.655581,0 days 00:00:00.592463,kmeans,presence,30,9,COMPLETE
219,0.20653874935151958,2024-12-18 23:41:12.656675,2024-12-18 23:41:13.269499,0 days 00:00:00.612824,kmeans,presence,25,6,COMPLETE
220,0.16922022403260542,2024-12-18 23:41:13.270893,2024-12-18 23:41:13.801389,0 days 00:00:00.530496,kmeans,presence,100,5,COMPLETE
221,0.10543582181621876,2024-12-18 23:41:13.802749,2024-12-18 23:41:14.433726,0 days 00:00:00.630977,kmeans,presence,20,10,COMPLETE
222,0.21726667118927998,2024-12-18 23:41:14.435107,2024-12-18 23:41:15.106712,0 days 00:00:00.671605,kmeans,presence,20,10,COMPLETE
223,0.165909375280481,2024-12-18 23:41:15.108145,2024-12-18 23:41:15.760640,0 days 00:00:00.652495,kmeans,presence,15,8,COMPLETE
224,0.15907075362600373,2024-12-18 23:41:15.761938,2024-12-18 23:41:16.396078,0 days 00:00:00.634140,kmeans,presence,25,10,COMPLETE
225,0.22488494357857958,2024-12-18 23:41:16.397483,2024-12-18 23:41:16.956429,0 days 00:00:00.558946,kmeans,presence,80,6,COMPLETE
226,0.1802748573301685,2024-12-18 23:41:16.957994,2024-12-18 23:41:17.566515,0 days 00:00:00.608521,kmeans,presence,30,10,COMPLETE
227,0.18088838855719938,2024-12-18 23:41:17.567517,2024-12-18 23:41:18.005682,0 days 00:00:00.438165,kmeans,presence,120,9,COMPLETE
228,0.22640978023200464,2024-12-18 23:41:18.007091,2024-12-18 23:41:18.604335,0 days 00:00:00.597244,kmeans,presence,25,10,COMPLETE
229,0.1776113896196901,2024-12-18 23:41:18.605590,2024-12-18 23:41:19.169961,0 days 00:00:00.564371,kmeans,presence,60,10,COMPLETE
230,0.22584577392778526,2024-12-18 23:41:19.171377,2024-12-18 23:41:19.788972,0 days 00:00:00.617595,kmeans,presence,20,5,COMPLETE
231,0.2109095199050632,2024-12-18 23:41:19.790497,2024-12-18 23:41:20.308569,0 days 00:00:00.518072,kmeans,presence,90,6,COMPLETE
232,0.23032394248416957,2024-12-18 23:41:20.309991,2024-12-18 23:41:20.832287,0 days 00:00:00.522296,kmeans,presence,95,6,COMPLETE
233,0.1417080884238739,2024-12-18 23:41:20.833429,2024-12-18 23:41:21.420177,0 days 00:00:00.586748,kmeans,presence,45,6,COMPLETE
234,0.2213593515200114,2024-12-18 23:41:21.421565,2024-12-18 23:41:21.937731,0 days 00:00:00.516166,kmeans,presence,90,6,COMPLETE
235,0.22004454716738578,2024-12-18 23:41:21.939000,2024-12-18 23:41:22.510386,0 days 00:00:00.571386,kmeans,presence,85,6,COMPLETE
236,0.2632190124468172,2024-12-18 23:41:22.511519,2024-12-18 23:41:23.054091,0 days 00:00:00.542572,kmeans,presence,95,9,COMPLETE
237,0.16895425850478715,2024-12-18 23:41:23.055507,2024-12-18 23:41:23.624498,0 days 00:00:00.568991,kmeans,presence,95,9,COMPLETE
238,0.1713686074327397,2024-12-18 23:41:23.625869,2024-12-18 23:41:24.227550,0 days 00:00:00.601681,kmeans,presence,30,9,COMPLETE
239,0.1428036878971661,2024-12-18 23:41:24.228949,2024-12-18 23:41:24.742247,0 days 00:00:00.513298,kmeans,presence,95,9,COMPLETE
240,0.2203075088778185,2024-12-18 23:41:24.743612,2024-12-18 23:41:25.338593,0 days 00:00:00.594981,kmeans,presence,35,9,COMPLETE
241,0.0909801836998377,2024-12-18 23:41:25.340167,2024-12-18 23:41:25.882339,0 days 00:00:00.542172,kmeans,presence,95,9,COMPLETE
242,0.15068147058922762,2024-12-18 23:41:25.883712,2024-12-18 23:41:26.424288,0 days 00:00:00.540576,kmeans,presence,85,6,COMPLETE
243,0.20166195019476343,2024-12-18 23:41:26.425343,2024-12-18 23:41:26.954856,0 days 00:00:00.529513,kmeans,presence,90,9,COMPLETE
244,0.161547017074981,2024-12-18 23:41:26.956315,2024-12-18 23:41:27.516530,0 days 00:00:00.560215,kmeans,presence,70,6,COMPLETE
245,0.1445485510965048,2024-12-18 23:41:27.517942,2024-12-18 23:41:28.067973,0 days 00:00:00.550031,kmeans,presence,100,10,COMPLETE
246,0.1316388911104856,2024-12-18 23:41:28.069438,2024-12-18 23:41:28.607562,0 days 00:00:00.538124,kmeans,presence,90,6,COMPLETE
247,0.2154781879807052,2024-12-18 23:41:28.608958,2024-12-18 23:41:29.132389,0 days 00:00:00.523431,kmeans,presence,90,9,COMPLETE
248,0.15908340180710112,2024-12-18 23:41:29.133456,2024-12-18 23:41:29.741036,0 days 00:00:00.607580,kmeans,presence,15,5,COMPLETE
249,0.115398301668944,2024-12-18 23:41:29.742424,2024-12-18 23:41:30.397229,0 days 00:00:00.654805,kmeans,presence,20,7,COMPLETE
250,0.14921318523428706,2024-12-18 23:41:30.398642,2024-12-18 23:41:31.024248,0 days 00:00:00.625606,kmeans,presence,25,9,COMPLETE
251,0.22292347168092644,2024-12-18 23:41:31.025781,2024-12-18 23:41:31.607852,0 days 00:00:00.582071,kmeans,presence,40,3,COMPLETE
252,0.1898024066771015,2024-12-18 23:41:31.609307,2024-12-18 23:41:32.150190,0 days 00:00:00.540883,kmeans,presence,90,6,COMPLETE
253,0.18243401816397653,2024-12-18 23:41:32.151582,2024-12-18 23:41:32.729234,0 days 00:00:00.577652,kmeans,presence,65,10,COMPLETE
254,0.15415092197846447,2024-12-18 23:41:32.730514,2024-12-18 23:41:33.270366,0 days 00:00:00.539852,kmeans,presence,85,7,COMPLETE
255,0.17254805429953565,2024-12-18 23:41:33.271623,2024-12-18 23:41:33.808262,0 days 00:00:00.536639,kmeans,presence,95,8,COMPLETE
256,0.14480124845606787,2024-12-18 23:41:33.809633,2024-12-18 23:41:34.410493,0 days 00:00:00.600860,kmeans,presence,25,9,COMPLETE
257,0.15805033508230668,2024-12-18 23:41:34.411758,2024-12-18 23:41:34.848796,0 days 00:00:00.437038,kmeans,presence,120,5,COMPLETE
258,0.11312276645325363,2024-12-18 23:41:34.850184,2024-12-18 23:41:35.436113,0 days 00:00:00.585929,kmeans,presence,35,6,COMPLETE
259,0.2512199030983436,2024-12-18 23:41:35.437507,2024-12-18 23:41:35.992605,0 days 00:00:00.555098,kmeans,presence,70,9,COMPLETE
260,0.17573020414572885,2024-12-18 23:41:35.993692,2024-12-18 23:41:36.547763,0 days 00:00:00.554071,kmeans,presence,75,9,COMPLETE
261,0.16343593895164518,2024-12-18 23:41:36.549067,2024-12-18 23:41:37.120576,0 days 00:00:00.571509,kmeans,presence,65,9,COMPLETE
262,0.15250814645823596,2024-12-18 23:41:37.121605,2024-12-18 23:41:37.678670,0 days 00:00:00.557065,kmeans,presence,70,9,COMPLETE
263,0.18461405122459706,2024-12-18 23:41:37.680103,2024-12-18 23:41:38.297694,0 days 00:00:00.617591,kmeans,presence,30,9,COMPLETE
264,0.11169040417027161,2024-12-18 23:41:38.299081,2024-12-18 23:41:38.918212,0 days 00:00:00.619131,kmeans,presence,65,10,COMPLETE
265,0.13833391317261215,2024-12-18 23:41:38.919674,2024-12-18 23:41:39.551517,0 days 00:00:00.631843,kmeans,presence,20,3,COMPLETE
266,0.14944385326123832,2024-12-18 23:41:39.552821,2024-12-18 23:41:40.135521,0 days 00:00:00.582700,kmeans,presence,70,9,COMPLETE
267,0.15464473566678413,2024-12-18 23:41:40.136682,2024-12-18 23:41:40.744524,0 days 00:00:00.607842,kmeans,presence,25,9,COMPLETE
268,0.2027887231892959,2024-12-18 23:41:40.745833,2024-12-18 23:41:41.295215,0 days 00:00:00.549382,kmeans,presence,75,8,COMPLETE
269,0.14569570498666504,2024-12-18 23:41:41.296542,2024-12-18 23:41:41.899392,0 days 00:00:00.602850,kmeans,presence,30,9,COMPLETE
270,0.13974795510517793,2024-12-18 23:41:41.900654,2024-12-18 23:41:42.521572,0 days 00:00:00.620918,kmeans,presence,10,10,COMPLETE
271,0.13142213303943331,2024-12-18 23:41:42.522942,2024-12-18 23:41:43.166507,0 days 00:00:00.643565,kmeans,presence,20,4,COMPLETE
272,0.19999314487677036,2024-12-18 23:41:43.167899,2024-12-18 23:41:43.742904,0 days 00:00:00.575005,kmeans,presence,40,2,COMPLETE
273,0.25832379636685426,2024-12-18 23:41:43.744322,2024-12-18 23:41:44.262750,0 days 00:00:00.518428,kmeans,presence,100,9,COMPLETE
274,0.14292309817886603,2024-12-18 23:41:44.264441,2024-12-18 23:41:44.771773,0 days 00:00:00.507332,kmeans,presence,100,9,COMPLETE
275,0.29831865923545364,2024-12-18 23:41:44.773196,2024-12-18 23:41:45.279918,0 days 00:00:00.506722,kmeans,presence,100,9,COMPLETE
276,0.1066416802749115,2024-12-18 23:41:45.281246,2024-12-18 23:41:45.789889,0 days 00:00:00.508643,kmeans,presence,105,9,COMPLETE
277,0.181406811983965,2024-12-18 23:41:45.791297,2024-12-18 23:41:46.327837,0 days 00:00:00.536540,kmeans,presence,100,9,COMPLETE
278,0.1521348056107838,2024-12-18 23:41:46.329254,2024-12-18 23:41:46.822448,0 days 00:00:00.493194,kmeans,presence,105,9,COMPLETE
279,0.1862175784896556,2024-12-18 23:41:46.823756,2024-12-18 23:41:47.334140,0 days 00:00:00.510384,kmeans,presence,100,9,COMPLETE
280,0.17140715771532142,2024-12-18 23:41:47.335410,2024-12-18 23:41:47.838419,0 days 00:00:00.503009,kmeans,presence,105,9,COMPLETE
281,0.17608074893514614,2024-12-18 23:41:47.839798,2024-12-18 23:41:48.353743,0 days 00:00:00.513945,kmeans,presence,100,9,COMPLETE
282,0.27194476506700505,2024-12-18 23:41:48.355183,2024-12-18 23:41:48.840061,0 days 00:00:00.484878,kmeans,presence,110,9,COMPLETE
283,0.1787509745238877,2024-12-18 23:41:48.841167,2024-12-18 23:41:49.335572,0 days 00:00:00.494405,kmeans,presence,110,8,COMPLETE
284,0.14492516112513817,2024-12-18 23:41:49.336960,2024-12-18 23:41:49.812752,0 days 00:00:00.475792,kmeans,presence,110,9,COMPLETE
285,0.1464761349616206,2024-12-18 23:41:49.814144,2024-12-18 23:41:50.307254,0 days 00:00:00.493110,kmeans,presence,110,9,COMPLETE
286,0.09972186809029082,2024-12-18 23:41:50.308648,2024-12-18 23:41:50.761574,0 days 00:00:00.452926,kmeans,presence,115,9,COMPLETE
287,0.1348242959258775,2024-12-18 23:41:50.762867,2024-12-18 23:41:51.300945,0 days 00:00:00.538078,kmeans,presence,95,8,COMPLETE
288,0.12050285250881365,2024-12-18 23:41:51.302450,2024-12-18 23:41:51.815250,0 days 00:00:00.512800,kmeans,presence,105,3,COMPLETE
289,0.2154876993908442,2024-12-18 23:41:51.816667,2024-12-18 23:41:52.272640,0 days 00:00:00.455973,kmeans,presence,120,9,COMPLETE
290,0.14530624774763445,2024-12-18 23:41:52.274047,2024-12-18 23:41:52.861152,0 days 00:00:00.587105,kmeans,presence,55,2,COMPLETE
291,0.1471231894903498,2024-12-18 23:41:52.862428,2024-12-18 23:41:53.373018,0 days 00:00:00.510590,kmeans,presence,105,6,COMPLETE
292,0.19861046475692246,2024-12-18 23:41:53.374288,2024-12-18 23:41:53.851227,0 days 00:00:00.476939,kmeans,presence,110,9,COMPLETE
293,0.13012445516807739,2024-12-18 23:41:53.852519,2024-12-18 23:41:54.369021,0 days 00:00:00.516502,kmeans,presence,100,8,COMPLETE
294,0.16537556213732268,2024-12-18 23:41:54.370382,2024-12-18 23:41:54.935674,0 days 00:00:00.565292,kmeans,presence,70,9,COMPLETE
295,0.13550921768153604,2024-12-18 23:41:54.937070,2024-12-18 23:41:55.480575,0 days 00:00:00.543505,kmeans,presence,80,6,COMPLETE
296,0.31613077976288956,2024-12-18 23:41:55.482136,2024-12-18 23:41:55.956995,0 days 00:00:00.474859,kmeans,presence,115,7,COMPLETE
297,0.15455304935760658,2024-12-18 23:41:55.958587,2024-12-18 23:41:56.432215,0 days 00:00:00.473628,kmeans,presence,115,7,COMPLETE
298,0.14069756887201582,2024-12-18 23:41:56.433620,2024-12-18 23:41:56.862296,0 days 00:00:00.428676,kmeans,presence,120,8,COMPLETE
299,0.17136625703112052,2024-12-18 23:41:56.863659,2024-12-18 23:41:57.408396,0 days 00:00:00.544737,kmeans,presence,95,7,COMPLETE
300,0.16934042673071925,2024-12-18 23:41:57.409773,2024-12-18 23:41:57.889356,0 days 00:00:00.479583,kmeans,presence,115,7,COMPLETE
301,0.17161799784112933,2024-12-18 23:41:57.890771,2024-12-18 23:41:58.357338,0 days 00:00:00.466567,kmeans,presence,115,4,COMPLETE
302,0.18285985400845606,2024-12-18 23:41:58.358611,2024-12-18 23:41:58.836357,0 days 00:00:00.477746,kmeans,presence,110,6,COMPLETE
303,0.18721857760759297,2024-12-18 23:41:58.837637,2024-12-18 23:41:59.364766,0 days 00:00:00.527129,kmeans,presence,95,6,COMPLETE
304,0.15837050834020483,2024-12-18 23:41:59.366152,2024-12-18 23:41:59.794066,0 days 00:00:00.427914,kmeans,presence,120,2,COMPLETE
305,0.23699266475884903,2024-12-18 23:41:59.795360,2024-12-18 23:42:00.380858,0 days 00:00:00.585498,kmeans,presence,60,7,COMPLETE
306,0.2963150919206268,2024-12-18 23:42:00.382270,2024-12-18 23:42:00.855585,0 days 00:00:00.473315,kmeans,presence,115,4,COMPLETE
307,0.11099894402961479,2024-12-18 23:42:00.856961,2024-12-18 23:42:01.408974,0 days 00:00:00.552013,kmeans,presence,75,4,COMPLETE
308,0.21403347406411197,2024-12-18 23:42:01.410385,2024-12-18 23:42:01.884710,0 days 00:00:00.474325,kmeans,presence,110,4,COMPLETE
309,0.16816499496408274,2024-12-18 23:42:01.886099,2024-12-18 23:42:02.520409,0 days 00:00:00.634310,kmeans,presence,35,3,COMPLETE
310,0.18955415205297,2024-12-18 23:42:02.521644,2024-12-18 23:42:03.053215,0 days 00:00:00.531571,kmeans,presence,100,4,COMPLETE
311,0.14211841638936876,2024-12-18 23:42:03.054632,2024-12-18 23:42:03.653285,0 days 00:00:00.598653,kmeans,presence,35,3,COMPLETE
312,0.28635040641782217,2024-12-18 23:42:03.654368,2024-12-18 23:42:04.184974,0 days 00:00:00.530606,kmeans,presence,95,7,COMPLETE
313,0.15272533546833364,2024-12-18 23:42:04.186148,2024-12-18 23:42:04.723814,0 days 00:00:00.537666,kmeans,presence,95,7,COMPLETE
314,0.14425723147992586,2024-12-18 23:42:04.725122,2024-12-18 23:42:05.242475,0 days 00:00:00.517353,kmeans,presence,95,7,COMPLETE
315,0.17518852804869986,2024-12-18 23:42:05.243860,2024-12-18 23:42:05.779059,0 days 00:00:00.535199,kmeans,presence,100,7,COMPLETE
316,0.19570962333098663,2024-12-18 23:42:05.780403,2024-12-18 23:42:06.299723,0 days 00:00:00.519320,kmeans,presence,90,7,COMPLETE
317,0.1902995326738294,2024-12-18 23:42:06.301135,2024-12-18 23:42:06.826319,0 days 00:00:00.525184,kmeans,presence,95,7,COMPLETE
318,0.1683169078602359,2024-12-18 23:42:06.827625,2024-12-18 23:42:07.401967,0 days 00:00:00.574342,kmeans,presence,70,9,COMPLETE
319,0.15117918689891593,2024-12-18 23:42:07.403266,2024-12-18 23:42:07.946305,0 days 00:00:00.543039,kmeans,presence,85,7,COMPLETE
320,0.24760674786586181,2024-12-18 23:42:07.947767,2024-12-18 23:42:08.522184,0 days 00:00:00.574417,kmeans,presence,80,8,COMPLETE
321,0.18724607733724308,2024-12-18 23:42:08.523404,2024-12-18 23:42:09.097910,0 days 00:00:00.574506,kmeans,presence,80,8,COMPLETE
322,0.17698490360641403,2024-12-18 23:42:09.099380,2024-12-18 23:42:09.663098,0 days 00:00:00.563718,kmeans,presence,80,8,COMPLETE
323,0.16836376791995442,2024-12-18 23:42:09.664560,2024-12-18 23:42:10.235629,0 days 00:00:00.571069,kmeans,presence,75,7,COMPLETE
324,0.11192516935681669,2024-12-18 23:42:10.236720,2024-12-18 23:42:10.774957,0 days 00:00:00.538237,kmeans,presence,85,8,COMPLETE
325,0.20331798069528895,2024-12-18 23:42:10.776058,2024-12-18 23:42:11.339035,0 days 00:00:00.562977,kmeans,presence,80,8,COMPLETE
326,0.1756967211132976,2024-12-18 23:42:11.340442,2024-12-18 23:42:11.886837,0 days 00:00:00.546395,kmeans,presence,85,9,COMPLETE
327,0.18445950149993884,2024-12-18 23:42:11.888233,2024-12-18 23:42:12.439609,0 days 00:00:00.551376,kmeans,presence,80,4,COMPLETE
328,0.12835481854962513,2024-12-18 23:42:12.440655,2024-12-18 23:42:12.997637,0 days 00:00:00.556982,kmeans,presence,90,9,COMPLETE
329,0.13291324072010222,2024-12-18 23:42:12.998727,2024-12-18 23:42:13.549907,0 days 00:00:00.551180,kmeans,presence,75,9,COMPLETE
330,0.18853753148619443,2024-12-18 23:42:13.551220,2024-12-18 23:42:14.087139,0 days 00:00:00.535919,kmeans,presence,85,9,COMPLETE
331,0.1650724568654128,2024-12-18 23:42:14.088542,2024-12-18 23:42:14.625348,0 days 00:00:00.536806,kmeans,presence,90,5,COMPLETE
332,0.15153708174340766,2024-12-18 23:42:14.626752,2024-12-18 23:42:15.198768,0 days 00:00:00.572016,kmeans,presence,75,3,COMPLETE
333,0.24850077756001943,2024-12-18 23:42:15.200219,2024-12-18 23:42:15.820156,0 days 00:00:00.619937,kmeans,presence,40,7,COMPLETE
334,0.2397435329721781,2024-12-18 23:42:15.821583,2024-12-18 23:42:16.450065,0 days 00:00:00.628482,kmeans,presence,35,7,COMPLETE
335,0.1284111504047841,2024-12-18 23:42:16.451472,2024-12-18 23:42:17.081442,0 days 00:00:00.629970,kmeans,presence,40,7,COMPLETE
336,0.14074126017900465,2024-12-18 23:42:17.082885,2024-12-18 23:42:17.679784,0 days 00:00:00.596899,kmeans,presence,45,7,COMPLETE
337,0.3207281140855635,2024-12-18 23:42:17.681229,2024-12-18 23:42:18.284501,0 days 00:00:00.603272,kmeans,presence,40,7,COMPLETE
338,0.18901822170139082,2024-12-18 23:42:18.285803,2024-12-18 23:42:18.868935,0 days 00:00:00.583132,kmeans,presence,40,7,COMPLETE
339,0.19367951379083007,2024-12-18 23:42:18.870347,2024-12-18 23:42:19.455086,0 days 00:00:00.584739,kmeans,presence,50,7,COMPLETE
340,0.24903323254567486,2024-12-18 23:42:19.456594,2024-12-18 23:42:20.105437,0 days 00:00:00.648843,kmeans,presence,40,7,COMPLETE
341,0.13555401833664507,2024-12-18 23:42:20.106813,2024-12-18 23:42:20.719017,0 days 00:00:00.612204,kmeans,presence,40,7,COMPLETE
342,0.1858378339121132,2024-12-18 23:42:20.720436,2024-12-18 23:42:21.362415,0 days 00:00:00.641979,kmeans,presence,45,7,COMPLETE
343,0.20183607716745192,2024-12-18 23:42:21.363891,2024-12-18 23:42:21.965064,0 days 00:00:00.601173,kmeans,presence,45,7,COMPLETE
344,0.11842625740395844,2024-12-18 23:42:21.966715,2024-12-18 23:42:22.563168,0 days 00:00:00.596453,kmeans,presence,45,7,COMPLETE
345,0.21137597593775162,2024-12-18 23:42:22.564517,2024-12-18 23:42:23.180957,0 days 00:00:00.616440,kmeans,presence,40,7,COMPLETE
346,0.21690609735553693,2024-12-18 23:42:23.182308,2024-12-18 23:42:23.765395,0 days 00:00:00.583087,kmeans,presence,40,7,COMPLETE
347,0.09890334204805185,2024-12-18 23:42:23.766843,2024-12-18 23:42:24.391237,0 days 00:00:00.624394,kmeans,presence,40,7,COMPLETE
348,0.15696874512270975,2024-12-18 23:42:24.392698,2024-12-18 23:42:25.020554,0 days 00:00:00.627856,kmeans,presence,35,7,COMPLETE
349,0.11995506143387254,2024-12-18 23:42:25.022115,2024-12-18 23:42:25.622401,0 days 00:00:00.600286,kmeans,presence,35,7,COMPLETE
350,0.16570665573017893,2024-12-18 23:42:25.623832,2024-12-18 23:42:26.255137,0 days 00:00:00.631305,kmeans,presence,40,7,COMPLETE
351,0.1454121816099206,2024-12-18 23:42:26.256446,2024-12-18 23:42:26.774215,0 days 00:00:00.517769,kmeans,presence,100,8,COMPLETE
352,0.18457837841129934,2024-12-18 23:42:26.775662,2024-12-18 23:42:27.398853,0 days 00:00:00.623191,kmeans,presence,35,7,COMPLETE
353,0.13316498998230727,2024-12-18 23:42:27.400377,2024-12-18 23:42:28.030404,0 days 00:00:00.630027,kmeans,presence,50,5,COMPLETE
354,0.1882887379526993,2024-12-18 23:42:28.031820,2024-12-18 23:42:28.603397,0 days 00:00:00.571577,kmeans,presence,65,4,COMPLETE
355,0.161572469095455,2024-12-18 23:42:28.604853,2024-12-18 23:42:29.123595,0 days 00:00:00.518742,kmeans,presence,105,7,COMPLETE
356,0.21046102914693007,2024-12-18 23:42:29.124881,2024-12-18 23:42:29.573702,0 days 00:00:00.448821,kmeans,presence,120,8,COMPLETE
357,0.0928265694677315,2024-12-18 23:42:29.575211,2024-12-18 23:42:30.164602,0 days 00:00:00.589391,kmeans,presence,40,3,COMPLETE
358,0.15243915009544215,2024-12-18 23:42:30.166031,2024-12-18 23:42:30.671778,0 days 00:00:00.505747,kmeans,presence,105,7,COMPLETE
359,0.1764457509861345,2024-12-18 23:42:30.673096,2024-12-18 23:42:31.229967,0 days 00:00:00.556871,kmeans,presence,70,8,COMPLETE
360,0.1829676844694761,2024-12-18 23:42:31.231124,2024-12-18 23:42:31.688924,0 days 00:00:00.457800,kmeans,presence,115,4,COMPLETE
361,0.1695013033261407,2024-12-18 23:42:31.690107,2024-12-18 23:42:32.279191,0 days 00:00:00.589084,kmeans,presence,35,7,COMPLETE
362,0.15610681580672442,2024-12-18 23:42:32.280556,2024-12-18 23:42:32.789016,0 days 00:00:00.508460,kmeans,presence,100,9,COMPLETE
363,0.14673559505498115,2024-12-18 23:42:32.790367,2024-12-18 23:42:33.478897,0 days 00:00:00.688530,kmeans,presence,5,9,COMPLETE
364,0.14952140044853027,2024-12-18 23:42:33.480403,2024-12-18 23:42:34.056924,0 days 00:00:00.576521,kmeans,presence,45,7,COMPLETE
365,0.16900766413334103,2024-12-18 23:42:34.058132,2024-12-18 23:42:34.624727,0 days 00:00:00.566595,kmeans,presence,70,8,COMPLETE
366,0.1069622671276577,2024-12-18 23:42:34.626019,2024-12-18 23:42:35.217078,0 days 00:00:00.591059,kmeans,presence,40,5,COMPLETE
367,0.18282673436028773,2024-12-18 23:42:35.218505,2024-12-18 23:42:35.821390,0 days 00:00:00.602885,kmeans,presence,30,9,COMPLETE
368,0.18465700258894313,2024-12-18 23:42:35.822732,2024-12-18 23:42:36.295379,0 days 00:00:00.472647,kmeans,presence,115,7,COMPLETE
369,0.31333236627214106,2024-12-18 23:42:36.296822,2024-12-18 23:42:36.720417,0 days 00:00:00.423595,kmeans,presence,120,9,COMPLETE
