,Bacteroides,Bifidobacterium,Phocaeicola,Fusicatenibacter,Roseburia,Hominilimicola,Blautia,Faecalibacterium,GGB4605,Ruminococcus,Anaerostipes,Collinsella,Agathobacter,Alistipes,GGB3612,Faecalibacillus,Dorea,Simiaoa,Hominenteromicrobium,Mediterraneibacter,Waltera,Parabacteroides,Candidatus Cibionibacter,Streptococcus,Escherichia,Coprococcus,Clostridium,Agathobaculum,Anaerobutyricum,Anaerotignum,Phascolarctobacterium,Eubacterium,Lentihominibacter,Gallintestinimicrobium,Dysosmobacter,Lachnospira,Veillonella,Haemophilus,Intestinibacter,GGB51491,Prevotella,Segatella,GGB4585,GGB4266,GGB3345,Holdemanella,Catenibacterium,Paratractidigestivibacter,Anthropogastromicrobium,Oscillibacter,Oliverpabstia,GGB4644,Pseudoflavonifractor,Vescimonas,Leyella,GGB9730,GGB51647,GGB4604,GGB9642,GGB9715,GGB9627,GGB81330,GGB9634,Ellagibacter,GGB1239,GGB4552,Romboutsia,Slackia,GGB99810,GGB143455,GGB3256,GGB4642,GGB4723,Senegalimassilia,GGB9712,GGB3429,GGB9760,GGB9766,GGB49409,GGB9603,GGB4888,Pilosibacter,Faecalicatena,GGB9708,GGB3588,Eshraghiella,GGB9758,GGB9790,GGB4456,GGB3304,GGB3730,GGB4672,GGB9759,GGB115571,GGB34797,Brotocaccenecus,Methanobrevibacter,GGB1627,GGB9677,GGB9602,GGB143497,GGB3653,Kineothrix,GGB9707,GGB9699,GGB4684,Wujia,GGB3619,GGB9747,GGB3321,GGB49418,GGB9345,otros
37035_1#9,3.3451327433628316e-05,2.1180934513274337,3.3451327433628316e-05,0.05010345132743362,0.14821345132743363,3.3451327433628316e-05,6.1507434513274335,0.25187345132743355,0.16093345132743364,0.5757334513274336,0.6030634513274336,3.462213451327434,0.025873451327433628,3.3451327433628316e-05,3.3451327433628316e-05,0.10454345132743352,1.6076534513274336,3.3451327433628316e-05,3.3451327433628316e-05,0.14270345132743364,3.3451327433628316e-05,3.3451327433628316e-05,0.13887345132743353,21.985013451327436,0.004473451327433629,0.15786345132743365,3.3451327433628316e-05,3.3451327433628316e-05,0.42150345132743355,0.3431434513274336,3.3451327433628316e-05,0.38973345132743364,0.46695345132743354,3.3451327433628316e-05,0.0030034513274335285,3.3451327433628316e-05,3.3451327433628316e-05,0.06165345132743352,0.0036434513274335284,3.3451327433628316e-05,3.3451327433628316e-05,0.6667034513274336,0.07492345132743362,0.020013451327433627,3.3451327433628316e-05,3.454023451327434,11.053273451327433,0.6412434513274337,3.3451327433628316e-05,3.3451327433628316e-05,0.06561345132743363,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,0.11809345132743362,3.3451327433628316e-05,0.10593345132743362,0.015323451327433528,0.008373451327433529,3.3451327433628316e-05,3.3451327433628316e-05,0.06475345132743363,3.1313934513274337,0.0037634513274336285,3.3451327433628316e-05,3.3451327433628316e-05,0.33451345132743365,3.3451327433628316e-05,3.3451327433628316e-05,0.09169345132743352,5.820533451327433,3.3451327433628316e-05,1.0720634513274336,3.3451327433628316e-05,3.3451327433628316e-05,0.22812345132743364,0.006483451327433628,3.3451327433628316e-05,3.3451327433628316e-05,0.30721345132743366,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,0.19320345132743363,3.3451327433628316e-05,3.3451327433628316e-05,0.26333345132743363,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,0.02002345132743353,0.19159345132743363,0.6389534513274335,0.012933451327433529,3.3451327433628316e-05,3.3451327433628316e-05,0.011513451327433628,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,0.3160534513274336,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,31.688763451327446
37035_2#10,3.9048570796460176,0.0400970796460176,3.2484070796460176,0.0750570796460177,2.9222870796460176,1.0340370796460177,0.8203470796460177,7.3197670796460175,0.0808370796460177,5.754767079646018,0.1701970796460177,0.056187079646017705,2.1396170796460177,2.086497079646018,4.707964601769911e-05,4.707964601769911e-05,0.8501870796460177,12.019457079646017,0.0998270796460177,0.5623170796460176,0.4004570796460177,0.7228670796460176,0.43179707964601766,0.1841670796460177,4.707964601769911e-05,1.0374870796460176,1.6567970796460179,0.007027079646017699,0.007077079646017699,0.1755670796460177,1.0672270796460177,0.2372770796460177,4.707964601769911e-05,0.0661270796460177,1.1414570796460175,1.7515870796460176,0.006677079646017699,0.0663170796460177,4.707964601769911e-05,4.707964601769911e-05,3.339557079646018,15.026057079646018,4.707964601769911e-05,4.707964601769911e-05,4.707964601769911e-05,0.6033670796460177,0.1270770796460177,4.707964601769911e-05,0.2191870796460177,1.7113970796460178,0.1020070796460177,4.707964601769911e-05,4.707964601769911e-05,0.35707707964601765,4.707964601769911e-05,0.001997079646017699,4.707964601769911e-05,4.707964601769911e-05,0.007497079646017699,0.6154070796460177,0.3924170796460177,0.0103970796460177,1.4791670796460177,4.707964601769911e-05,4.707964601769911e-05,4.707964601769911e-05,0.0209770796460177,4.707964601769911e-05,0.0007170796460176991,0.0205570796460177,4.707964601769911e-05,4.707964601769911e-05,4.707964601769911e-05,4.707964601769911e-05,0.0581870796460177,4.707964601769911e-05,0.1020970796460177,0.004377079646017699,0.002437079646017699,4.707964601769911e-05,4.707964601769911e-05,0.0939870796460177,0.28210707964601767,0.1314570796460176,4.707964601769911e-05,0.8707870796460178,0.0608170796460177,0.0266470796460177,4.707964601769911e-05,0.1551470796460177,4.707964601769911e-05,4.707964601769911e-05,4.707964601769911e-05,0.3933170796460177,4.707964601769911e-05,0.7743870796460177,4.707964601769911e-05,2.2409370796460175,0.031327079646017705,4.707964601769911e-05,0.0924870796460177,0.1433170796460177,0.5525270796460177,0.0217870796460177,0.051337079646017705,4.707964601769911e-05,2.010717079646018,0.28698707964601766,0.052537079646017705,4.707964601769911e-05,4.707964601769911e-05,0.013337079646017599,15.365687079646024
37035_2#11,4.15431796460177,0.4307079646017699,6.57090796460177,1.7964601769911502e-05,1.95052796460177,0.3251979646017699,0.5207879646017699,17.57189796460177,1.7964601769911502e-05,6.51568796460177,0.1884579646017698,0.1286979646017699,1.7964601769911502e-05,11.01749796460177,1.7964601769911502e-05,0.6164879646017699,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.40896796460177,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,0.009647964601769912,0.01562796460176991,0.02916796460176991,2.45027796460177,0.056807964601769914,0.05113796460176991,0.3803679646017699,1.7964601769911502e-05,0.40835796460176993,1.7964601769911502e-05,1.7964601769911502e-05,1.01848796460177,19.35684796460177,0.0890579646017699,0.007837964601769911,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,0.013657964601769912,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,0.19991796460176992,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.93612796460177,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,1.7964601769911502e-05,22.57501796460176
37035_2#12,0.4306638938053097,0.22551389380530976,0.5985538938053097,0.7586338938053098,4.9285338938053105,0.7561538938053097,1.34039389380531,10.09354389380531,5.389380530973451e-05,2.5335738938053094,0.006493893805309635,0.13562389380530976,6.1759538938053105,0.6521138938053097,0.042313893805309734,0.6931338938053098,1.2376438938053098,0.06256389380530973,0.15064389380530974,0.8150338938053098,0.9506438938053097,0.07983389380530974,0.23204389380530974,0.0035438938053097345,0.0021038938053097346,1.7917038938053098,4.38368389380531,0.07963389380530973,0.05357389380530973,0.023823893805309734,0.17946389380530975,1.9419238938053098,5.389380530973451e-05,0.3196338938053097,0.20790389380530974,2.3391138938053095,0.13143389380530976,0.014853893805309734,0.010623893805309734,0.010903893805309733,5.389380530973451e-05,1.4068738938053098,2.6052238938053094,5.389380530973451e-05,0.23562389380530974,5.389380530973451e-05,5.389380530973451e-05,5.389380530973451e-05,0.13725389380530975,0.9459138938053098,0.014993893805309634,5.389380530973451e-05,5.24167389380531,0.09794389380530974,5.389380530973451e-05,0.5994638938053097,5.389380530973451e-05,0.08561389380530973,0.018773893805309735,0.8456838938053097,0.04475389380530973,0.23591389380530975,1.8816638938053099,5.389380530973451e-05,5.389380530973451e-05,0.7607438938053097,0.044313893805309736,5.389380530973451e-05,5.389380530973451e-05,0.05545389380530973,5.389380530973451e-05,0.10211389380530973,0.4748538938053096,5.389380530973451e-05,0.14677389380530975,0.004093893805309734,0.21979389380530964,0.036203893805309736,0.018263893805309735,0.23132389380530974,5.389380530973451e-05,0.05229389380530974,0.6727538938053097,0.9363838938053097,5.389380530973451e-05,4.50630389380531,1.26823389380531,0.014203893805309634,5.389380530973451e-05,0.5290438938053098,5.389380530973451e-05,5.389380530973451e-05,0.07049389380530974,0.04737389380530963,5.389380530973451e-05,0.6817138938053098,5.389380530973451e-05,5.389380530973451e-05,5.389380530973451e-05,0.19847389380530975,0.35441389380530974,0.026793893805309735,0.016803893805309635,0.19907389380530974,5.389380530973451e-05,0.6632138938053097,0.06638389380530973,0.007483893805309734,0.3347238938053097,0.13626389380530965,0.010303893805309734,0.05152389380530963,28.269513893805353
37035_2#13,2.563617876106195,0.07005787610619468,4.954987876106196,0.02231787610619459,4.584517876106195,0.3294878761061947,0.07645787610619469,5.743467876106195,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,0.0035678761061946904,1.7168978761061946,1.8068978761061947,0.08795787610619468,0.018657876106194692,0.00801787610619469,2.7876106194690264e-05,0.04934787610619459,0.11514787610619469,0.30649787610619467,0.5524678761061947,0.02268787610619469,0.02572787610619459,0.01060787610619469,0.035367876106194684,0.35655787610619466,0.00713787610619469,2.7876106194690264e-05,0.3664278761061946,0.1747778761061947,2.7876106194690264e-05,2.7876106194690264e-05,0.01456787610619469,0.1561878761061947,1.6873878761061947,0.028357876106194693,0.051077876106194686,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,62.4921778761062,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,0.19630787610619468,2.7876106194690264e-05,2.7876106194690264e-05,0.1770778761061947,0.8931878761061947,2.7876106194690264e-05,2.7876106194690264e-05,0.0033078761061946906,0.42144787610619466,2.7876106194690264e-05,0.02395787610619469,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,0.16579787610619467,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,0.00393787610619469,2.7876106194690264e-05,2.7876106194690264e-05,0.0016278761061945903,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,0.10350787610619469,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,0.15750787610619468,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,0.46629787610619466,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,2.7876106194690264e-05,8.94471787610619
37035_2#14,0.8834301769911505,5.017699115044247e-05,0.01950017699115044,0.22621017699115042,0.9063401769911505,0.04481017699115045,0.6201701769911505,2.5977801769911504,5.017699115044247e-05,4.501520176991151,0.25215017699115044,0.16165017699115045,0.0001901769911504425,0.5626601769911506,5.017699115044247e-05,0.014880176991150443,0.31999017699115045,1.5911701769911506,0.04194017699115044,0.02492017699115044,0.10524017699115033,0.5572701769911504,0.032050176991150446,5.017699115044247e-05,0.0003401769911504425,0.6350001769911505,0.28328017699115043,0.7159401769911505,0.07070017699115044,0.02462017699115044,0.8387601769911505,0.07064017699115044,0.011820176991150443,0.004990176991150442,0.8172401769911505,0.4727601769911504,5.017699115044247e-05,5.017699115044247e-05,5.017699115044247e-05,5.017699115044247e-05,0.4259101769911504,3.2041101769911506,0.04056017699115044,5.017699115044247e-05,1.0143601769911503,0.06195017699115044,5.017699115044247e-05,5.017699115044247e-05,0.0033801769911504425,2.6222501769911504,5.017699115044247e-05,5.017699115044247e-05,0.34380017699115034,0.46381017699115046,0.9832401769911505,0.018090176991150442,5.017699115044247e-05,5.017699115044247e-05,0.01713017699115044,0.5080401769911506,5.017699115044247e-05,0.027110176991150443,5.844910176991151,5.017699115044247e-05,0.7167101769911505,5.017699115044247e-05,5.017699115044247e-05,0.02786017699115044,0.059080176991150445,0.07576017699115044,0.25511017699115046,0.06282017699115043,5.017699115044247e-05,0.04674017699115045,1.5650301769911505,5.017699115044247e-05,0.10883017699115044,5.017699115044247e-05,0.0043801769911504425,5.017699115044247e-05,0.008330176991150443,0.01752017699115044,0.05860017699115044,1.7090501769911506,5.017699115044247e-05,11.732730176991149,0.11909017699115043,5.017699115044247e-05,5.017699115044247e-05,1.5022801769911505,5.017699115044247e-05,5.017699115044247e-05,0.02211017699115044,5.017699115044247e-05,5.017699115044247e-05,0.5099101769911505,0.22952017699115043,5.017699115044247e-05,0.3234501769911504,0.08614017699115044,1.0908601769911503,0.7098601769911506,2.0276701769911507,0.06809017699115044,0.06079017699115045,0.07322017699115044,5.017699115044247e-05,0.3031401769911504,0.2937601769911504,0.13137017699115044,0.006310176991150442,2.5736901769911507,40.429960176991194
37035_2#15,34.23377345132743,1.2946434513274334,3.9114234513274337,3.487843451327434,2.815513451327434,0.40351345132743366,0.9953534513274336,10.866923451327434,0.6572434513274336,0.7029234513274336,0.32480345132743366,3.3451327433628316e-05,4.039493451327433,0.8854734513274336,0.022043451327433627,0.5634934513274336,1.0292834513274336,3.3451327433628316e-05,0.20191345132743363,2.236653451327434,0.08377345132743362,0.8245834513274336,0.20444345132743363,0.004553451327433528,0.014123451327433529,0.6096934513274336,0.8630934513274335,0.19756345132743364,0.033853451327433524,3.3451327433628316e-05,0.9875634513274336,0.48165345132743353,0.005803451327433628,0.057253451327433626,0.5247234513274336,1.0176134513274335,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,0.0031534513274335285,3.3451327433628316e-05,3.5934234513274337,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,0.31714345132743366,0.6206634513274336,0.22508345132743363,3.3451327433628316e-05,3.3451327433628316e-05,0.6641234513274337,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,1.3500334513274337,3.3451327433628316e-05,1.2938034513274337,0.4207534513274335,3.3451327433628316e-05,1.7236834513274335,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,0.04192345132743362,0.0030534513274336284,3.3451327433628316e-05,3.3451327433628316e-05,0.10505345132743363,3.3451327433628316e-05,0.8546034513274335,3.3451327433628316e-05,3.3451327433628316e-05,0.00905345132743363,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,0.5944534513274335,0.013603451327433628,3.3451327433628316e-05,0.02737345132743363,0.30985345132743364,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,3.3451327433628316e-05,0.027083451327433627,3.3451327433628316e-05,3.3451327433628316e-05,13.217503451327461
37035_2#16,2.2381315929203542,0.26520159292035395,3.421111592920354,1.7970715929203538,6.351591592920354,0.029831592920353884,0.39148159292035395,13.079631592920354,3.15929203539823e-05,5.545941592920354,0.030681592920353884,0.15575159292035398,16.480311592920355,0.7237215929203541,1.266791592920354,0.10992159292035389,0.250861592920354,3.15929203539823e-05,0.306871592920354,3.595501592920354,0.6686415929203541,0.512721592920354,3.15929203539823e-05,0.026021592920353984,3.15929203539823e-05,0.23363159292035396,2.6278515929203543,0.018921592920353985,0.004381592920353982,0.08877159292035398,1.337181592920354,1.162351592920354,0.012671592920353882,0.442681592920354,0.18853159292035396,4.203841592920354,0.03424159292035398,0.16011159292035396,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,0.418221592920354,3.15929203539823e-05,3.889831592920354,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,0.48857159292035396,0.027651592920353983,3.15929203539823e-05,0.004331592920353982,0.20425159292035397,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,0.602561592920354,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,0.046531592920353984,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.046201592920354,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,0.04330159292035398,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,0.21804159292035397,0.03845159292035388,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,2.2693815929203542,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,0.28640159292035394,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,0.011891592920353982,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,6.732381592920353,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,3.15929203539823e-05,13.907071592920342
37035_2#17,3.6533776991150444,0.5980076991150443,2.5488076991150446,0.35429769911504416,6.1271576991150445,0.22463769911504425,0.6677676991150442,6.523407699115045,0.04275769911504425,5.882747699115044,0.04521769911504415,0.08662769911504425,6.088327699115045,3.7804076991150444,1.5474776991150443,0.24942769911504425,0.17812769911504425,2.4845676991150447,0.021257699115044246,0.8847676991150442,0.9136076991150442,0.3624076991150442,0.8490876991150442,0.04314769911504425,0.03922769911504425,2.0507676991150445,2.3933076991150446,0.04043769911504425,0.008577699115044248,0.6159776991150442,0.17255769911504415,0.43302769911504424,4.769911504424779e-05,0.05465769911504415,0.6272376991150442,1.9585576991150442,0.050887699115044246,0.06448769911504425,4.769911504424779e-05,0.006087699115044248,3.6471276991150443,4.769911504424779e-05,0.25962769911504424,4.769911504424779e-05,0.26176769911504427,4.769911504424779e-05,4.769911504424779e-05,4.769911504424779e-05,0.18548769911504415,0.43781769911504415,0.015747699115044245,0.04419769911504415,4.769911504424779e-05,0.027127699115044247,4.769911504424779e-05,4.769911504424779e-05,4.769911504424779e-05,0.05972769911504425,4.769911504424779e-05,0.23560769911504426,0.09473769911504425,0.20315769911504425,1.001487699115044,4.769911504424779e-05,4.769911504424779e-05,0.21278769911504425,0.0006676991150442478,4.769911504424779e-05,4.769911504424779e-05,4.769911504424779e-05,0.002327699115044248,4.769911504424779e-05,0.14130769911504415,4.769911504424779e-05,0.003787699115044248,4.769911504424779e-05,0.08184769911504425,4.769911504424779e-05,4.769911504424779e-05,4.769911504424779e-05,4.769911504424779e-05,0.18080769911504424,0.08715769911504424,0.3410376991150442,4.769911504424779e-05,14.139837699115045,0.7938376991150442,4.769911504424779e-05,4.769911504424779e-05,0.24128769911504425,0.015477699115044248,4.769911504424779e-05,4.769911504424779e-05,1.8581576991150441,4.769911504424779e-05,0.9302476991150442,4.769911504424779e-05,4.769911504424779e-05,4.769911504424779e-05,0.18916769911504425,4.769911504424779e-05,0.040507699115044246,0.18717769911504425,4.769911504424779e-05,0.43690769911504423,0.07305769911504414,0.06501769911504425,0.025437699115044246,0.06898769911504425,0.04429769911504425,4.769911504424779e-05,0.018197699115044246,20.672107699115017
37035_2#18,8.17352778761062,0.09643778761061947,16.423447787610616,1.1543477876106194,0.9964777876106194,0.07906778761061947,0.6129477876106194,16.09641778761062,3.7787610619469026e-05,9.69062778761062,3.7787610619469026e-05,0.04406778761061947,4.097357787610619,2.2237877876106196,1.2796977876106195,0.23141778761061946,0.3093577876106195,2.5989977876106196,0.15655778761061948,1.6389177876106193,0.5340077876106194,1.1766177876106194,0.2829277876106195,3.7787610619469026e-05,0.13282778761061936,0.4615277876106195,1.1174777876106194,0.00918778761061947,3.7787610619469026e-05,0.16802778761061946,1.6577577876106195,0.2875877876106195,3.7787610619469026e-05,0.12642778761061946,0.5570177876106195,0.5270477876106194,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,0.2835077876106195,3.7787610619469026e-05,3.7787610619469026e-05,0.16591778761061945,3.7787610619469026e-05,3.7787610619469026e-05,0.3295677876106195,1.4164177876106194,0.08526778761061947,3.7787610619469026e-05,3.7787610619469026e-05,0.15006778761061948,3.7787610619469026e-05,0.17079778761061937,2.0638277876106197,0.13964778761061947,3.7787610619469026e-05,0.20236778761061947,0.10320778761061947,3.7787610619469026e-05,1.0926977876106194,3.7787610619469026e-05,3.7787610619469026e-05,1.6975977876106194,0.000497787610619469,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,0.050267787610619466,3.7787610619469026e-05,0.009767787610619468,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,0.09155778761061936,0.10645778761061947,0.17968778761061946,3.7787610619469026e-05,2.2042777876106197,0.19196778761061947,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,0.15934778761061946,3.7787610619469026e-05,0.008417787610619468,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,3.7787610619469026e-05,0.035627787610619466,3.7787610619469026e-05,3.7787610619469026e-05,0.03317778761061947,0.4061777876106195,3.7787610619469026e-05,0.9988277876106194,3.7787610619469026e-05,0.0046477876106194695,0.005827787610619469,3.7787610619469026e-05,3.7787610619469026e-05,14.668707787610682
37035_2#19,25.916463539823006,2.3539823008849554e-05,7.834433539823009,0.6124635398230088,12.391773539823008,0.12639353982300885,0.7403635398230088,10.59449353982301,0.15440353982300886,4.19393353982301,0.15785353982300887,2.3539823008849554e-05,2.3539823008849554e-05,0.17851353982300885,2.3539823008849554e-05,0.2577535398230088,0.2715935398230088,2.3539823008849554e-05,2.3539823008849554e-05,2.9927435398230093,0.054373539823008854,1.872593539823009,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,0.9170835398230088,1.0121135398230088,0.05083353982300885,0.01225353982300885,0.5242835398230088,0.9040535398230088,1.0143535398230088,0.005123539823008849,2.277203539823009,0.7303135398230088,0.23094353982300886,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,0.10556353982300884,2.3539823008849554e-05,0.16524353982300885,2.3539823008849554e-05,0.019413539823008752,0.8666535398230089,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,0.2629735398230088,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,1.752893539823009,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,0.15107353982300886,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,0.007153539823008849,2.3539823008849554e-05,0.07401353982300884,0.08574353982300874,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,2.3539823008849554e-05,20.478803539823016
